,review,rating,title,keywords_by_method1,keywords_by_method2
49,"Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",2,After Wos 4 useless,"['workout loosing', 'usable', 'Watch app', 'middle', 'workout', 'loosing', 'crash', 'work', 'Watch', 'time it crashed']","['watch app', 'does crash', 'usable crash', 'app', 'app does', '300 watch', 'usable', 'does work', 'workout loosing', 'middle workout']"
50,Use only the done button helps,3,App tends to lock up when using upload button. Had to delete and reinstall app each time it happens.,['button'],"['button helps', 'use button', 'button', 'helps', 'use']"
51,Picked up swimming again and it really helps me track my progress!,5,Keeps me on track,"['Picked up swimming', 'track my progress', 'Picked', 'progress', 'swimming', 'track']","['picked swimming', 'swimming', 'swimming really', 'track progress', 'progress', 'track', 'helps track', 'really helps', 'helps', 'picked']"
52,"The old app prior to IOS 11 was great! HELP! The old app you gave lap number and accumulated time.....the new app is a step back ... please add these stats back to the app...say for a 1000 meter swim the old app displayed lap number and accumulated time. Thus I don’t know my accumulated times say for 200, 400 etc.....using the new app? Can you help? Thanks!",2,I want the old app back.....,"['prior to IOS', 'IOS', 'app', 'accumulated', 'accumulated time', 'app prior', 'lap number', 'great', 'number and accumulated', 'number']","['old app', 'stats app', 'app help', 'new app', 'prior ios', 'app prior', 'app step', 'ios 11', 'add stats', 'app']"
53,"Filters keep resetting and filtering favorite workouts out. Finding and creating workouts takes too long, and then you still have to jump through many hoops to find them. Hopefully they fix this soon.",2,Good potential but too buggy,"['filtering favorite workouts', 'Filters keep resetting', 'resetting and filtering', 'filtering favorite', 'favorite workouts', 'Filters', 'workouts', 'Finding and creating', 'resetting', 'filtering']","['workouts finding', 'filters resetting', 'favorite workouts', 'creating workouts', 'resetting filtering', 'workouts', 'workouts takes', 'filtering favorite', 'filtering', 'filters']"
54,"The core of the app works well. I swim about 10k a week, and the tracking works great with the apple watch.

The new update.... ehhhhh... what is the top section?! Filters dont seam to work correctly, harder to navigate... I hope track stays good!",3,"Tracks good.. but sync issues, date..","['app works', 'tracking works great', 'tracking works', 'works great', 'core', 'app', 'apple watch', 'works', 'work correctly', 'work']","['apple watch', 'tracking works', 'app works', 'core app', 'tracking', 'new update', 'track stays', 'hope track', 'app', 'track']"
55,"25 meter pool, the only workouts I could find were about 4 all freestyle. I was really hoping for kicking drills. The website doesn’t really function properly. Trying to find other swimmers at your pool, or just even setting your default pool Does Not Work. Lots of interesting ideas, next to no follow through on execution.",1,"Supporting website DNW, only freestyle drills.","['meter pool', 'meter', 'freestyle', 'pool', 'workouts', 'kicking drills', 'find', 'Work', 'hoping for kicking', 'drills']","['pool workouts', 'trying swimmers', 'swimmers pool', 'meter pool', 'pool', 'workouts freestyle', 'swimmers', 'pool just', 'drills website', 'pool does']"
56,"I have use this app for a number of years. Early on I found it was fairly accurate, occasionally missing half a lap or so. I’m not sure what changed but right now the app is completely useless to me because it misses three or four laps at a time on a long segment. I’ve moved on to other apps that work better",1,Drops too many laps,"['number of years', 'occasionally missing half', 'years', 'number', 'fairly accurate', 'occasionally missing', 'missing half', 'app', 'long segment', 'Early']","['laps time', 'misses laps', 'laps', 'half lap', 'accurate occasionally', 'app completely', 'right app', 'app', 'lap', 'use app']"
57,"I find this app hard to figure out. Hard to turn off on my Apple Watch. 
Need some instructions as to what steps to do on the phone and watch to have it work the way it’s designed to. Not happy with it !",3,No so good,"['find this app', 'app hard', 'hard to figure', 'Apple Watch', 'Hard to turn', 'hard', 'Watch', 'find', 'app', 'figure']","['phone watch', 'apple watch', 'watch need', 'app', 'steps phone', 'watch work', 'app hard', 'phone', 'turn apple', 'instructions steps']"
58,"This app has been unstable for years. Every time they make a change they break something else. 

The latest is that you can no longer count laps. Pretty basic thing to request. The developers obviously have no quality control. 

The app is also not private. And they share my location and name with others. I have no desire to have my name on a feed when my privacy is important to me. 

At the very least fix the app so it can count laps again instead of yards",1,Latest release can’t count laps,"['unstable for years', 'years', 'app', 'unstable', 'count laps', 'time they make', 'make a change', 'change they break', 'count', 'laps']","['app unstable', 'fix app', 'app', 'app count', 'count laps', 'app private', 'laps', 'laps instead', 'feed privacy', 'laps pretty']"
59,The moment you swim the info on the watch is blurred out and only the time is shown. This is the main thing that makes the app useless and keeps it from being awesome. I don’t understand why the developer hasn’t fixed this yet,1,Could be great,"['time is shown', 'moment you swim', 'swim the info', 'watch is blurred', 'shown', 'main thing', 'thing that makes', 'makes the app', 'app useless', 'moment']","['watch blurred', 'swim info', 'moment swim', 'swim', 'info watch', 'blurred time', 'app useless', 'time shown', 'app', 'time']"
60,Joining challenges keeps me going back to swim. Updates are slow but great for tracking swims.,4,Great motivator,"['Joining challenges', 'back to swim', 'Joining', 'tracking swims', 'challenges', 'back', 'Updates are slow', 'swim', 'swims', 'slow but great']","['swim updates', 'tracking swims', 'joining challenges', 'going swim', 'challenges keeps', 'challenges', 'swim', 'swims', 'joining', 'updates']"
61,"For some unknown reasons, the app stop recording the activity about 10 min earlier than the actual recorded time. I could find a solution to this annoying issue. Writing to support did not yet produce any result",1,App does not record exercise time correctly,"['actual recorded time', 'app stop recording', 'unknown reasons', 'min earlier', 'recorded time', 'app stop', 'stop recording', 'recording the activity', 'actual recorded', 'reasons']","['recorded time', 'recording activity', 'activity 10', 'stop recording', 'recording', 'actual recorded', 'app stop', 'activity', 'recorded', 'app']"
62,This app recently started crashing on my iPhone. I get about 30 seconds to view my workout and then it goes off. I deleted and reinstalled but that didn’t work. My Apple Watch and phone are both updated to the newest version.,1,Crashes on iPhone 8,"['app recently started', 'recently started crashing', 'app recently', 'recently started', 'started crashing', 'iPhone', 'Apple Watch', 'app', 'recently', 'started']","['apple watch', 'started crashing', 'watch phone', 'crashing iphone', 'view workout', 'crashing', 'app recently', 'app', 'reinstalled didn', 'didn work']"
63,"This would be the best swim tracker app if it didn’t have so many bugs, predominant amongst them the fact that it occasionally does not save a swim workout to the Apple Workout/Health app.",3,Best swim tracker except for bugs,"['swim tracker app', 'Apple Workout', 'Health app', 'swim workout', 'swim tracker', 'tracker app', 'Health', 'workout', 'save a swim', 'Apple']","['swim tracker', 'health app', 'save swim', 'tracker app', 'apple workout', 'swim workout', 'workout apple', 'app', 'best swim', 'app didn']"
64,"Despite setting all my filters to the most relaxed options available I cannot find a single workout, even under the “All” screen. This seems like a pretty serious problem for an app with swim training as its raison d’être.",1,Seems to have some fundamental problems,"['single workout', 'relaxed options', 'find a single', 'screen', 'workout', 'raison d’être', 'setting', 'filters', 'relaxed', 'options']","['workout screen', 'single workout', 'app swim', 'swim training', 'workout', 'swim', 'training', 'setting filters', 'app', 'filters']"
65,Manual entry of a swim does not sync with Apple Health.  I have no issues with other health apps linking with Apple Health.,4,Manual entry does not sync,"['Apple Health', 'sync with Apple', 'Manual entry', 'Apple', 'linking with Apple', 'Health', 'health apps linking', 'health apps', 'Manual', 'entry']","['health apps', 'apple health', 'swim does', 'entry swim', 'does sync', 'swim', 'sync apple', 'sync', 'issues health', 'health issues']"
66,"The app syncs from my watch to the app about 60% of the time. 
This flaw is making it so I have to workout almost twice as much ...",3,To sync or not,"['app syncs', 'app', 'time', 'syncs', 'watch', 'flaw is making', 'flaw', 'making', 'workout']","['syncs watch', 'app syncs', 'watch app', 'syncs', 'app', 'workout twice', 'app 60', 'time flaw', 'workout', '60 time']"
67,Please make similar to Garmin in being able to do totals for month and year. Instead of us having to manually add up. Also would like cumulate to date.,1,Stats need improvement,"['similar to Garmin', 'month and year', 'make similar', 'totals for month', 'Garmin', 'year', 'make', 'similar', 'totals', 'month']","['totals month', 'garmin', 'similar garmin', 'garmin able', 'cumulate date', 'totals', 'month year', 'able totals', 'month', 'year instead']"
68,I used this feature for every one of my swims and now I have to manually import. Can no longer get my splits.,2,What happened to auto imports?!?,"['manually import', 'import', 'feature', 'swims', 'manually', 'splits', 'longer']","['manually import', 'swims manually', 'import longer', 'longer splits', 'feature swims', 'import', 'splits', 'swims', 'manually', 'feature']"
69,I just downloaded it and I like the iPhone app but every time I try to select it on my Apple Watch it just crashes back to the app screen.,2,Not downloading correctly to watch,"['Apple Watch', 'app screen', 'crashes back', 'iPhone app', 'Apple', 'Watch', 'app', 'screen', 'downloaded', 'iPhone']","['apple watch', 'iphone app', 'crashes app', 'app screen', 'app', 'just crashes', 'app time', 'iphone', 'select apple', 'just downloaded']"
70,"It has been a while with the covid shut down, but the app remains clunky and it’s flexibility to provide options are limited.",2,Changes are not for better,"['app remains clunky', 'options are limited', 'covid shut', 'app remains', 'remains clunky', 'flexibility to provide', 'provide options', 'limited', 'covid', 'shut']","['app remains', 'app', 'covid shut', 'covid', 'provide options', 'shut app', 'options limited', 'options', 'remains clunky', 'flexibility provide']"
71,Great.,5,Much better than Apple Watch native tracker,['Great'],['great']
72,"I just got a iPhone XS and Apple Watch 4. The 600 yards of freestyle I did synchronized to the Apple activity app under exercises, but the 200 yards of drills I did not sync. Is this a know issue?",3,Drills not syncing to apple activity app,"['Apple Watch', 'Watch', 'Apple activity app', 'Apple', 'Apple activity', 'yards', 'yards of freestyle', 'yards of drills', 'iPhone', 'app under exercises']","['did synchronized', 'did sync', 'synchronized', 'sync', 'sync know', 'apple watch', 'synchronized apple', 'app exercises', 'yards freestyle', 'apple activity']"
73,Love this app. It helps motivate me and keep me on track.,5,Love everything about app,"['Love this app', 'Love', 'app', 'track', 'motivate']","['app helps', 'motivate track', 'helps motivate', 'love app', 'app', 'motivate', 'helps', 'track', 'love']"
74,However after updating to apple watch 8 it’s not importing my swims t the Apple activity tracker …..,3,This app was working great….,"['Apple activity tracker', 'apple watch', 'activity tracker', 'Apple activity', 'importing my swims', 'updating to apple', 'apple', 'watch', 'tracker', 'updating']","['importing swims', 'watch importing', 'apple watch', 'activity tracker', 'apple activity', 'swims', 'importing', 'updating', 'swims apple', 'tracker']"
75,"Great app in theory, but many of my swims are not recorded, not transferring from USMS FLOG it my iWatch. No response from the company other than “watch and wait.” Needs to get more responsive and user friendly for me to up my rating.",2,Swims not transferring from USMS,"['USMS FLOG', 'transferring from USMS', 'Great app', 'app in theory', 'USMS', 'FLOG', 'watch and wait', 'Great', 'theory', 'recorded']","['swims recorded', 'iwatch response', 'great app', 'flog iwatch', 'iwatch', 'app', 'company watch', 'recorded transferring', 'app theory', 'recorded']"
76,Loved it till the latest update.  Now it just crashes when I select pebble.  Please fix pebble integration.,3,Latest update broke pebble integration,"['Loved it till', 'latest update', 'till the latest', 'Loved', 'update', 'till', 'latest', 'pebble', 'pebble integration', 'integration']","['fix pebble', 'pebble fix', 'pebble integration', 'select pebble', 'pebble', 'just crashes', 'crashes', 'crashes select', 'latest update', 'fix']"
77,This app has really helped me get motivated to get back in the pool!,5,Great motivation!,"['pool', 'app', 'helped', 'motivated', 'back']","['motivated pool', 'helped motivated', 'pool', 'app', 'motivated', 'app really', 'really helped', 'helped', 'really']"
78,Downloaded app and clicked on workouts and app just said “loading” forever. Then couldn’t get off app without deleting it. Tried again and it did the same thing,1,Glitch,"['clicked on workouts', 'Downloaded app', 'loading', 'forever', 'app', 'Downloaded', 'clicked', 'workouts', 'app and clicked', 'workouts and app']","['workouts app', 'downloaded app', 'loading forever', 'app deleting', 'app clicked', 'app', 'app just', 'said loading', 'couldn app', 'loading']"
79,"The app randomly splits pools while swimming, so the total number of pool in a swim is larger and thus the pace is faster than the actual one. I use the app with iWatch 7",2,Miss on pool counting,"['randomly splits pools', 'app randomly splits', 'randomly splits', 'total number', 'swim is larger', 'pace is faster', 'splits pools', 'app randomly', 'pools while swimming', 'number of pool']","['app iwatch', 'iwatch', 'larger pace', 'pace faster', 'pool swim', 'pace', 'swimming total', 'swimming', 'app randomly', 'pools swimming']"
80,Many rhanks for the great app and all the functionalities around it! Fantastic job particularly under our COVID 19 circunstances4 congratulations!,4,Great app & swim community,"['great app', 'congratulations', 'Fantastic job', 'COVID', 'rhanks', 'great', 'app', 'functionalities', 'Fantastic', 'job']","['great app', 'fantastic job', 'congratulations', 'app', 'circunstances4 congratulations', 'app functionalities', 'covid 19', 'rhanks', 'functionalities fantastic', 'covid']"
81,Pebble watch no longer supported so I can no longer use this app.,3,Pebble watch no longer supported,"['Pebble watch', 'watch no longer', 'longer supported', 'longer', 'Pebble', 'app', 'watch', 'supported']","['pebble watch', 'pebble', 'use app', 'app', 'longer supported', 'watch', 'watch longer', 'supported longer', 'supported', 'use']"
82,Hate the new layout.  I liked the dashboard showing your average pace and last distance swum.,2,New layout needs improvement,"['Hate', 'layout', 'distance swum', 'dashboard showing', 'showing your average', 'average pace', 'swum', 'dashboard', 'showing', 'average']","['new layout', 'liked dashboard', 'dashboard', 'layout liked', 'layout', 'pace distance', 'dashboard showing', 'average pace', 'pace', 'hate new']"
83,"Clunky interface for starting a swim from Apple Watch. Lap counting was terribly inaccurate, for example I swam 1600y breaststroke and the app only counted 950y. The swim tracking built in to the Apple workout app has been far more accurate.",1,Cluttered and inaccurate,"['Apple Watch', 'Clunky interface', 'interface for starting', 'Watch', 'Apple', 'Clunky', 'Apple workout app', 'Apple workout', 'interface', 'starting']","['swim tracking', 'breaststroke app', 'apple watch', 'workout app', 'swim apple', 'apple workout', 'watch lap', '1600y breaststroke', 'starting swim', '950y swim']"
84,"Just got the app, found and joined my masters team. But, the workouts won’t load from the workouts page on the app.",2,"Great idea, but it doesn’t work","['found and joined', 'masters team', 'joined my masters', 'app', 'found', 'team', 'joined', 'masters', 'workouts page', 'workouts']","['workouts page', 'load workouts', 'team workouts', 'app', 'app joined', 'workouts won', 'workouts', 'got app', 'page app', 'load']"
85,The app randomly stooped letting me log in or create a new account even after I deleted and redownload it. Super annoying.,1,Working great and then I can’t log in,"['app randomly stooped', 'randomly stooped letting', 'app randomly', 'randomly stooped', 'stooped letting', 'letting me log', 'deleted and redownload', 'Super annoying', 'app', 'randomly']","['app randomly', 'app', 'deleted redownload', 'redownload', 'account deleted', 'redownload super', 'account', 'super annoying', 'new account', 'create new']"
86,I love using this app in the pool. I wish they would add an open water swim tracker.,4,Love the App for the pool,"['water swim tracker', 'pool', 'swim tracker', 'open water swim', 'love', 'app', 'add an open', 'open water', 'water swim', 'tracker']","['swim tracker', 'water swim', 'pool wish', 'swim', 'pool', 'app', 'app pool', 'open water', 'tracker', 'using app']"
87,This app is very confusing to work. I couldn’t understand how to do it.,3,Very confusing,"['confusing to work', 'work', 'app', 'confusing', 'n’t understand', 'n’t', 'understand']","['app confusing', 'app', 'confusing work', 'confusing', 'work', 'understand', 'couldn understand', 'work couldn', 'couldn']"
88,"If you want to use this with other than an Apple watch, don't.  Stick with Strava.",1,I would imagine it only works with an Apple watch,"['Apple watch', 'Stick with Strava', 'Apple', 'watch', 'Strava', 'Stick']","['apple watch', 'strava', 'stick strava', 'use apple', 'watch', 'apple', 'want use', 'use', 'watch don', 'stick']"
89,Don’t waste your time with this App. Constant bugs render this App totally useless. It drains your phone battery and overheats the phone. There is something seriously wrong with this App. Look elsewhere.,1,Terrible App and support,"['n’t waste', 'waste your time', 'App', 'App totally useless', 'render this App', 'App totally', 'n’t', 'waste', 'time', 'Constant bugs render']","['wrong app', 'app', 'app totally', 'time app', 'phone seriously', 'app look', 'phone', 'drains phone', 'overheats phone', 'phone battery']"
90,Wish you had capabilities to sync with a FitBit Ionic. Was looking forward to using this app but my watch is not compatible.,3,No syncing with Fitbit Ionic,"['FitBit Ionic', 'capabilities to sync', 'Ionic', 'capabilities', 'sync', 'FitBit', 'compatible', 'forward', 'app', 'watch']","['sync fitbit', 'fitbit ionic', 'app watch', 'watch compatible', 'fitbit', 'sync', 'ionic', 'capabilities sync', 'using app', 'app']"
91,"New version.  Locked out. 

Forgot password doesn’t work.  Tried for 2 days.",1,No longer works.  Can start app or log in,"['version', 'days', 'Locked', 'Forgot', 'work', 'password', 'n’t', 'Forgot password', 'n’t work', 'password does n’t']","['forgot password', 'version locked', 'password doesn', 'password', 'locked forgot', 'locked', 'new version', 'tried days', 'doesn work', 'work tried']"
92,"But it’s iffy at best 

Now it hasn’t recorded a swim since Dec 7
I have uninstalled and reinstalled. 

Went through an involved trouble-shooting a year or more ago, and it’s still hit or miss.

Wish I could depend on it.",3,I want this app to work,"['swim since Dec', 'n’t recorded', 'recorded a swim', 'Dec', 'uninstalled and reinstalled', 'iffy', 'n’t', 'recorded', 'swim', 'hit or miss']","['recorded swim', 'swim dec', 'hasn recorded', 'swim', 'recorded', 'reinstalled went', 'iffy best', 'uninstalled reinstalled', 'reinstalled', 'best hasn']"
93,"My last name is Cumming and the dirty minded app developers have made Cumming a prohibited last name. So, I can’t participate in USMS postal swims because some prude of an app developer doesn’t approve of my last name?",1,Last name glitch,"['dirty minded app', 'minded app developers', 'made Cumming', 'dirty minded', 'Cumming a prohibited', 'Cumming', 'minded app', 'USMS postal swims', 'app developers', 'participate in USMS']","['cumming prohibited', 'postal swims', 'usms postal', 'swims prude', 'participate usms', 'prohibited participate', 'usms', 'cumming dirty', 'prohibited', 'cumming']"
94,"Sometimes the app does not load my swim. It is not very reliable, which is too bad.",2,Sporadic,"['load my swim', 'swim', 'app', 'load', 'reliable', 'bad']","['swim reliable', 'app does', 'load swim', 'app', 'does load', 'swim', 'reliable bad', 'load', 'reliable', 'does']"
95,"I love the app,it has saved me from my home app.",5,BIM,"['home app', 'love the app,it', 'app,it has saved', 'app', 'love', 'app,it', 'saved', 'home']","['home app', 'app', 'love app', 'app saved', 'home', 'saved home', 'saved', 'love']"
96,"Doesn’t allow to set custom pool for those of us with exercise pools, I.e., Endless, Michael Phelps and Swimex pools - not all of us have to make turns!",3,Incomplete,"['Michael Phelps', 'set custom pool', 'Phelps and Swimex', 'make turns', 'Swimex pools', 'set custom', 'custom pool', 'exercise pools', 'Endless', 'Michael']","['custom pool', 'exercise pools', 'pool exercise', 'pools', 'pools make', 'swimex pools', 'pools endless', 'pool', 'phelps swimex', 'swimex']"
97,Loved this app- tracked my swims so well- then they updated to the latest version and now none of my swims sync from my Apple Watch to the app. Horrible.,1,Update is awful!!!,"['Apple Watch', 'tracked my swims', 'swims sync', 'latest version', 'Loved this app', 'app', 'Apple', 'Watch', 'swims', 'Loved']","['watch app', 'apple watch', 'swims sync', 'swims updated', 'app tracked', 'sync', 'tracked swims', 'loved app', 'app horrible', 'sync apple']"
98,"I have used this app and my Pebble watch for 3+ years, but today the app mysteriously discontinued providing a way to sync the app with my watch.  Bummer!  I have contacted support with no response.",1,Discontinued syncing with Pebble,"['mysteriously discontinued providing', 'app mysteriously discontinued', 'Pebble watch', 'mysteriously discontinued', 'discontinued providing', 'app mysteriously', 'app', 'Pebble', 'years', 'today the app']","['app pebble', 'pebble watch', 'app watch', 'sync app', 'pebble', 'sync', 'today app', 'app mysteriously', 'way sync', 'app']"
99,"Won’t track different strikes, doesn’t measure correctly, and less than stellar interface",1,Junk,"['n’t measure correctly', 'track different strikes', 'measure correctly', 'stellar interface', 'n’t track', 'n’t measure', 'strikes', 'correctly', 'interface', 'n’t']","['different strikes', 'strikes doesn', 'strikes', 'track different', 'stellar interface', 'measure correctly', 'correctly stellar', 'doesn measure', 'measure', 'stellar']"
100,"Pretty good app. Syncing with my Garmin device finally after multiple attempts. I like the easy to read format and the ability to add a pool as well as a few other features though if I had my wishes I would request:
- my records section. I want to see my best times for different distances. It is cool to show a badge for fastest 400 yard but what is that time record? I think you can see this on the site but I could not find in app. 
- faster page load. The workouts page reloads every time I go to another part of the app and come back so it is slow. I would prefer it only loads when I come into the app and give me a refresh option ( pull down page)
- when you go into the details page for a workout it shows number of lengths and not the actual distance per session. The total shows in yards correctly. I would prefer to see my workout intervals in total yards, not lengths 
- more workouts to do. Options seem pretty limited to shorter distances. Master swim classes will do a 1650 for warm up. 
- drill videos would be cool. I know they are available through you tube but it would be cool if they were here and built into the workouts.",4,Getting there. A few more things and this would be really good.,"['Garmin device finally', 'Pretty good app', 'good app', 'Garmin device', 'app', 'Pretty good', 'page', 'workouts', 'cool', 'good']","['workouts page', 'good app', 'site app', 'app', 'app come', 'time app', 'garmin device', 'app faster', 'features wishes', 'workout intervals']"
101,Only works with Apple or Samsung watches. Doesn’t work with Garmin.,1,Didn’t work with Garmin device.,"['Apple or Samsung', 'Samsung watches', 'works with Apple', 'work with Garmin', 'Apple', 'Samsung', 'watches', 'Garmin', 'n’t work', 'works']","['work garmin', 'garmin', 'samsung watches', 'watches doesn', 'watches', 'works apple', 'doesn work', 'apple samsung', 'samsung', 'apple']"
102,it’s work well even if the pool size is not standard lap.,5,good swimming app,"['standard lap', 'pool size', 'lap', 'work', 'pool', 'size', 'standard']","['pool size', 'standard lap', 'work pool', 'pool', 'lap', 'size standard', 'standard', 'size', 'work']"
103,Does not show up on my watch.,1,Useless,"['watch', 'show']","['does watch', 'watch', 'does']"
104,The app is so full of bugs it wouldn’t even download to use once. What a waste.,1,Don’t bother.,"['full of bugs', 'n’t even download', 'app', 'full', 'bugs', 'n’t', 'download', 'waste']","['app bugs', 'app', 'bugs', 'download use', 'bugs wouldn', 'wouldn download', 'download', 'use', 'use waste', 'waste']"
105,Be nice if it could be turned off or stopped when I’m done swimming,1,Stupid,"['swimming', 'nice', 'turned', 'stopped']","['stopped swimming', 'swimming', 'turned stopped', 'stopped', 'nice turned', 'turned', 'nice']"
106,"Only tracked 475 out of 800 meters interval. And the swim wasn’t saved as a workout, so it doesn’t show uo in the Activity app.",1,Inaccurate,"['meters interval', 'Activity app', 'tracked', 'meters', 'interval', 'Activity', 'n’t', 'workout', 'app', 'n’t saved']","['uo activity', 'interval swim', 'tracked 475', '800 meters', 'swim', 'swim wasn', 'activity app', 'activity', 'tracked', 'meters interval']"
107,I would love to use this with my Garmin watch and sync with training peaks.,1,How about Garmin,"['Garmin watch', 'training peaks', 'watch and sync', 'sync with training', 'Garmin', 'peaks', 'love', 'watch', 'sync', 'training']","['garmin watch', 'watch sync', 'use garmin', 'garmin', 'sync training', 'sync', 'training peaks', 'watch', 'training', 'use']"
108,The app doesn’t do anything.,1,Useless app,"['app does n’t', 'app', 'n’t']","['app doesn', 'app', 'doesn']"
109,Set up on Apple Watch. Swam 1700 yards in 25 yard pool and app recorded 350 yards swum.,1,Totally off,"['Apple Watch', 'Watch', 'Apple', 'Set', 'yards swum', 'yards', 'app recorded', 'yard pool', 'Swam', 'pool and app']","['swam 1700', 'app recorded', 'watch swam', 'swam', 'apple watch', '1700 yards', '350 yards', 'app', 'pool app', 'recorded 350']"
110,"THIS APP IS SO GOOD AND LITERALLY CHANGED MY LIFE 

DOWNLOAD NOW!!!",5,SUCH A GOOD APP,"['GOOD AND LITERALLY', 'LITERALLY CHANGED', 'CHANGED MY LIFE', 'LIFE DOWNLOAD', 'APP', 'GOOD', 'LITERALLY', 'CHANGED', 'LIFE', 'DOWNLOAD']","['app', 'app good', 'life download', 'changed life', 'download', 'literally changed', 'changed', 'literally', 'good literally', 'life']"
111,blah,1,Blah,['blah'],['blah']
112,"I have Apple’s new Series 2 watch. 

The positive: uses force touch to stop workout, which gets around the issue of the not very responsive wet touch screen you need to use to stop a workout in the native Apple pool swim app. The summary of the swim is good in that it attempts to breaks down a workout into swim time and rest time (but did not do so accurately).

The negatives: This app did not accurately detect stroke type. Listed everything as free. For example, I swam a continuous 400 yard warmup, mixing in different strokes. It listed everything freestyle and invented resting stops, many after a single 25 yard length, where I swam continuously.  The rest of my workout consisted of 100 yard and 200 yard free sets.  Again the app invented rest stops after many 25 yard lengths, invented a set of 225 yards. No heart beat monitor. No calorie estimate. (not really necessary but since the data is there it'd be good to incorporate). Hopefully the app will be improved, I like the concept.",2,Needs much improvement,"['Apple pool swim', 'native Apple pool', 'Series', 'Apple', 'native Apple', 'Apple pool', 'yard', 'workout', 'app', 'swim']","['swim app', 'swim time', 'workout swim', 'apple pool', 'app summary', 'app improved', 'watch positive', 'summary swim', 'app invented', 'negatives app']"
113,"At first I was disappointed that the app didn't count my breaststroke or kick sets, but the more I use it, I see that it's algorithm is learning my strokes and adapting its analysis. All my breaststroke is now counted accurately and is starting to sometimes give me credit for kick sets. 

Even if it never quite gets the kicks counted, the ability to sense the difference between swimming and resting and the stats (some of which you can access immediately) put this app head and shoulders above the others I've tried on the Apple Watch.",4,Works well with Apple Watch,"['adapting its analysis', 'kick sets', 'algorithm is learning', 'learning my strokes', 'strokes and adapting', 'count my breaststroke', 'Apple Watch', 'sets', 'kicks counted', 'breaststroke']","['count breaststroke', 'apple watch', 'analysis breaststroke', 'breaststroke counted', 'breaststroke', 'breaststroke kick', 'app', 'app didn', 'difference swimming', 'disappointed app']"
114,"Still a little buggy. I uninstalled, then reinstalled after the app crashed when I still had 20 laps to complete. It may have been the Apple Watch because the Apple logo appeared and I couldn't bring up any apps. I thought maybe the watch was downloading an IOS update or something. Whatever. It's just very frustrating. I lost all of today's data. Maybe my resistance gloves got in the way and pressed the stem. Other than that, I like this app. Some issues with lap count and stroke recognition though. Not a big deal for a casual swimmer like me.",5,Swim,"['Apple Watch', 'Apple', 'Apple logo appeared', 'buggy', 'Apple logo', 'Watch', 'app', 'downloading an IOS', 'IOS update', 'app crashed']","['app issues', 'app crashed', 'issues lap', 'laps', 'apple watch', '20 laps', 'reinstalled app', 'app', 'buggy', 'buggy uninstalled']"
115,"This app seems to have promise, but for this swimmer of quite modest abilities, it is not yet ready to replace my Garmin swim watch.

1. Accuracy. On a swim of 1300 yards, it came up 75 yards short. My Garmin has rarely missed, and then it was usually because I did something unusual like stop to adjust my goggles mid-lap.

2. Missing features. The app has no equivalent of the Garmin Drill Mode, which lets you record activities such as using a kick board and flippers. So it couldn't record several hundred yards of my workout.

3. Not optimized for interval swimming. It could figure out when I was swimming or stopped, and (usually) how long I had swum for each interval and its duration. But it did NOT give either elapsed time since the start of the last interval, or the start of the last rest period, both of which are available on the Garmin. These should be basic features of any swim  watch software.

I will watch for software updates before trying again.",3,E for effort,"['modest abilities', 'ready to replace', 'Garmin Drill Mode', 'Garmin', 'Garmin swim watch', 'Garmin Drill', 'replace my Garmin', 'Garmin swim', 'swim', 'Drill Mode']","['garmin swim', 'swim watch', 'watch accuracy', 'accuracy swim', 'watch software', 'software watch', 'interval swimming', 'garmin', 'garmin basic', 'equivalent garmin']"
116,"I have just started using this new app for my swim routines and I can say that this is one of the better swim apps out there so far. I love being able to track my workouts and comparing lap times with my friends and other people who are using this app with ease. Not only that, just from using the app today, I found a few new local pools in my area that I didn't know even existed before! Now that the new Apple Watch is waterproof, this is my go-to swim app to use with it.",5,Best swim app I've used so far!,"['swim routines', 'app', 'Apple Watch', 'swim', 'comparing lap times', 'started', 'routines', 'Watch is waterproof', 'track my workouts', 'workouts and comparing']","['swim app', 'swim apps', 'app swim', 'apple watch', 'new app', 'app use', 'app', 'app ease', 'app today', 'watch waterproof']"
117,"I've been using this app with my Apple Watch Series 2 for about three weeks. I have not tried to get super accurate information from it, but it does a very nice job of tracking my yardage and giving me a sense of how I was performing. 

The quick drill setup on the watch is an excellent way to capture those kicking yards that don't get logged by the watch. 

Overall, I am very pleased with the app, and it seems like they keep tweaking it and making it better each time.",4,3 Weeks in and it is good,"['Apple Watch Series', 'Watch Series', 'Apple Watch', 'Series', 'Apple', 'Watch', 'super accurate information', 'weeks', 'super accurate', 'accurate information']","['tracking yardage', 'apple watch', 'setup watch', 'watch overall', 'app apple', 'app', 'yardage giving', 'kicking yards', 'tracking', 'yardage']"
