,score,content
219,1,Tbh this app is useless unless u pay for the premium
220,1,"Whatever I choose, it asks to buy a plan.... Uninstalled :("
221,3,Unable to login..
222,1,Bad it does not connect to Garmin ... Bad bad bad
223,1,pro membership is damn expensive
224,1,It still needs a lot of improvements.
225,5,The best app for swimmers 🏊‍♂️
226,1,Worthless without subscription.
227,5,Still new here but it's clear I'm going to enjoy using this app
228,1,New update deleted all my information great work guys
229,1,On my Ionic it stays on loading forever.
230,3,can't find this app in the store on my Fossil Gen5
231,1,Everything useful is paid
232,3,Can not get it set up
233,2,does it connect to fitbit inspire hr
234,5,I love it!_ its great!.
235,1,"Don't download it, it's Spam."
236,4,it feel different than what Fares Ksebati said on MySwimPro YouTube channel...
237,5,best app for swimmers
238,5,Great app for swimmers
239,1,Everything is locked behind a paywall
240,1,Have to pay for everything
241,1,Pay pay pay. A lot !
242,5,Must have app for swimmers!
243,4,it's looks nice let's see 😊
244,1,Too high price
245,1,First pay then only it's working
246,5,Great for club swimmers
247,5,That's a great app
248,1,Can't do anything without paying 200$
249,1,i just wasted my 36 mb
250,3,Where is the Wear OS version?
251,1,cannot create new account.
252,5,"Hello, do you support Garmin Swim?"
253,1,Everything is paywalled
254,1,Wasn't what I needed
255,1,In app purchases
256,3,why remove my review?
257,1,Doesn't work on garmin fenix 6x
258,1,wants you to pay
259,1,Cost money trying.to fool you
260,1,You have to pay
261,5,MySwimPro💙
262,5,nice
263,1,very slow
264,5,good
265,1,too expensive
266,1,too expensive
267,1,Bad app
268,2,1hyt
269,5,Very useful
270,1,Not working
271,1,Total useless
272,1,paywalls
273,5,Good workouts
274,5,Nice
275,5,Great app!
276,1,Malware
277,5,Very good
278,3,parece q está bien pero cuando te la instalar prácticamente estás obligado a pagar
279,5,تمارين مختلفة تناسب السباحين المبتدئين و المحترفين و سهولة في الاستخدام بالإضافة انه يمكن تحميل التمرين علي ساعتي الجارمن فينكس ٥
280,1,paid services
281,5,Good enough
282,5,Great idea!
283,5,Spierdalaj
284,1,Loading forever
285,1,I would like to request a refund but there is no advice on this on your app
286,1,"Rubbish app, expected some sort of swimming metrics or history from garmin but nothing. Also all workouts don't load as a free user. Great in principal, money sponge in practice."
287,2,"I have no idea how to access any of the free features of this app or how to 
get it to connect to my fitbit. It does not seem to want to help me log my 
swims. I have access to Swimtag for free at my pool which is far more use."
288,1,"Cannot choose a program.  Keeps telling me ""error subscribing to training plan"" when I click Start Plan."
289,5,Famtastic! Stupendous!
290,2,"Ok edited my one star. It does sync with Strava and also Garmin Connect 
buried in Settings. Fairly crippled without an $8 per month membership. 
That what I pay per year for my Sailing Association and 37 races, a cruise 
program and meetings with 115 families??? Dont see that value here 
buddies???"
291,1,"Was written that it could sync between strava. Wanted to sync my garmin 
workouts TO the app but you can't."
292,1,"There's an application for the Fitbit versa, but the mobile app is 
confusing, and it doesn't connect to Fitbit app or directly to the versa, 
making it pretty useless for now"
293,1,"Could not login through fb or Twitter. Why can't we use it without login? 
Useless. Just displays ""error signing up"" alert"
294,5,"I just started swimming and I love this app! I have improved so much with 
MySwimPro, really happy I picked up swimming, this app makes it easy."
295,5,"What an amazing job this application really does cover everything you can 
network with other people and monitor your swimming calories distances and 
the duration which you choose to accomplish your goals everything is 
monitored and logged I love this app"
296,1,doesn't work with Apple
297,1,...go premium...waste of time!
298,5,"Maybe it is the best app for swimmers. I use as diary of trains, source of 
ideas for workouts (and completely workouts), swimming lessons and much 
more! Highly recommend!"
299,4,"Just wish there was another stroke available in the free app to really 
decide if it's worth purchasing. Enjoying the freestyle workouts so far tho"
300,3,"Free trial doesn't last long enough to be able to actually use. Monthly fee 
is also too high. Half that and I would subscribe."
301,1,Can't access without paying. Wasted my time.
302,1,"You have to pay for everything, not worth it."
303,1,I couldn't access anything without paying
304,5,It's great
305,5,Checking it out!
306,2,"This would be a great app if it had a few more training options that were free. You have to pay for everything. This is an app for serious swimmers that compete, not those of us who like to swim to stay fit and don't want to pay $15 per month to do so."
307,5,I love the simplicity and the structure of the workouts for beginnings in MySwimPro. I have improved my fitness goals by adding new exercises throughout my freestyle routine. I enjoy having the option to manual adjust the workouts depending on my ability. I've improved my freestyle time and will be training for a 70.3 triathlon.
308,5,Pretty good tool. Great swim programmes.ability to add own programmes.  Join the Facebook group and get added benefits
309,3,"I didn't like how I had to pay for additional resources. They offered basic information, anything more I would had to pay."
310,4,Lots of content here. Fun tips and serious training.
311,1,"I would happily pay for premium if the app was even half as good as the 
iPhone version."
312,5,Im really grateful for this app it has made me know alot about swimming & everyday is a nee adventure plus challenge ...i love it
313,5,Best swimming app in the world ;) a must for every swimmer out there!
314,1,"First, the best way to get better is with a team and or coach. I was not able to get any refund after I decided to cancel my subscription on the first day after the free trial ended. So now I have paid $100 for a year, and not the app will not allow me to access any of the workouts."
315,4,It says error loading data when I open the app
316,5,Amazing
317,1,Free is useless
318,4,Had some chances to try it. Logging is easy and quite convenient. I'm missing some options though. For instance it's impossible to log a combined set like kick-drill or kick-drill-swim. Or 100 free/50 stroke. The only option remains to write description. Also sync with USMS times doesn't work on my device (pixel xl) - gives me an error.
319,4,Some great workouts and variety.  I'd like to be able to change the measurement from yards to metres I'm not sure how to do that?
320,2,Its pretty cool so far but the tip videos won't play.
321,5,Great app. Also great and fast customer service. Had an issue and it was sorted very quickly.
322,1,Could even get it to launch on my device
323,1,"Don't advertise yourself as free in the app store if you are not free. For those who are reading this the app is $7.99 a month.  The app doesn't tell you until you create an account and custom your profile.  It's a huge waste of time. You do all this only for it to tell you... Now the next step is to select what kind of membership you want.  The cheapest option is $7.99 a month.  NO PHONE APP SHOULD COST THAT MUCH!  Responding to your comment: HA! That's a scam if I ever saw one.  I'm willing to bet your ""free trial"" required a credit card... And that it's next to impossible to end, thus, you end up getting charged. Does that sound about right."
324,2,Good but hard to cancel.  Signed up for the free month.  Tried to cancel and reach out to customer service.  It seems like this company is one guy on a WordPress site with awesome and helpful videos
325,1,Horrible couldn't figure out how stop being a member. And it doesn't work without internet
326,1,Its not joing me in the one month free demo.
327,3,"I think it's a good idea, decent app. I  believe it's too expensive to see the trainings tho! 100$ a year is too much. Maybe if I had a watch and could benefit better from the app (like logging in times, for example, which I always forget by the time I get out of the pool). I do think, however, that there should be a level in between intermediate and advanced. The intermediate trainings are just the right amount of distance I can take, but the times are huge! 4:00 for a sprint 100 is too much! But if I try the advanced trainings, the times are just right, but they're too long! I understand you can edit them but if you plan on paying for this it'd be nice to have something better.   I'd suggest asking for times or usual swimming trainings and then the app could actually suggest times/distances according to that? Now that I'd pay for."
328,2,"I used to love this app, but it's been 2 months that I've been unable to use it, despite bug reports and updating the app whenever available. Please keep the all from crashing. I loved this app."
329,5,Awesome for tracking your progress
330,5,Easy to use and helpful I'm keeping track of workouts
331,5,Awesome!!! Good for jr.National sets
332,1,"I just want to track my swimming workouts.  This app looks like it can't let me do this simple task.  Clunky app with lots of colour and stupid words of encouragement.   I don't need an app to convince me to swim or tell me swimming's ""hidden"" benefits.  Deleting it now."
333,1,You have to pay for watching videos? Common. .
334,5,This app really motivates you to swim as hard as you can.
335,5,Best app for swimmers
336,5,Love
337,3,"I also would like a weight tracker with graph, km or Miles and to modify the time it takes to swim a workout. No beginner can swim that fast, even a former competitive swimmer like me. It would also be nice to log other types of workouts like yoga etc. Pros: the videos I watched were pretty good, not always the right video in the right place. Easy to use and learn. Like the custom workout feature. Give it a try but be prepared it may cost you for the features you want."
338,5,"This app is a must for any swimmer, its the best it has video's, and tips that can really help a swimmer on thier game a d also we can log in our time and work out."
339,5,Easy to use and great routines. Totally worth the $10 upgrade.
340,3,"After more than 9 months of use, all of my data - all of my logged swims - are gone. Very upsetting. Update: The developers were able to find and restore my data.I'm really impressed with their customer service for a free app. Great guys. Based on the incredible effort they made to get my swim data back, I've added 2 stars to my review."
341,5,I love it!
342,1,It say signup failed after it took my subscription and there is no way to cancel it from google app store
343,5,I love the design of this app. One of the best fitness apps I've ever used!
344,5,Very good workout
345,5,I really enjoy the refresh button. I can spend hours poolside refreshing the tabbed fragments. It's definitely my favorite feature in any app I've ever encountered. How did you make that? Did you build that with any parts from Android's sdk? Anyway I'm stoked about that refresh water drop. I feel I must clone it. Excellent work.
346,5,The best swimming app in the google play store by far.  Very user friendly.  Just keep swimming.
347,5,Excellent
348,5,Been using it since it came out and it has really become an amazing app.
349,4,Is there anyway to get longer distances or have it so you can pick a distance and it calculates a work out. There are times where I swim 7 or 8 miles at a time.  Thanks
350,4,"The app is great for taking a record of your training, too bad need pay to premium and have a little problems in the resume of your trainings nothing too bad it is OK"
351,5,I think it will be more usefull if can add callories gain.
352,3,Why ask people to pay for membership for this king of features? Everyone would much prefer a single in app purchase to unlock the pro version of this app. It's a shame because the app itself is great.
353,4,Fancy and handy. Just improve statistics and then it's perfect!
354,5,"Awesome app, the only missing part is stop watch so i have to manually log in but otherwise great great app :)"
355,5,Very good boi
356,5,Just started using this app properly and was surprised by the calibre of information available. The videos are very informative and the drills have really helped develop my technique. Overall great app for improving your swimming
357,5,Been using this app for a couple weeks now. Having a set workout everyday is a great motivator and all the organization aspects are a excellent plus.
358,5,The best coaching available ...  this is what i have been looking for ... !! U should really download it ...
359,5,Use full
360,5,Hundreds of workouts for everybody
361,5,It's like your own personal coach in your pocket. Great workouts and I can't wait to start using this to get back into shape. I've swam for years and even at the college level but I have been out of it for a while now so having an app full of workouts will make it easy to get back in the water with so many great practices to pick from.
362,5,"I'm a huge fan of this well designed app! I've been able to keep better track of my swimming workouts, even motivating myself to swim more! Highly recommended!"
363,5,If you go to the pool and sometimes can't figure out a workout on the top of your head. This app is for you. Just pick your swimming  level pick what you want to work on and your workout and you are off to the races. The best part is they give you links to YouTube videos of the drills you should be doing in the workout. :)
364,4,"Hello guys, first of all your app is sick, thanks! I am a beginner and I am not aware of ""pull"" term in the workouts. Is it refering to ""pull-outs""? Thanks in advance for your assistance."
365,4,Hi just installed the app(looks pretty slick :) ) but what does drill mean? I mean I am familiar with the concept kf a drill but which particular drill is meant??
366,5,This app made it easy for me to keep track of my training. The layout is also very cool and made me excited about fitness.
367,5,I love this app! I've tried a few apps before and the simplicity of this amazing
368,5,Offers a variety of structured swimming sets to help keep you in shape and on track to reaching your goals.
369,5,It only need one thing... Google fit integration...
370,5,"I can swim way ,way much better now"
371,5,I don't understand the numbers is that the estimated time to complete the set or the rest time ???
372,5,Awesome sauce!
373,5,"This app has a great, easy-to-use interface. Whether you are a seasoned veteran swimmer, or relatively a novice, this app can help you improve your swimming abilities by allowing you to track your own workout performance."
374,5,Dedicated swimmer here and this is just what I have been looking for to help me organize and track my workouts. Love how easy it is to use.
375,5,Simple and easy. Nothing too fancy and it does exactly what I need. Thanks to this group for understanding their user
376,3,"It has great potential. I like the training videos, there needs to be more of these. I'm not sure what 'descend 1-4' etc means, or 'just make'? You should also be able to select a workout based solely on strokes, distance or time, as sometimes you're time or stroke restricted. Breaststroke hurts my knee, so an option to auto design a workout based on stroke preference would be good. I like other users idea of a user database. It would definitely extend the usability of this app 10 fold."
377,4,As a swimmer I find this app very useful and very easy to understand. However it would be awesome if the app could also give you dryland work outs to help strength your stroke.
378,1,What is IM? What is 'KICK'? Descriptions please!!!  Unusable otherwise!!!
379,5,"Great and fast support, and an. amazing app overall!"
380,5,"There are so few swimming apps out there, this is definitely one of the best. I feel like it will just get better over time, can't wait for the updates."
381,5,Makes it easy to track laps and different kinds of swimming techniques
382,5,Great for swim coaches!
383,5,Awesome app. I agree with having a section to submit your own workouts. A database of user submitted workouts and category tags would be awesome.
384,5,"It is a fantastic app, I just wish you were able to submit your own workouts. Essentially making a database for younger coaches."
385,5,"I would like to see even more levels of customization (workouts by stroke focus, sprinter vs distance, etc)"
386,2,"I got this app to use with my Fitbit Iconic (which SUCKS). However, this app advertises it's available but it doesn't actually sync. Only the daily workouts are available on the Iconic. ALSO, the videos never open and it constantly freezes my phone. I've restarted, uninstalled and reinstalled. For $15.00/this app is ridiculous and a waste."
387,5,"This is the best swimming app I've downloaded by far. The workouts are clear, the interface is easy to use, and it allows me to keep track of all my swimming workouts! I just upgraded to premium and I'm really excited about the new content and advanced analytics. 10 out of 10 would download!"
388,5,"Love this app, I used to swim competitively (actually with / against the creator), and this has been a great tool for getting back in shape. Keep up the good work guys!"
389,4,"I like it, it has excellent trainings, but it could explain more some of the exercises. For example in back technique, 15 underwater per wall, i can imagine what it's, but it has no video or explanation."
390,5,"Its the best app for FREE, for swim sets around. I cant wait until you guys come up with a large variety of sets, maybe some submitted by other people? But so far, its great!!!"
391,1,Too complicated.  I just wanted to keep record of lengths swum  calories burned etc . Could not work it out .
392,1,"So unhappy all my PB's are in here and I can not log in thanks to the 
Twitter bit on the login working on my iPhone and Android, however when 
this app works it is a great app please fix soon as I need my times 😣😞😤"
393,2,Most of the functions are locked unless you pay money. The advanced setting is too easy if you're a regional or national level competitive swimmer.
394,5,Zero the only reason I gave you zero one because of your polite reply is because I don't use applications but I feel like you deserve a five for your prompt response
395,1,Looks like a great app but could not test without signing in... the skip button not working...
396,1,Couldn't get past  swim ability. On my gs3
397,2,There's only a few things free but you have to pay for the majority of it
398,1,App got stuck on first screen and would never do ANYTHING whatsoever
399,1,Only see data if on premium. No thanks.
400,5,I loved this app the program is already calculated with time and also the burn of calories
401,5,Haven't used it yet but I felt like doing this lol
402,1,Not free. More confusion
403,1,Idiots asking money for fly workout.
404,2,Not compatible with fenix 3 HR?
405,1,This is A good Log workout  Love it
406,1,Not useful at all.
407,5,Very Good app.
408,5,Great swimming work out app
409,5,guess its just fantastic to use
410,5,I finally reached my goals from this app
411,5,I love it so much
412,5,Very nice app
413,5,LOVE THIS APP AND SWIMMING
414,5,Best app for workout
415,5,Nice and awesome aap
416,4,great app
417,5,Just what I needed!
418,5,Do not download this app
419,4,Good
420,4,Nice
421,5,Excellent app
422,5,Good
423,5,Awesome
424,2,Expensive
425,1,Refund me.
426,3,Everything requires pro
427,5,Gooodddddd✌️❤️💫😇❤️✌️💫❤️😇
428,5,عالی
429,5,Works well
430,5,
