review,rating,title,polarity,subjectivity,sentiment,feature,similarity score
"I bought my Apple Watch 6 last week. It only tracked 20 of 60 minutes in the pool. I’m starting out doing kickboard front/back crawls (no arms yet) and the tracking is wonky.

I just want to track my laps. I’m looking for the swim lap tracker for dummies. I don’t think this is it yet. I’ll try for another week but I’ll be honest. I’m looking still.",2,Noob can’t track laps,0.06,0.4733333333333333,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.59263045
"I bought my Apple Watch 6 last week. It only tracked 20 of 60 minutes in the pool. I’m starting out doing kickboard front/back crawls (no arms yet) and the tracking is wonky.

I just want to track my laps. I’m looking for the swim lap tracker for dummies. I don’t think this is it yet. I’ll try for another week but I’ll be honest. I’m looking still.",2,Noob can’t track laps,0.06,0.4733333333333333,positive,connect with other swimmers,0.9598965
"I bought my Apple Watch 6 last week. It only tracked 20 of 60 minutes in the pool. I’m starting out doing kickboard front/back crawls (no arms yet) and the tracking is wonky.

I just want to track my laps. I’m looking for the swim lap tracker for dummies. I don’t think this is it yet. I’ll try for another week but I’ll be honest. I’m looking still.",2,Noob can’t track laps,0.06,0.4733333333333333,positive,compete with swimmers,0.96692586
"I bought my Apple Watch 6 last week. It only tracked 20 of 60 minutes in the pool. I’m starting out doing kickboard front/back crawls (no arms yet) and the tracking is wonky.

I just want to track my laps. I’m looking for the swim lap tracker for dummies. I don’t think this is it yet. I’ll try for another week but I’ll be honest. I’m looking still.",2,Noob can’t track laps,0.06,0.4733333333333333,positive,view performace over time,0.63109493
Great concept but the ease of use isn’t there. The app isn’t intuitive to use and is a bit behind the power curve when it comes to inputting your times. There is no option for tenths and it refers to your time as “duration.” I’m not thrilled with this at all. Did they use actual swimmers when running this thru testing? I can’t imagine they did.,2,Not thrilled,0.025,0.5625,positive,track your swims and achieve your goals,0.9950139
Great concept but the ease of use isn’t there. The app isn’t intuitive to use and is a bit behind the power curve when it comes to inputting your times. There is no option for tenths and it refers to your time as “duration.” I’m not thrilled with this at all. Did they use actual swimmers when running this thru testing? I can’t imagine they did.,2,Not thrilled,0.025,0.5625,positive,discover and create smart workouts,0.33767703
Great concept but the ease of use isn’t there. The app isn’t intuitive to use and is a bit behind the power curve when it comes to inputting your times. There is no option for tenths and it refers to your time as “duration.” I’m not thrilled with this at all. Did they use actual swimmers when running this thru testing? I can’t imagine they did.,2,Not thrilled,0.025,0.5625,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.9932634
Great concept but the ease of use isn’t there. The app isn’t intuitive to use and is a bit behind the power curve when it comes to inputting your times. There is no option for tenths and it refers to your time as “duration.” I’m not thrilled with this at all. Did they use actual swimmers when running this thru testing? I can’t imagine they did.,2,Not thrilled,0.025,0.5625,positive,connect with other swimmers,0.23188783
Great concept but the ease of use isn’t there. The app isn’t intuitive to use and is a bit behind the power curve when it comes to inputting your times. There is no option for tenths and it refers to your time as “duration.” I’m not thrilled with this at all. Did they use actual swimmers when running this thru testing? I can’t imagine they did.,2,Not thrilled,0.025,0.5625,positive,compete with swimmers,0.2573455
Great concept but the ease of use isn’t there. The app isn’t intuitive to use and is a bit behind the power curve when it comes to inputting your times. There is no option for tenths and it refers to your time as “duration.” I’m not thrilled with this at all. Did they use actual swimmers when running this thru testing? I can’t imagine they did.,2,Not thrilled,0.025,0.5625,positive,view performace over time,0.98645407
"Some swim sessions are not being saved. Disappeared completely out of the box 😂
It gets me frustrated, especially after swimming 4kms 🤯
The new update of the app on the apple watch displays a weird layout sometimes, buttons and labels are getting outside of the screen 😳",3,A bit disappointed,-0.1606060606060606,0.5174242424242425,negative,track your swims and achieve your goals,0.9950388
"Some swim sessions are not being saved. Disappeared completely out of the box 😂
It gets me frustrated, especially after swimming 4kms 🤯
The new update of the app on the apple watch displays a weird layout sometimes, buttons and labels are getting outside of the screen 😳",3,A bit disappointed,-0.1606060606060606,0.5174242424242425,negative,discover and create smart workouts,0.33791265
"Some swim sessions are not being saved. Disappeared completely out of the box 😂
It gets me frustrated, especially after swimming 4kms 🤯
The new update of the app on the apple watch displays a weird layout sometimes, buttons and labels are getting outside of the screen 😳",3,A bit disappointed,-0.1606060606060606,0.5174242424242425,negative,analyze every part of your swim(distance time pace SWOLF strokes),0.9932924
"Some swim sessions are not being saved. Disappeared completely out of the box 😂
It gets me frustrated, especially after swimming 4kms 🤯
The new update of the app on the apple watch displays a weird layout sometimes, buttons and labels are getting outside of the screen 😳",3,A bit disappointed,-0.1606060606060606,0.5174242424242425,negative,connect with other swimmers,0.23213133
"Some swim sessions are not being saved. Disappeared completely out of the box 😂
It gets me frustrated, especially after swimming 4kms 🤯
The new update of the app on the apple watch displays a weird layout sometimes, buttons and labels are getting outside of the screen 😳",3,A bit disappointed,-0.1606060606060606,0.5174242424242425,negative,compete with swimmers,0.25758737
"Some swim sessions are not being saved. Disappeared completely out of the box 😂
It gets me frustrated, especially after swimming 4kms 🤯
The new update of the app on the apple watch displays a weird layout sometimes, buttons and labels are getting outside of the screen 😳",3,A bit disappointed,-0.1606060606060606,0.5174242424242425,negative,view performace over time,0.9864951
"I am able to adjust date of swim, but it does not save. I forget to input day of swim occasionally so unfortunately my swim is posted day late. Hope the ability to do that is fixed. Also, many times I need to input info twice for it to save.",3,Needs improvement,0.06,0.5850000000000001,positive,track your swims and achieve your goals,0.9953379
"I am able to adjust date of swim, but it does not save. I forget to input day of swim occasionally so unfortunately my swim is posted day late. Hope the ability to do that is fixed. Also, many times I need to input info twice for it to save.",3,Needs improvement,0.06,0.5850000000000001,positive,discover and create smart workouts,0.34078464
"I am able to adjust date of swim, but it does not save. I forget to input day of swim occasionally so unfortunately my swim is posted day late. Hope the ability to do that is fixed. Also, many times I need to input info twice for it to save.",3,Needs improvement,0.06,0.5850000000000001,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.99364084
"I am able to adjust date of swim, but it does not save. I forget to input day of swim occasionally so unfortunately my swim is posted day late. Hope the ability to do that is fixed. Also, many times I need to input info twice for it to save.",3,Needs improvement,0.06,0.5850000000000001,positive,connect with other swimmers,0.2351
"I am able to adjust date of swim, but it does not save. I forget to input day of swim occasionally so unfortunately my swim is posted day late. Hope the ability to do that is fixed. Also, many times I need to input info twice for it to save.",3,Needs improvement,0.06,0.5850000000000001,positive,compete with swimmers,0.2605363
"I am able to adjust date of swim, but it does not save. I forget to input day of swim occasionally so unfortunately my swim is posted day late. Hope the ability to do that is fixed. Also, many times I need to input info twice for it to save.",3,Needs improvement,0.06,0.5850000000000001,positive,view performace over time,0.9869906
"It used to auto-import swim workouts from the health app, but for some reason they removed that feature. Now it’s back.",4,auto-imports swim workouts fixed,0.0,0.0,neutral,track your swims and achieve your goals,0.26266384
"It used to auto-import swim workouts from the health app, but for some reason they removed that feature. Now it’s back.",4,auto-imports swim workouts fixed,0.0,0.0,neutral,discover and create smart workouts,0.9840989
"It used to auto-import swim workouts from the health app, but for some reason they removed that feature. Now it’s back.",4,auto-imports swim workouts fixed,0.0,0.0,neutral,analyze every part of your swim(distance time pace SWOLF strokes),0.27829507
"It used to auto-import swim workouts from the health app, but for some reason they removed that feature. Now it’s back.",4,auto-imports swim workouts fixed,0.0,0.0,neutral,connect with other swimmers,0.9976795
"It used to auto-import swim workouts from the health app, but for some reason they removed that feature. Now it’s back.",4,auto-imports swim workouts fixed,0.0,0.0,neutral,compete with swimmers,0.9955481
"It used to auto-import swim workouts from the health app, but for some reason they removed that feature. Now it’s back.",4,auto-imports swim workouts fixed,0.0,0.0,neutral,view performace over time,0.32466918
Great website to use for logging and viewing my swim stats,5,Great app enjoy using and seeing the data breakdown after my swim / very helpful.. thanks,0.8,0.75,positive,track your swims and achieve your goals,0.1882204
Great website to use for logging and viewing my swim stats,5,Great app enjoy using and seeing the data breakdown after my swim / very helpful.. thanks,0.8,0.75,positive,discover and create smart workouts,0.9676631
Great website to use for logging and viewing my swim stats,5,Great app enjoy using and seeing the data breakdown after my swim / very helpful.. thanks,0.8,0.75,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.20414136
Great website to use for logging and viewing my swim stats,5,Great app enjoy using and seeing the data breakdown after my swim / very helpful.. thanks,0.8,0.75,positive,connect with other swimmers,0.9895679
Great website to use for logging and viewing my swim stats,5,Great app enjoy using and seeing the data breakdown after my swim / very helpful.. thanks,0.8,0.75,positive,compete with swimmers,0.98544455
Great website to use for logging and viewing my swim stats,5,Great app enjoy using and seeing the data breakdown after my swim / very helpful.. thanks,0.8,0.75,positive,view performace over time,0.2515001
Apple Watch SE owner since October 2022. For some reason the app is overstating my distance in the water today I did 500 yards the watch record of 1200 yards however using the native activity app that comes with the phone My distance was recorded accurately. Any ideas?,3,Overstating Distance,0.4000000000000001,0.6333333333333334,positive,track your swims and achieve your goals,0.99641573
Apple Watch SE owner since October 2022. For some reason the app is overstating my distance in the water today I did 500 yards the watch record of 1200 yards however using the native activity app that comes with the phone My distance was recorded accurately. Any ideas?,3,Overstating Distance,0.4000000000000001,0.6333333333333334,positive,discover and create smart workouts,0.35195374
Apple Watch SE owner since October 2022. For some reason the app is overstating my distance in the water today I did 500 yards the watch record of 1200 yards however using the native activity app that comes with the phone My distance was recorded accurately. Any ideas?,3,Overstating Distance,0.4000000000000001,0.6333333333333334,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.99491096
Apple Watch SE owner since October 2022. For some reason the app is overstating my distance in the water today I did 500 yards the watch record of 1200 yards however using the native activity app that comes with the phone My distance was recorded accurately. Any ideas?,3,Overstating Distance,0.4000000000000001,0.6333333333333334,positive,connect with other swimmers,0.2466556
Apple Watch SE owner since October 2022. For some reason the app is overstating my distance in the water today I did 500 yards the watch record of 1200 yards however using the native activity app that comes with the phone My distance was recorded accurately. Any ideas?,3,Overstating Distance,0.4000000000000001,0.6333333333333334,positive,compete with swimmers,0.27201262
Apple Watch SE owner since October 2022. For some reason the app is overstating my distance in the water today I did 500 yards the watch record of 1200 yards however using the native activity app that comes with the phone My distance was recorded accurately. Any ideas?,3,Overstating Distance,0.4000000000000001,0.6333333333333334,positive,view performace over time,0.98883486
The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,5,Fantastic!,0.8125,0.7,positive,track your swims and achieve your goals,0.17664656
The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,5,Fantastic!,0.8125,0.7,positive,discover and create smart workouts,0.96462685
The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,5,Fantastic!,0.8125,0.7,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.1926039
The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,5,Fantastic!,0.8125,0.7,positive,connect with other swimmers,0.98780346
The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,5,Fantastic!,0.8125,0.7,positive,compete with swimmers,0.9833752
The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,5,Fantastic!,0.8125,0.7,positive,view performace over time,0.24008983
"To use this app for *anything* you have to turn over incredible amounts of personal information.  If you make any part of your profile “private” the app won’t work with any of the myriad of virtual events. The UI is an abomination and doesn’t work effectively with manual entries, making this YET ANOTHER “service” that requires a $300 watch. Very unfortunate that USMS has partnered with such a low quality venture.",1,Utter Garbage,0.1214285714285714,0.5964285714285714,positive,track your swims and achieve your goals,0.123609684
"To use this app for *anything* you have to turn over incredible amounts of personal information.  If you make any part of your profile “private” the app won’t work with any of the myriad of virtual events. The UI is an abomination and doesn’t work effectively with manual entries, making this YET ANOTHER “service” that requires a $300 watch. Very unfortunate that USMS has partnered with such a low quality venture.",1,Utter Garbage,0.1214285714285714,0.5964285714285714,positive,discover and create smart workouts,0.949102
"To use this app for *anything* you have to turn over incredible amounts of personal information.  If you make any part of your profile “private” the app won’t work with any of the myriad of virtual events. The UI is an abomination and doesn’t work effectively with manual entries, making this YET ANOTHER “service” that requires a $300 watch. Very unfortunate that USMS has partnered with such a low quality venture.",1,Utter Garbage,0.1214285714285714,0.5964285714285714,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.13970484
"To use this app for *anything* you have to turn over incredible amounts of personal information.  If you make any part of your profile “private” the app won’t work with any of the myriad of virtual events. The UI is an abomination and doesn’t work effectively with manual entries, making this YET ANOTHER “service” that requires a $300 watch. Very unfortunate that USMS has partnered with such a low quality venture.",1,Utter Garbage,0.1214285714285714,0.5964285714285714,positive,connect with other swimmers,0.97803223
"To use this app for *anything* you have to turn over incredible amounts of personal information.  If you make any part of your profile “private” the app won’t work with any of the myriad of virtual events. The UI is an abomination and doesn’t work effectively with manual entries, making this YET ANOTHER “service” that requires a $300 watch. Very unfortunate that USMS has partnered with such a low quality venture.",1,Utter Garbage,0.1214285714285714,0.5964285714285714,positive,compete with swimmers,0.9722225
"To use this app for *anything* you have to turn over incredible amounts of personal information.  If you make any part of your profile “private” the app won’t work with any of the myriad of virtual events. The UI is an abomination and doesn’t work effectively with manual entries, making this YET ANOTHER “service” that requires a $300 watch. Very unfortunate that USMS has partnered with such a low quality venture.",1,Utter Garbage,0.1214285714285714,0.5964285714285714,positive,view performace over time,0.18768689
Love building workouts and viewing them on my Apple Watch while swimming. Tracking accuracy is the best compared to other apps.,5,Love this App!,0.4583333333333333,0.425,positive,track your swims and achieve your goals,0.17279644
Love building workouts and viewing them on my Apple Watch while swimming. Tracking accuracy is the best compared to other apps.,5,Love this App!,0.4583333333333333,0.425,positive,discover and create smart workouts,0.96358865
Love building workouts and viewing them on my Apple Watch while swimming. Tracking accuracy is the best compared to other apps.,5,Love this App!,0.4583333333333333,0.425,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.1887654
Love building workouts and viewing them on my Apple Watch while swimming. Tracking accuracy is the best compared to other apps.,5,Love this App!,0.4583333333333333,0.425,positive,connect with other swimmers,0.987187
Love building workouts and viewing them on my Apple Watch while swimming. Tracking accuracy is the best compared to other apps.,5,Love this App!,0.4583333333333333,0.425,positive,compete with swimmers,0.9826576
Love building workouts and viewing them on my Apple Watch while swimming. Tracking accuracy is the best compared to other apps.,5,Love this App!,0.4583333333333333,0.425,positive,view performace over time,0.23629212
"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",3,Error,0.1999999999999999,0.35,positive,track your swims and achieve your goals,0.99580455
"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",3,Error,0.1999999999999999,0.35,positive,discover and create smart workouts,0.34544855
"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",3,Error,0.1999999999999999,0.35,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.9941876
"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",3,Error,0.1999999999999999,0.35,positive,connect with other swimmers,0.23992327
"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",3,Error,0.1999999999999999,0.35,positive,compete with swimmers,0.26532695
"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",3,Error,0.1999999999999999,0.35,positive,view performace over time,0.98777676
"I recently got back into the pool November 2020 and was very pleased that this app would log all of my swim workouts automatically but since Jan 3rd, 2021 it doesn’t recognize them. I’m not sure what to do to fix this problem. Please help!!!",3,Unable to log my swim workouts,0.03234375,0.4277777777777777,positive,track your swims and achieve your goals,0.99540347
"I recently got back into the pool November 2020 and was very pleased that this app would log all of my swim workouts automatically but since Jan 3rd, 2021 it doesn’t recognize them. I’m not sure what to do to fix this problem. Please help!!!",3,Unable to log my swim workouts,0.03234375,0.4277777777777777,positive,discover and create smart workouts,0.34142607
"I recently got back into the pool November 2020 and was very pleased that this app would log all of my swim workouts automatically but since Jan 3rd, 2021 it doesn’t recognize them. I’m not sure what to do to fix this problem. Please help!!!",3,Unable to log my swim workouts,0.03234375,0.4277777777777777,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.9937174
"I recently got back into the pool November 2020 and was very pleased that this app would log all of my swim workouts automatically but since Jan 3rd, 2021 it doesn’t recognize them. I’m not sure what to do to fix this problem. Please help!!!",3,Unable to log my swim workouts,0.03234375,0.4277777777777777,positive,connect with other swimmers,0.2357632
"I recently got back into the pool November 2020 and was very pleased that this app would log all of my swim workouts automatically but since Jan 3rd, 2021 it doesn’t recognize them. I’m not sure what to do to fix this problem. Please help!!!",3,Unable to log my swim workouts,0.03234375,0.4277777777777777,positive,compete with swimmers,0.26119503
"I recently got back into the pool November 2020 and was very pleased that this app would log all of my swim workouts automatically but since Jan 3rd, 2021 it doesn’t recognize them. I’m not sure what to do to fix this problem. Please help!!!",3,Unable to log my swim workouts,0.03234375,0.4277777777777777,positive,view performace over time,0.98710006
"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",1,Can someone just get Garmin to work with Apple,0.3305555555555555,0.5111111111111112,positive,track your swims and achieve your goals,0.9950541
"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",1,Can someone just get Garmin to work with Apple,0.3305555555555555,0.5111111111111112,positive,discover and create smart workouts,0.3380575
"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",1,Can someone just get Garmin to work with Apple,0.3305555555555555,0.5111111111111112,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.9933102
"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",1,Can someone just get Garmin to work with Apple,0.3305555555555555,0.5111111111111112,positive,connect with other swimmers,0.23228103
"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",1,Can someone just get Garmin to work with Apple,0.3305555555555555,0.5111111111111112,positive,compete with swimmers,0.2577361
"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",1,Can someone just get Garmin to work with Apple,0.3305555555555555,0.5111111111111112,positive,view performace over time,0.98652035
"Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",2,After Wos 4 useless,0.22,0.4133333333333333,positive,track your swims and achieve your goals,0.23123224
"Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",2,After Wos 4 useless,0.22,0.4133333333333333,positive,discover and create smart workouts,0.97782063
"Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",2,After Wos 4 useless,0.22,0.4133333333333333,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.2469977
"Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",2,After Wos 4 useless,0.22,0.4133333333333333,positive,connect with other swimmers,0.9949465
"Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",2,After Wos 4 useless,0.22,0.4133333333333333,positive,compete with swimmers,0.9919675
"Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",2,After Wos 4 useless,0.22,0.4133333333333333,positive,view performace over time,0.29382312
Use only the done button helps,3,App tends to lock up when using upload button. Had to delete and reinstall app each time it happens.,0.0,1.0,neutral,track your swims and achieve your goals,0.9915653
Use only the done button helps,3,App tends to lock up when using upload button. Had to delete and reinstall app each time it happens.,0.0,1.0,neutral,discover and create smart workouts,0.5432672
Use only the done button helps,3,App tends to lock up when using upload button. Had to delete and reinstall app each time it happens.,0.0,1.0,neutral,analyze every part of your swim(distance time pace SWOLF strokes),0.993539
Use only the done button helps,3,App tends to lock up when using upload button. Had to delete and reinstall app each time it happens.,0.0,1.0,neutral,connect with other swimmers,0.4474339
Use only the done button helps,3,App tends to lock up when using upload button. Had to delete and reinstall app each time it happens.,0.0,1.0,neutral,compete with swimmers,0.47075832
Use only the done button helps,3,App tends to lock up when using upload button. Had to delete and reinstall app each time it happens.,0.0,1.0,neutral,view performace over time,0.9978822
Picked up swimming again and it really helps me track my progress!,5,Keeps me on track,0.25,0.2,positive,track your swims and achieve your goals,0.99839544
Picked up swimming again and it really helps me track my progress!,5,Keeps me on track,0.25,0.2,positive,discover and create smart workouts,0.37805474
Picked up swimming again and it really helps me track my progress!,5,Keeps me on track,0.25,0.2,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.9973445
Picked up swimming again and it really helps me track my progress!,5,Keeps me on track,0.25,0.2,positive,connect with other swimmers,0.27372545
Picked up swimming again and it really helps me track my progress!,5,Keeps me on track,0.25,0.2,positive,compete with swimmers,0.29888162
Picked up swimming again and it really helps me track my progress!,5,Keeps me on track,0.25,0.2,positive,view performace over time,0.99262357
"The old app prior to IOS 11 was great! HELP! The old app you gave lap number and accumulated time.....the new app is a step back ... please add these stats back to the app...say for a 1000 meter swim the old app displayed lap number and accumulated time. Thus I don’t know my accumulated times say for 200, 400 etc.....using the new app? Can you help? Thanks!",2,I want the old app back.....,0.1822727272727272,0.2459090909090909,positive,track your swims and achieve your goals,0.12676865
"The old app prior to IOS 11 was great! HELP! The old app you gave lap number and accumulated time.....the new app is a step back ... please add these stats back to the app...say for a 1000 meter swim the old app displayed lap number and accumulated time. Thus I don’t know my accumulated times say for 200, 400 etc.....using the new app? Can you help? Thanks!",2,I want the old app back.....,0.1822727272727272,0.2459090909090909,positive,discover and create smart workouts,0.95010006
"The old app prior to IOS 11 was great! HELP! The old app you gave lap number and accumulated time.....the new app is a step back ... please add these stats back to the app...say for a 1000 meter swim the old app displayed lap number and accumulated time. Thus I don’t know my accumulated times say for 200, 400 etc.....using the new app? Can you help? Thanks!",2,I want the old app back.....,0.1822727272727272,0.2459090909090909,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.14285691
"The old app prior to IOS 11 was great! HELP! The old app you gave lap number and accumulated time.....the new app is a step back ... please add these stats back to the app...say for a 1000 meter swim the old app displayed lap number and accumulated time. Thus I don’t know my accumulated times say for 200, 400 etc.....using the new app? Can you help? Thanks!",2,I want the old app back.....,0.1822727272727272,0.2459090909090909,positive,connect with other swimmers,0.9786909
"The old app prior to IOS 11 was great! HELP! The old app you gave lap number and accumulated time.....the new app is a step back ... please add these stats back to the app...say for a 1000 meter swim the old app displayed lap number and accumulated time. Thus I don’t know my accumulated times say for 200, 400 etc.....using the new app? Can you help? Thanks!",2,I want the old app back.....,0.1822727272727272,0.2459090909090909,positive,compete with swimmers,0.9729628
"The old app prior to IOS 11 was great! HELP! The old app you gave lap number and accumulated time.....the new app is a step back ... please add these stats back to the app...say for a 1000 meter swim the old app displayed lap number and accumulated time. Thus I don’t know my accumulated times say for 200, 400 etc.....using the new app? Can you help? Thanks!",2,I want the old app back.....,0.1822727272727272,0.2459090909090909,positive,view performace over time,0.19081336
"Filters keep resetting and filtering favorite workouts out. Finding and creating workouts takes too long, and then you still have to jump through many hoops to find them. Hopefully they fix this soon.",2,Good potential but too buggy,0.3166666666666666,0.6333333333333333,positive,track your swims and achieve your goals,0.99576336
"Filters keep resetting and filtering favorite workouts out. Finding and creating workouts takes too long, and then you still have to jump through many hoops to find them. Hopefully they fix this soon.",2,Good potential but too buggy,0.3166666666666666,0.6333333333333333,positive,discover and create smart workouts,0.34502724
"Filters keep resetting and filtering favorite workouts out. Finding and creating workouts takes too long, and then you still have to jump through many hoops to find them. Hopefully they fix this soon.",2,Good potential but too buggy,0.3166666666666666,0.6333333333333333,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.9941392
"Filters keep resetting and filtering favorite workouts out. Finding and creating workouts takes too long, and then you still have to jump through many hoops to find them. Hopefully they fix this soon.",2,Good potential but too buggy,0.3166666666666666,0.6333333333333333,positive,connect with other swimmers,0.23948745
"Filters keep resetting and filtering favorite workouts out. Finding and creating workouts takes too long, and then you still have to jump through many hoops to find them. Hopefully they fix this soon.",2,Good potential but too buggy,0.3166666666666666,0.6333333333333333,positive,compete with swimmers,0.2648941
"Filters keep resetting and filtering favorite workouts out. Finding and creating workouts takes too long, and then you still have to jump through many hoops to find them. Hopefully they fix this soon.",2,Good potential but too buggy,0.3166666666666666,0.6333333333333333,positive,view performace over time,0.98770666
"The core of the app works well. I swim about 10k a week, and the tracking works great with the apple watch.

The new update.... ehhhhh... what is the top section?! Filters dont seam to work correctly, harder to navigate... I hope track stays good!",3,"Tracks good.. but sync issues, date..",0.4672727272727273,0.4609090909090909,positive,track your swims and achieve your goals,0.12959549
"The core of the app works well. I swim about 10k a week, and the tracking works great with the apple watch.

The new update.... ehhhhh... what is the top section?! Filters dont seam to work correctly, harder to navigate... I hope track stays good!",3,"Tracks good.. but sync issues, date..",0.4672727272727273,0.4609090909090909,positive,discover and create smart workouts,0.9509854
"The core of the app works well. I swim about 10k a week, and the tracking works great with the apple watch.

The new update.... ehhhhh... what is the top section?! Filters dont seam to work correctly, harder to navigate... I hope track stays good!",3,"Tracks good.. but sync issues, date..",0.4672727272727273,0.4609090909090909,positive,analyze every part of your swim(distance time pace SWOLF strokes),0.14567745
"The core of the app works well. I swim about 10k a week, and the tracking works great with the apple watch.

The new update.... ehhhhh... what is the top section?! Filters dont seam to work correctly, harder to navigate... I hope track stays good!",3,"Tracks good.. but sync issues, date..",0.4672727272727273,0.4609090909090909,positive,connect with other swimmers,0.9792723
"The core of the app works well. I swim about 10k a week, and the tracking works great with the apple watch.

The new update.... ehhhhh... what is the top section?! Filters dont seam to work correctly, harder to navigate... I hope track stays good!",3,"Tracks good.. but sync issues, date..",0.4672727272727273,0.4609090909090909,positive,compete with swimmers,0.9736172
"The core of the app works well. I swim about 10k a week, and the tracking works great with the apple watch.

The new update.... ehhhhh... what is the top section?! Filters dont seam to work correctly, harder to navigate... I hope track stays good!",3,"Tracks good.. but sync issues, date..",0.4672727272727273,0.4609090909090909,positive,view performace over time,0.19361058
"25 meter pool, the only workouts I could find were about 4 all freestyle. I was really hoping for kicking drills. The website doesn’t really function properly. Trying to find other swimmers at your pool, or just even setting your default pool Does Not Work. Lots of interesting ideas, next to no follow through on execution.",1,"Supporting website DNW, only freestyle drills.",0.1107142857142857,0.3392857142857143,positive,track your swims and achieve your goals,0.14612931
"25 meter pool, the only workouts I could find were about 4 all freestyle. I was really hoping for kicking drills. The website doesn’t really function properly. Trying to find other swimmers at your pool, or just even setting your default pool Does Not Work. Lots of interesting ideas, next to no follow through on execution.",1,"Supporting website DNW, only freestyle drills.",0.1107142857142857,0.3392857142857143,positive,discover and create smart workouts,0.9560148
