,score,content
246,1,"Given Android Wear compatibility with Fossil Sport is advertised, I'm disappointed with the current version. It doesn't know where I'm swimming despite GPS and a database of pools. The watch is incredibly inaccurate at tracking my swim, tonight's 2km was only recorded as 1.5km. I'm hoping these are just small software problems that can be rectified soon, it has so much promise! App lacks material design and any link to Google Fit that provides any accurate/meaningful data to my workout journal."
247,5,Very good
248,5,Excellent
249,4,great
250,5,Love it!!
251,4,good
252,5,great app
253,4,"Just started using it again after two years, looks like some nice updates have been done."
254,5,excellent app with my smart watch
255,4,This app has improved greatly over the years. It could still be better at the social side.
256,5,Awesome app that keeps me motivated. Connected to my Pebble. Hopefully they keep up their support of the Pebble. Update 1/10/19: sadly support for Pebble has ended. Hopefully the developers can add it back because it was working non-stop for me. I don't understand why they would remove a working feature. I even uploaded my last workout on 1/8/19. It's such a shame! This truly is a great app and maybe the developers will take pity on me and other Pebblers and support Pebble again.
257,5,Could better support Pebble watch at least save the watch type settings... 2019 despite the fact that that the application does not support them as much anymore I have been surprised to see my latest uploaded automatically this morning so I give it back out five star
258,3,Does not work with Samsung Galaxy Watch. Will not pair. Have a fully waterproof watch that I want to swim with. Used to think that app was great. Please update asap. Thanks
259,5,The app is working as intended now on Sony Smartwatch 3. Thanks for the fix
260,3,"This is the best app at mostly accurately counting my laps. Terrible at 
breaking up intervals. Example: Even though I flip at each turn it will 
show I swam 4x25 instead of 200. Does not distinguish between strokes. I 
like that i can force it to count drills so kick sets aren't lost. Overall, 
I have to spend a lot of time editing my workouts after it uploads. It also 
takes a long time before it uploads on my phone. Sometimes half a day. I 
use this with Gear Sport."
261,1,No longer installs into Sony smartwatch 3.
262,1,Latest version crashes on SmartWatch 3
263,4,Ok
264,2,"Tried this app with three Casio WSD-F20 smart watch. Useless, the developer 
promised it would work after updates but it's probably worse. All I want is 
an app that can accurately track my lengths, this one doesn't do that."
265,4,"Works ok with the pebble time. Doesn't recognise breast-stroke or drills. 
Otherwise works great"
266,4,"With Samsung Gear Sport. This is the best of the swimming apps I've tried 
in terms of accuracy."
267,5,Works great with Sony smart watch 3
268,4,"Works well now. Sometimes inaccurate, seems you need to avoid moving your 
watch hand when approaching pool edge"
269,4,Awesome well designed app. Does it sync with new Samsung Gear?
270,3,"Great idea. Needs sync with Samsung Health and Map My Run. So far it gets the distance correct most of the time, unlike Speedo On or S Health, but it does not always detect my strokes correctly (Samsung Gear Sport). I get freestyle or unknown. At least I can edit this on the website and in the app (took me a while to find out how). Also the app is very slow to load each section. Looking forward to updates."
271,1,"I was really excited to start using this off-season. I opened the app and creates my account, but it won't let my last name contain the word ""ecchi"" in it. My last name is Carnesecchi. I'm not going to change my last name, this is very aggravating"
272,5,This app is great
273,1,This app seems to not work with the new the misfit vapor or fossil q sport control. It requires you to press the only physical button and the watches already have prebuilt functions for it that make it impossible to use
274,5,At last it works for me v2.0.1  good job
275,3,"The latest version has a completely new interface, but no added functionality pre-swim - it is in fact less intuitive to use. I can't figure out how to change the pool anymore, unless this feature has been removed altogether?  More data & analysis are now available after a swim, and although it may take getting used to the new interface, I think that's a nice addition. Using Sony Smartwatch 3."
276,1,The New version sucks.  Bring back the old one.  Editing is too hard.  Rest periods are now counted as a lap.  The visual appeal is completely gone.   I would give the old version 5 stars.  Really a giant step backwards.
277,3,New version sucks battery now.
278,4,"Overall it is a good application considering it is free, it still has few problems. I am using a Nixon Mission with android wear 2.0, my hardware button works for theater mode but the app does not start if the display setting is not at always on. I can not change the yards to meters on the watch but can fix this with phone app. Still it is anoying. I tried it in 4 different day none count the whole labs the best was 10% off, it counts the srokes etc. but miss a turn and adds all the remaining turns as a single lap. Finaly ftom a computer I managed to add my watch to phone app but now I have nixon and android watch saperetly and only the android watch works if I try the nixon icon it opens a web describing how to transfer data from a germin watch. Hope some of these can be fixed in upcoming updates. I especially need an accurate lap count and meter option selectable on the watch."
279,3,"Used this on a Pebble Steel for about 2 years with weird synchronisation problems. EDIT 23/8 - Am now using a Nixon Mission on Android Wear 2.0. Surprisingly I can still put the watch into theater mode despite what official support site says - with two presses of the button. I've done three swims so far. Sad to say, the tracking's been a total mess. Using the app to merge intervals and laps, I've managed to fix one workout, but was forced to delete two workouts which were unfixable (where I swam the speed of an Olympic champion, or across the lap in 3 strokes).  EDIT 15/9 - Discovered that the previous problems was due to swimming with hand paddles. If I swim without hand paddles, the tracking seems to detect the laps and strokes pretty accurately (tested across 3 swim sessions), and only gets the intervals wrong which is fixable in the app later. So now I am forced to swim without hand paddles in order to get my tracking data correctly."
280,3,"The app was working mostly with my Sony smartwatch 3 until late Jan, now it just won't upload my workout at all.  Not sure what's going on as it was working fine before.  I hope they can fix it soon as it is totally useless now  Update:. I have to uninstall and reinstall to get upload to work and I have to do it every 2 to 3 days.  It is also crashing a lot more during swim so it lost all my current swim data"
281,1,"Indeed unusable with Android 2. It does not make sene to wait for an update from Android. There is already a theater mode, although it is not triggered by double tap. Currently, you need to swiping down, but it is impossible to do this when the swim app is open."
282,4,"Works well with my Pebble, and gives me fairly accurate stroke/lap counts and times. Occasionally takes a little while to sync but the in-app explanation is pretty clear!"
283,2,"So buggy. Editing a manually entered workout is almost impossible, defaults to a random pool I've never heard of then cannot be changed, and deleting a workout is completely impossible, have to go to desktop to do it"
284,3,"The app has always been a bit slow to use, but it looks like the new versions of this and the Pebble app have broken the connection so I can't synchronise my swims from my watch. I fear Pebble will no longer be a supported device though."
285,5,Love this app. Keeps track of what I do. Syncs with Garmin Connect easy
286,1,Incompatible with Android Wear 2.0 because it depends on the removed double-tap to enter theater mode gesture.
287,1,"Asks the length of the pool, but cannot calculate distance by lengths of laps you swam."
288,2,"Not accurate at tracking distance, which makes it pretty useless."
289,3,"What is an *achievement* for, if you don't tell me how fast I was?"
290,1,"Unable to login, fail."
291,5,Very good and reliable app
292,5,"Really good app, latest couple of updates have fixed a couple of the bugs and it no longer seems to ""drop"" any sessions. Would be good to have the number of lengths displayed rather than total distance swam (my pool is 43 yrds so going of distance swam is hard). Works well with my SM3 and Huawei p9. Would be great if it could remember my default pool again, it remembers the default length but not the venue. Thanks for the continued development, its saved me buying a garmin for pool training!"
293,4,Works again with smartwatch after update. Nice app. The home pool should be default. Everytime I have to set my home pool from yards to meters.
294,4,Kind of works for me. Pebble is a bit inaccurate as a lap counter etc.
295,3,"Support fixed my pixel xl and Nixon issue, thanks. Round watchfaces next?"
296,4,"Good app. Suggestion, add All swim personal best"
297,5,Intriguing app. All you need to do is swim and everything comes alive
298,2,"I used this on my Oneplus 3 with Sony Smartwatch 3. This app keeps crashing consistently on my phone, whenever I open ""Deivces"" submenu to upload my swimming data from Sony Smartwatch 3. I have also noticed crashes on my watch some times while swimming. I created a support ticket. Initially it was dealt by some support guy, later no response from them.  Good app, only if it works :("
299,4,"Overall I like it. There are some missing features like integration with Google fit. It also stop working during workout, but as I said overall it does job good. Just continue to work on the app. There are still a lot to be done."
300,4,Functional but does not play nice with my pebble. I lose workouts in the ether and it's annoying.
301,2,At first I had difficulty to correct my location and change from yard to meter. Figured out can do it thru web. Suggestion: integration with Google Fit; add the session start and end time to the logs.  Update: very inaccurate lap counting with my smart watch 2. That makes it useless.
302,3,"Lately beginning to see bugs here folks. On Sony Smart Watch 3, 1. Time will start but no meters clocking up. 2. Look again meters have added on after 300m. 3. All good back to normal, then boom, all current data lost, and default back to zero on the watch whilst swimming.4 Sync data hoping my previous 800m swim is there, no sync, data lost. 5. Did test on water for 5 secs,when syncing shows all, zeros on app. Any on else same dramas? Software issue? Watch issue?"
303,1,"The app is greatly designed on the phone but once on my android wear watch (Nixon Mission) the design doesn't work it isn't optimised for circular displays, won't sync with my phone and can't change from yards to meters. I really need a swim tracking app the foundation is there PLEASE, PLEASE, PLEASE try to fix this asap"
304,4,"The accompanying app on my Pebble Time tracks workouts pretty well, but too often, they just disappear when I attempt to sync (25-50% of the time).  I need to memorize the details after every swim just in case.  Very annoying."
305,1,"Doesn't work with Sony SmartWatch 3. The watch and the app connects fine, but then... Nothing. It registers a couple of meters, then just idles. The SmartWatch app is so fiddley and non-intuitive to use that it's best to keep away from it. Too bad it's a free app, otherwise I would definitely demand a refund!"
306,3,"Cannot select meters when starting a workout on my SWR50. Also, for some reason, lap detection didn't work - is there a specific setting that might block this (e.g. wrist gestures and location turned off)?"
307,2,Use this loads on my Pebble classic and it's great but recently bought the latest polar M600 android wear watch and it won't connect to the watch.  Such a shame
308,4,"Very useful to keep track of swim sessions and follow process. The smartwatch app however is sort of complicated,  needs getting used especially when selecting the pool,  pool length and restarting with the brakes while swimming"
309,2,Lacks Google Fit sync * Only syncs to watch when I tap watch picture * Ignores Material Design guidelines * Doesn't show calories * Support ignore all emails
310,1,I have a sony smart watch and I have tried 3 times in the pool to get it to track my swim but nothing????? Really frustrating as one of reasons bought watch 😠
311,5,Keeps tracks when I swim laps so I dont have to.  Syncs with my pebble watch. I know exactly how far Ive gone.
312,2,Most of the screen is cut off on my Nixon Mission (one of the few waterproof Android wear watches)
313,3,no work out upload by pebble2
314,5,I absolutely love this app!
315,5,Works great with garmin 920 xt
316,2,😭
317,5,Great program
318,5,Ok app
319,1,Use this with a Pebble Time. Stats are completely off. One lap I can do in 12 seconds and then the next in 43. Sometimes it captures my swims; sometimes it doesn't. Sometimes it just stops tracking. Support was useless the first time I contacted them so why do I even bother. I feel I am just a beta tester who never gets an app update that really works.
320,2,"Does not automatically sync and no way to delete swims. So if you accidentally start the phone app, there is a 0m swim in your time line."
321,2,"I have lost a few swims...no indication that it was successful our crashed or intentionally deleted :)   I use a SW3, and it is VERY difficult to navigate after the swim...due to it being wet (duh), so a simpler and safe exit would be great, preferably using the physical button rather than relying on the touch screen, at least for the most common case."
322,4,Tried the app out with my sw3. Seems to work on but cant change the to pool length to yards.
323,5,Great app to track my lap swimming. It even syncs with devices like Garmin or Pebble
324,3,Not so good for p.time
325,1,"Awkward to use. Sometimes works and uploads but often crashes losing results on the device. Frequently fails to recognise a lap in the pool, especially in the first few laps. Suggest a calibration feature."
326,1,"I downloaded the app. It setup straight away on my pebble. I chose, ""sign up with Google"" And Huston we have a problem! First it asks me to now sign in manually. Then it tells me that's not my password. Umm ¡¡YES IT IS!! Then in ""reset password"" it tells me ""there's no account with that email"" then in new setup it tells me I ""can't use that address as an account already exists with that (#fffffing!!) email address"" :-[ And 'yards'!!! What is this the 1700s"
327,4,This app works well with my Garmin bioactive and Garmin connect.   I wish it was a bit more like strava with challenges
328,5,It's a great app to record your swimming distance. Very easy to use. Great to look at the weekly patterns
329,1,Stops tracking mid swim on the pebble time. This issue needs to be fixed.
330,3,When it syncs with my pebble it's fantastic.......It doesn't always sync😐
331,1,"Buggy, won't sync with pebble and Nexus 5x"
332,1,I can't believe how excited I get when this app actually records the workout properly! I have never experienced such a buggy program. Too bad really
333,5,As new features added.. I can manually add my swim workout.. Love it.. No thanks to my sony smartwatch 3..failed after 6 months.. Sony water resist is such a failure.. Don waste ur money on Sony products 👎
334,5,"I love how well this app integrates with my Pebble classic.  Once in a while it will miss a 25, but 99% of the time it works great."
335,5,A must for pool swimmers. No open water features but still great.
336,5,Everything is working again.
337,2,"Using on Sony Smartwatch3 works OK but no way to exit App after workout, have to 'quit' the app and loose the data. Its glitchy with setting default pool length, seems to defaults to  yards instead of meters. I loaded my 'home' pool club details via the web and app but a week alter they are not showing as selectable. Contacted support a week ago and nothing heard - now returning the watch,  this App is useless without support."
338,1,I used this with my pebble Time .  I swam two sets today.  First set was 500m. It showed 400m. I swam 100 more and it only registered 25. Then I reset watch and swam 100 more and it showed I swam 25 again.  Ridiculous. I'll stick with my old swimovate poolmate.  I'd be interested if they updated and it actually worked because I like the app's breakdown of swim and many other functions. Very disappointing.
339,3,Just needs some bugs fixing... Unreliable to start workout... End up wasig a load of time trying to get it to start and again at the end of the work out... Pause/stop not working so have to quit out of the app and then lose all record of the workout....
340,2,Uploading has not been possible in the last week. No responses from pebble as to the problem. Support is not always as strong as one might want. Emailing Pebble  seems to be next to useless. When it works it's fine when it doesn't it's frustrating
341,1,"Since two last updates, pebble disconnects when I start the app in my phone. In the pool, it stars measuring distance then stops. Just buggy!"
342,5,"Awesome app, have been using for about 3/4 weeks with my Sony Smartwatch. Other than a couple of swims where the app crashed it's tracked all my swims pretty much floorlessly.  Occasionally picks wrong stroke, but that's like 1 in a 100+ lengths, and could be down to me!!"
343,4,"great app, have been using with Sony Smartwatch 3. Would be great if you could use heart rate with it? Also, would be good to sync with trainingpeaks?"
344,2,Worked for a while but now doesn't log anything. Seems to just reset or switch off after being put into theatre mode -  on Sony Smartwatch 3.
345,5,In the past I was having connection problems that rendered the app almost useless. At the moment my pebble time steel is working great. Auto rest detection is also a welcome addition and saves me from touching the pebble underwater (more healthy for watch electronics)
346,4,I have now got the app to work on Sony Smartwatch 3 (have to set screen to always on) Sync now working by forcing to do manually. No response from developer to questions although now not required as worked it out my self!
347,1,"Very dissatisfied out of the last five swims three have been lost or uploaded with errors and two have the incorrect length for example a swim of one hour comprised of 1300 meters the app saved it as 25 meters as it switched it self off not saving the  data, on several occasions it doesn't even log a length, very disappointing :-("
348,1,This app takes a LONG time to load and it feels it was developed in 2007. It really sucks. Not unstalling it because it doesn't have any competitor.
349,4,"I'm finding I'm much more motivated to swim, for about 6 months now. Excited to be closing on on my 100k mark since starting tracking."
350,4,Works better with Pebble time steel.  Still needs improvements in syncing workouts.
351,1,Timed out after my 11th lap. What's the point of having the app if I have to stop every lap to press the button.
352,2,"Sync is terrible, not sure it's accurate either.  Great idea, but this app is poorly supported."
353,5,"Improved app, improved watch app, connectivity issues seem to be resolved with the Pebble."
354,1,Stopped working as it used to
355,5,Use this app at least 3 times per week with my Sony Smartwatch. I have noticed a small bug with the latest version were its reporting the date as being a incorrect format.  I'm sure it will get fixed with a update.. :)
356,1,Another update. Same old upload issues. Should learn not to get my hopes up for this app.
357,5,It's so easy to use.   Sure a few improvements could be made to the interface and viewing but for a free app its outstanding.
358,3,"App is basic, could do with the manual mode that the website has. It's not much use if all I can do is look at what I've done."
359,1,App turns Bluetooth off and on every single time it is started.. WHY IS THIS HAPPENING? What if I listen to music via Bluetooth headphones and DON'T WANT TO TURN BLUETOOTH OFF???
360,1,It's unreliable
361,4,"Pretty good app and the only one I have found which works with a Sony Smartwatch 3 - the best smartwatch for athletics.   Slightly over-estimates the number of lengths you do, and some of the interactions take a bit of getting used to - took me about 3 goes to select my pool and set its length, and another 3 to work out how to stop the workout.    BUT - once you have learned how to use it, it does track your swimming pretty well, and looking at the reviews, it is in regular development so you can expect it to get better. Couple of feature requests:   Edit your swim to reduce the number of lengths you have swum (regularly adds 5-10%) Integration with Strava and Google fit  Thanks for the hard work all!"
362,1,"Firstly let me say that I really appreciate you developing this app.  However, V2 has some big issues.  1. The auto start/stop thing doesn't work. When turning after a length and pushing off, if you glide particularly straight and for too long the pebble thinks that you've stopped and shows that you are resting. This feature just does not work. Which is a shame.  2.You can't cycle between total time and current time for the current set.  3. What do the buttons do now? Complete mystery. Please roll it back."
363,4,Version 2 doesnt work at all. Please roll back. I started counting laps again and using a timer instead.... UPDATE: version 2.1 works like a charm. The manual procedure is the same of what we have before. Thanks for the prompt response.
364,1,"an awful mess. On my Pebble Time it just crashes. It was always inconsistent in counting the lengths, my backstroke messed up the count all the time, but now it won't even start anymore"
365,2,Sony Smart watch 3 doesn't accurately track lengths.  Keeping for now in hope fixed as would pay for working version.
366,1,It sets sync date as workout date.
367,2,"Had it crash twice in my last 2 swims where I lost my workout, using the Sony smartwatch 3. On that note, when trying to stop the workout it requires to exact of a movement sidewards to stop your workout and to many movements. Which means the time is not accurate, often takes 2 minutes before I get to stop the workout. Can we please just have one swipe upwards/downwards?  Update: Was done with the workout, tried to stop the workout, couldn't get it to swipe to the right. Then it crashed, workout lost...."
368,3,"The app on Pebble app took some figuring out but at least I saw it working and its potential. Afterwards though I could not sign in to the Android app nor the website. The website doesn't even come up for me, just a blank white screen. Couldn't sign up through Facebook either. The Android app kept telling me to check my data connection (which was fine.) I'd like to be able to upload my workouts but so far not so good. I submitted a ticket so we'll see how it goes."
369,1,"Edit: lost another workout. 1 star. The website's great.  The app is ok, but lacks the drill-down information available on the site. You're better off browsing the mobile version, and only using the app to upload data from a swim tracker, like a pebble.  Having said that, integration with a pebble is incredibly unreliable, with workouts regularly requiring multiple attempts to sync, or simply getting lost altogether."
370,2,"Based on 5 mths use, Using pebble & nexus6 Works adequately as a timer as long as you do length change intervals yourself (I found auto detection of end changes really unreliable), but even then most sessions it  sees at least one 50m length as 100m. Not great for accurately timing sessions.  The real problem is the synch with phone app. Workouts so often don't upload and that is a hugely frustrating and app-undermining problem that the team seem to have significant issues resolving over multiple releases."
371,3,"It's okay. Only thing keeping this at 3 stars is that it actually did track my laps. Apart from that, Can't change from yards to meters on a SmartWatch 3. Android watch interface is slow. Phone interface is super slow. Phone app doesn't provide much detail. Good MVP ,I would use again. please work to improve the UI significantly."
372,1,"I only got this to use with my pebble for logging swim times. Have tried it several times and not once has it managed to sync my swim and now the workouts seem to be lost. The pebble app itself is really good, but without being able to save it only half works. Pretty lame really."
373,2,I have tried and tried but it always tells me it has no new workouts.  Even when the watch has it right on screen.  Also: cut the constant complaint about missing data connections.
374,1,"Other than that, this app didn't do much of anything. Just swam a thousand with this on my pebble. It counted one lap. Not much point, then."
375,1,"I've just been for my first swim using my Sony Smartwatch 3, and nothing is syncing! It also showed on the watch that I'd done 500m when I'd only done 450."
376,2,Tried this with Sony sw3 seemed to work ok in the pool but phone app says no workouts
377,1,"Android wear - using Sony Smartwatch 3 ( I think the only one suitable for swimming) been 3 times, uploads fine but recording is massively out. Just swam 48 lengths of a 33.3m pool in 42 mins, breaststroke, with no breaks or pauses. App thinks I swam for 5 mins and rested for 37mins also only recorded 462m instead of 1584m. Gutted as a bought the watch to use this app, currently it's a complete waste of time. Hope it gets a solid update to make it more accurate."
378,1,"Nothing has changed despite numerous updates and reports that ""sync has finally been fixed"". V1.5 on Pebble shows exactly the same behaviour. New workouts do not sync."
379,1,"Galaxy's S5 and Pebble time. Worked for a while. Now (with updates) useless. Always get error message to ""check phone data connection"". Huh?"
380,2,"Was working fine with pebble, but recently can't upload any swims. The pebble app itself works fine in the pool though."
381,1,"It says I need to check my phones data connection, but I have a perfectly usable WiFi signal."
382,2,Please check data connection but in on wifi and mobile data.
383,1,"Keeps showing a pop-up that says ""please check your phone's data connection"" even though I'm connected to WiFi! Wanted to use with my Pebble but that's obviously not going to work until this gets fixed. Please help!"
384,1,"Was signing up but it is stuck at Step 5. Keeps loading and loading and loading, and now is still loading. After that, I kill the app and login again. I have to login again every time I launch the app. Uninstall."
385,5,Update 1.9 enabled Pebble Time to work
386,1,The whole reason I bought the pebble time was to record swimming work outs... Needless to say the app doesn't work with the time and is a complete hassle and waste to try and get it to connect.
387,1,After a long and annoying setup process the app failed to record my workout
388,1,Can't even say what it is like because despite advertising pebble time support it can't connect to it as it doesn't even recognise that the pebble time uses a different pebble app on your phone from a normal pebble. A really obvious error that bodes poorly for the quality of the software as a whole.
389,1,"Work with Pebble. Says it does, but the workouts don't upload."
390,1,Keeps saying to check data connection even on wifi. Couldnt connect to pebble time.
391,1,"Look like a great app, unfortunately it doesn't recognize my Pebble Time."
392,1,As title
393,1,"Trying to upload any workouts from a pebble has never worked and seemingly never will. I have come to the conclusion that the release of this app was nothing more than an elaborate joke, don't waste your time with it."
394,2,The app is a good idea. Unfortunately it frustrates me that when I swim it tracks my distance up to 550m and then thats it. It will not track further than that when I'm swimming 1600m. There has not been a time where it completely tracked my whole swim. Everytime I see an update I try the app again and I get disappointed. Thats the reason I bought the watch and got the app. I'm hoping it will get fix VER SOON!
395,3,"I understand that the uploads are the fault of Pebble and not this app, but the issue of not being able to sign in while my phone is connected to WiFi is a problem with this app. To successfully sign in, I need to be connected to a mobile network."
396,1,Forces you to create a new account but at Step 1 the app will not show any of the public pools near our location - totally useless. Guessing the only reason it has been added to the Play Store is so they can sell email addresses to SPAM services
397,1,Does not sync with pebble.  Does not track swimming.  Pebble app stops keeping track after 500y worthless.
398,1,Will not allow me to log in. Pretty worthless.
399,2,Edit : Pebble sync still doesn't work after app update. Tried on multiple devices. Failed every single time.              The sync just doesn't work. Proper testing isn't done before releasing the app. Disappointed me. Was the primary reason to buying the pebble watch.
400,5,"I had lots of problems with the standalone Pebble uploader, but the new integrated uploader has worked first time for me for my two workouts since switching from the standalone uploader."
401,2,"Like the other commenters, I have also experienced issues with uploading. But even once workouts are uploaded, it's not that valuable. There are no workout breakdowns (pace, etc per length/50/100), or at least they are impossible to find. The user interface is challenging to navigate. The social aspect has possibilities but it suffers currently from lack of user base. I will keep using the app but it will take some new features before it's something I love."
402,2,"it worked consistently.  I bought the Pebble and got this app for swimming.  Unfortunately, the data transfer from the Pebble to the app (this one and the uploader app) fails to work more than it does work.  Feedback in the pool is limited, but would be acceptable if I could actually get the workouts uploaded after to review the rest of the information.  If you guys don't get this working consistently quickly you will lose all credibility and it will allow someone to come in with something that does work."
403,1,"The app will work, it would track my swim on every lap and then the next time I go to swim, it will stop tracking. It will go as far as 125 meters then stop when I'm at my 400 meter mark. It's very aggravating and I'm at the point of getting rid of my peeble and this app."
404,1,"Polar m600 is an Android watch. However, this app does not work with Polar. Too bad!  I like the idea of a locked screen and hope this can be fixed in the future."
405,1,On my pebble steel I get a message to check my data connection. There's nothing wrong with my data connection. Firmware 2.9.1
406,5,Works great
407,5,Nice
408,5,Useful
409,5,Best
410,1,Code brown
411,5,I like it
