,feature,review,similarity score
168,lenth-by-length instructions,"This has been a game changer in how I swim. First, the app is great and is the required companion for the Form goggles. The goggles are amazing and after almost half a year of reliable swim tracking in the mornings and at night, I love these goggles and the app. They are fast, reliable, the screen is clear underwater and gets out of the way. Most importantly it lets me enjoy my swims without counting in my head and lets me have the data to know how I am performing and set timing goals to improve. I don’t know how it knows my stroke type, but again these goggles and the app are magic and I highly recommend them both!",0.32540908
169,lenth-by-length instructions,"This and bone conduction headphones have me swimming 2-3 times a week. The workout planner is awesome - it keeps it interesting. 

My feature request to the developer - please allow setting a critical swim pace, and allowing the workout builder to set intensity based on that, so that in the pre set instructions it can give a time per lap to shoot for. Or even allowing custom notes where I could enter that. 

Thanks for a game changing product!",0.9490868
170,lenth-by-length instructions,"I love the product and app. Everything is done very well and I can’t imagine my life without the googles. Some reviews claim that this product should be for serious swimmers. I am a terrible form, overweight guy trying to lose 100 pounds and this app and googles have already made a big difference and I’m swimming longer. So thankful for this product. It is for everyone!",0.9493404
171,lenth-by-length instructions,"I love these goggles so much, but when it comes to charging them the goggles won’t charge well. I’ll put them on the charger and the red light comes on. I’ve tried to fix this issue by rearranging the way the charger connects to the goggles, but the light stays red except for some spots that are green. The problem with this is that the goggles are never guaranteed to be charged when I leave them with a green light. I understand that the goggles are new and still working through updates and I really appreciate what this company has done for swimming!",0.32540908
172,lenth-by-length instructions,I don’t understand their pricing but right now I don’t care because I like this app and my goggles so much. It was always so annoying to me to have to remember my labs. How to stop and click a clicker or write something down.  No more. I just swim. I just got the polar optical sensor I haven’t quite figured out how to connect it but when I do I may write more,0.32540908
173,lenth-by-length instructions,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!",0.9509042
174,lenth-by-length instructions,I love the idea behind this as it records your laps and swims and just the rest timer itself is awesome just to keep you on schedule with your workout.  What I really wish for is a current lap timer during your swim.  I have the settings to have it turned off mid lap then just flash split times after the turn.  But seeing the time of the current lap I feel would be a big motivator and helpful to keep you on pace,0.32540908
175,lenth-by-length instructions,If a user can estimate their DPS (distance per stroke) in the settings it would be possible to calculate distance swam in open water setting without GPS since Form already calculates stroke rate. Understanding that this is all estimated... it is a motivation tool for a swimmer.  Swimming with a watch is annoying and I will never do it. That is why I bought Form. Would be cool to see an estimated distance so I don’t have to do the math myself.,0.32540908
176,lenth-by-length instructions,"I bought the goggles for the real-time telemetry.  The true potential was the workouts.  I stay engaged and improving without boredom.  I use a plentiful variety of structured workouts that use drills, equipment and just plain fun to pour on the power!  My times are improving too.",0.3383141
177,lenth-by-length instructions,"Form is the best in swimming metrics. The display quality and comfort of the googles are uniquely awesome, as well as the app! The only missing feature to be able set a certain distance to reach for the ability to count down and show the remaining distance. This is a base for a long distance swimmer.",0.33983004
178,lenth-by-length instructions,These goggles are fantastic and the app is the perfect complement. It lets me dig into my swim data to track my performance improvement. The app is well laid out and intuitive and allows you to share workout data among friends.,0.9520489
179,lenth-by-length instructions,"These puppies are amazing! The AR display helps me track my laps and splits and times and distance and calories. WHILE I swim! It’s amazing and I love them. Plus, their customer service is excellent. 10/10 thank you FORM! Legiiiiiit.",0.3444429
180,lenth-by-length instructions,The app is good: responsive and user friendly.  It’s great to see all the stats in one place as well as all of my workouts. Video tutorials of the drills are also very helpful,0.34925637
181,lenth-by-length instructions,"I was a bit skeptical about these goggles and did not believe the hype, then I tried them. Wow, what a remarkable change to my training and focus. I love them.",0.34406525
182,lenth-by-length instructions,I am enjoying the glasses and app.  Joining is too expensive considering I had to buy the goggles and already pay for pool time. Will hold on that for now,0.3463082
183,lenth-by-length instructions,"Please let me have more stats on real time like I can choose for turn and rest.

Thanks!",0.3668557
184,lenth-by-length instructions,Cannot wait to monitor my heartbeat live. Thank you Form Team.,0.96270835
185,lenth-by-length instructions,Form goggles are awesome.  Takes your swimming to a whole other level! And their customer service is top notch.,0.3588254
186,lenth-by-length instructions,"Love the new graphs in the app, and excited to try out some of the new dashboard options",0.9626018
187,lenth-by-length instructions,"So cool to get a quick in depth review of a swim. Broken down by stoke, stroke count, and interval!!!
Not to mention the exact rest interval, without ever looking at the clock!!!!",0.3432331
188,lenth-by-length instructions,Going to have to share this with our other alumni swimmers. Great product! App is cool too.,0.95799047
189,lenth-by-length instructions,This app is an unexpectedly amazing bonus to using the FORM Swim Goggles.  It feels like Strava for swimmers.  Nice work to all the developers who put this together.  👌,0.35397166
190,lenth-by-length instructions,Never could keep track of laps and stats. These goggles help me know where I am at and keeps me motivated.,0.96188515
191,lenth-by-length instructions,Paired easily with my goggles.  Syncs fairly quickly.  The data is rich and useful.  Helps round a pretty damned strong training experience with the form goggles,0.34944138
192,lenth-by-length instructions,These goggles are great motivation to get to the pool and get fit.  Great value. Great support.   Changed swimming for this 67 year old.,0.9564819
193,lenth-by-length instructions,"In a pair with Sony Waterproof headphones the googles motivates me to do more swim laps. 
Headphones keeps me entertained, and the googles tells me where I am at.",0.95356643
194,lenth-by-length instructions,Great tool for anyone who is interested in quantifying their performance and efficiency.  Goggles are comfortable to wear and easy to use,0.3592526
195,lenth-by-length instructions,Need to be able to export data excel or a graphing widget to analyze long term trends,0.35776782
196,lenth-by-length instructions,Heads up display while swimming revolutionizes and revitalized swim practice.,0.3819788
197,lenth-by-length instructions,These are great goggles!  I use them for pool swims and endless pool.  The pulse accessory works well.  I wish they’d partner with endless pool.,0.3516621
198,lenth-by-length instructions,Make make your Coaches redundant.,0.41887265
199,lenth-by-length instructions,"I love the Goggles, but then they forced me to write a review losing good will.",0.98451376
200,lenth-by-length instructions,Every penny!,0.9929432
201,lenth-by-length instructions,The best gift ever!!!!,0.4499322
202,lenth-by-length instructions,Love my new goggles.,0.64804804
203,lenth-by-length instructions,Love this technology!,0.9868868
204,lenth-by-length instructions,Pog u,0.5218572
205,lenth-by-length instructions,"I was excited when I first saw the Form goggles. However since seven months out of the year I do my training in open water I didn’t purchase them. I knew it would only be a matter of time before the open water functionality would be introduced. 

My husband recently gave me a pair for my birthday, and I love them! The open water functionality of the goggles by themselves is very basic. To get more detailed metrics you’ll need to pair it with another device (Garmin, Polar, etc.). I don’t own any other devices because I don’t compete much and I’m not a triathlete. However, to be able to see my elapsed time and stroke pace in the lake in real time is AWESOME! I look forward to future enhancements in the open water setting. 

I’ve also used them in a pool and they absolutely deliver! Where I swim there are no pace clocks, just a little Walmart wall clock. Again, since I don’t own other devices, I’ve gotten used to winging it a bit. These goggles have made a big difference! I love that my timer is always right in front of me (although I have to admit...apparently I’ve been slacking a bit without that accountability). I have it set for stroke pace and lap counter. I’ve been working on keeping a particular cadence depending on distance. The lap counter is extremely helpful for long sets (500-1500 stretches) because my mind wanders. Sometimes I lose count and I can hear my old coach’s mantra: “If unsure, do more.” So I’d do an extra 100 to make up for my daydreaming. No more extra distance with my Form goggles (take that, coach!). 

Finally, I love the feedback on my efficiency (or not...I have WORK to do). It’s one thing to have a good turnover but if you’re just windmilling down the lane it’s no good. This has given me great insight into where I need work. 

I would recommend these goggles to anyone as another valuable tool in their training toolbox. I’m very pleased with them so far. Now if they can just figure out how to stream HBO for those long swims....🤣",0.32540908
206,lenth-by-length instructions,"Great app, great goggles!",0.9825934
207,lenth-by-length instructions,"This is a great product and app. As someone who still wants to swim daily but doesn't have time for a team, this is the next best thing to having a coach standing next to you in the pool (just without all the yelling). I'm amazed with the goggles motion awareness and accuracy (my watches will often +/- a leangth randomly). My only suggestion would be to have personalized workout programs available much like other swimming apps. Looking forward to the next (slimmer) version of the goggles!",0.94557333
208,lenth-by-length instructions,"Update: The so continues to improve. The import from TP is excellent. Upgrading to 5* Suggestion: Link up with Magic 5 and get them to produce compatible eye cups/seals. Would be awesome. So far so good. Used the goggles and app for a week. It's been very good. Will come back and give an update after I have used it longer. Could be improved if workouts were CSS based, but I guess I'll get over that small issue.",0.94882965
209,lenth-by-length instructions,"The app just works, syncing the swim from my goggles and uploading to Strava seamlessly. I couldn't ask for more. Update: They removed the ""premium membership expired"" messages from the goggle firmware in their latest update, so I'm reinstating a 5-star review for listening to user feedback.",0.33867776
210,lenth-by-length instructions,Love these goggles and app! Have been using them for 2 years and it has made a huge difference in my training as well as motivation.,0.95671743
211,lenth-by-length instructions,"Everything is working fine. The goggles are really good and the App is also very straightforward and easy to use. One feature that would be great to see is to have the option to sync your own structured workouts from other platforms like TrainingPeaks, and do them on the goggles! I'm sure that would be a feature many swimmers and Triathletes would love to see since many Athletes follow a personalised Plan. Thank you for the great Product. I'm Looking forward to seeing more features.",0.94932806
212,lenth-by-length instructions,Simple for looking to swim and monitor efficiency. Haven't tried workouts from them yet.,0.96401685
213,lenth-by-length instructions,"I love the goggles and the app! Spectacular! But why does the app need an internet connection to refresh the results? It should be done locally via Bluetooth. (In the same context, I didn't appreciate receiving a marketing email saying ""now that you've used the goggles a couple of times""... How do you know that? Who else has access to my data and where did I consent to that?) Could we also expect some further integrations in the future? (e.g. Google Fit?)",0.94557333
214,lenth-by-length instructions,Really great app and goggles. I wish it could time out the display until I get close to a turn so I don't have to always see the numbers when zen and speeding through the water! UPDATED: Thank you for the reply. Leaving the question because it shows how easy this was to do once I found this customization area and how awesome this makes the device! Thank you for making a great product!!!,0.99703735
215,lenth-by-length instructions,Nice clean ans simple app interface. So far I had 4 sessions and I love it. It is very helpful to see running clock vs specific metrics in goggles. Would be nice to have ability to change metrics in the pool. So far I learned how to set metrics on the phone and synch before a pool session.,0.3358465
216,lenth-by-length instructions,"I originally purchased a pair 12/2019. Despite some early issues the goggles performed flawlessly afterwards. They are a major motivator to swim regularly and stimulate me to better my times. While competitive swimmers are probably all familiar with Form's goggles, I highly recommend them for casual swimmers like me who, at 60, is staying healthy by taking swimming up again after 45 years. Fantastic service, great product.",0.9488294
217,lenth-by-length instructions,"In general, it works well. Keeps track of workout and is easy to read. My one gripe is the way the workout builder is set up. You can't do repeat intervals, only rest intervals. You can't set rest times below 10 seconds, so no 25s w/ 5s rest. They've limited the interval distances available. You can't do 225s or 350s if you wanted. Most annoyingly, you can't do a 1650 even though that is the short course yard competition equivalent of the 1500m.",0.32540908
218,lenth-by-length instructions,"Amazing goggles and app, definitely helped me improve my swim times by a lot. Also, since they are kinda pricey (well worth) they are expensive enough to be an extra incentive to swim, cause besides swimming these goggles wont be used anywhere else! Def try em out if you like to swim and want to improve your timing!",0.33590445
219,lenth-by-length instructions,"Game changer!!! This is amazing! As a lifelong competitive swimmer I wish I had found this 20 years ago. It gives your pace per lap, you have a pace clock in your vision. It is easy to operate, easy to see and the actual goggle itself is watertight and comfortable. I absolutely love it!",0.950901
220,lenth-by-length instructions,"I rated a 5. However, the ""swim screen"" should really have a stopwatch counter that resets each turn (even for 25m). Without the polar heart rate monitor, there is little I find useful to display on that ""swim screen"" that couldn't already be displayed on the ""turn screen""",0.34019664
221,lenth-by-length instructions,Loving these goggles. I use them for both open water and training with my club. If using for open water I suggest pairing with a garmin watch to get more tracking details but the pool information logged and tracked is amazing. It pushes me harder and keeps my stroke count and pace consistent when I need it.,0.33600262
222,lenth-by-length instructions,"Form are the best tech for swimming. This is the most complete app for swimming I believe.. love it. Very easy to use, very clean design and a lot of metrics.. almost every thing you.can immagine is there...",0.34434068
223,lenth-by-length instructions,Far more accurate than I would have thought Great for knowing what I need to hold to make interval with rest,0.35848525
224,lenth-by-length instructions,I love being able to concentrate on my swim stroke rather than keeping count of my laps. I have found it to be very accurate and like being able to sync it to my phone and review all my swims.,0.34623566
225,lenth-by-length instructions,"Been using this app with the goggles for several months now and it's amazing! I have trouble keeping count of my laps, so having a device that helps keep track as well as give me my pace, makes all the difference.",0.9525517
226,lenth-by-length instructions,"Works great with the swim goggles! The redesign is excellent. Make sure you enable gps/location services before pairing though, because the app doesn't prompt you.",0.35825545
227,lenth-by-length instructions,Ive had this for a week so far. Ive had zero issues. Im really enjoying my goggles and all the data they collect. The app is easy to navigate and there is a lot of info to look through.,0.9519564
228,lenth-by-length instructions,The Form App is exceptional! Easy to use and incredible partner for these great goggles,0.8885676
229,lenth-by-length instructions,Easy to learn and use. Useful information. Not overly complicated.,0.38163936
230,lenth-by-length instructions,overall very user- friendly. however witnessed one glitch in my few days of using.,0.36271217
231,lenth-by-length instructions,I was not sure what to expect but Form is fantastic! The data is very clear and easy to interpret. When I realised that it synchronized with Strava and Garmin Connect I was 100% sold,0.34257245
232,lenth-by-length instructions,Easy to get set up and way more data available than I realized there would be. Love swimming with these googles and the app makes it super easy to sync and read results.,0.9541361
233,lenth-by-length instructions,"Out of the box, 2 hours later and still can't get past the Bio page. However, the company DID respond to my cry for help and worked on their end to fix the problem. I did not have to troubleshoot with them or get on a call. Thanks for helping me so quickly.",0.33780614
234,lenth-by-length instructions,"Great app & product, only thing i'd add is a real time lap timer. Right now theres only an overall timer, and timer for the lap you just completed, but seeing it in real time would be very beneficial.",0.34198925
235,lenth-by-length instructions,Great app. Super happy. How to make it better : Need to drill down within an interval to view each lap. Need to correct the app if style mislabeled. Need to tell the app if I'm using hand or foot palms,0.34022775
236,lenth-by-length instructions,It's a great app. Very intuitive and stable. I only wish I can zoom in into the timeline and see particular time periods more granular,0.42771673
237,lenth-by-length instructions,"I dont know what I was doing this long without my FORM goggles. They're great. Splits,stoke count type total.meters swam. Wow all swimmers from beginnrs to world class should have a pair. Thanks for the great product. Norther Alberta Canada.",0.95828694
238,lenth-by-length instructions,I was so excited to finally get my pair! Having the ability to check my pace distance during my swim is absolutely amazing! (Especially during an open water swim) I am very much looking forward to see what else FORM has planned 🤗,0.3403495
239,lenth-by-length instructions,It's great to just concentrate on technique and listen to my music and not count laps. Hopefully can save some money and get heart rate monitor.,0.9818325
240,lenth-by-length instructions,Work like a charm and sync with the goggle seamlessly. Swim results presented in a well organized form. Love it!,0.9570008
241,lenth-by-length instructions,Amazing! One of the best ways to know how much your doing and the calorie you have lost and with the split times after every length.,0.9560899
242,lenth-by-length instructions,Initially I had trouble getting the app to sync with Strava but the developer was quite responsive and fixed it relatively quickly.,0.36215726
243,lenth-by-length instructions,Great app to go along with my Form goggles. Bluetooth setup was so easy and everything is working flawlessly. Kudos to the team!,0.35716954
244,lenth-by-length instructions,"Great app, easy to use with great custom options. I am really enjoying the goggles I think they are going to be a great tool in improving my performance.",0.3559396
245,lenth-by-length instructions,"Incredible. It helped me design a swimfit program for myself that reversed my pre-diabetic state, and lost 20kg (sorry only metric 🤣) as a result. My swims are now relaxing and pure joy knowing exactly how many calories im burning. Ps, and Form, THANKS FOR THE SWIM CAPS 🇨🇦💗",0.94980687
246,lenth-by-length instructions,The greatest advantage is seeing the swimming stats and heart rates during swimmining. Pace and heart-rate measurements are more accurate than most other devices.,0.9565896
247,lenth-by-length instructions,"Excellent app that accurately keeps track of my distance, strokes, and intensity.",0.96139926
248,lenth-by-length instructions,The goggles are amazing. The app is pretty see less in terms of integration with the goggles. No complaints here.,0.35623324
249,lenth-by-length instructions,Form goggles really move you to the next level. Clear precise instructions. They have thought of everything.,0.962453
250,lenth-by-length instructions,"I have over 260 swim miles on my goggles. They remind me when I ""lose focus"" during a longer swim and start slowing down. In an open water swim along a beach, I can swim a 'half mile' turn around and swim a 'half mile' back, walk out of the ocean and my towel is right there. I don't swim without my FORM goggles.",0.32540908
251,lenth-by-length instructions,A very neat piece of technology for swimming. Looking forward to the open water update.,0.36272627
252,lenth-by-length instructions,"Obviously this app is only useful if you have the goggles, which are great! If you don't have the goggles then it would be of zero value",0.95754117
253,lenth-by-length instructions,A great companion app,0.9910198
254,lenth-by-length instructions,What an amazing piece of equipment designed to improve your swimming. Once you use it you'll never want to train with out it,0.34937766
255,lenth-by-length instructions,Formswim goggles are the best way of monitoring my swim training. The live heart rate helps me pace. Custom workouts boost my motivation.,0.9553773
256,lenth-by-length instructions,Great app. I like the format of a workout analysis screen. Even before got the goggles preferred analysis of Garmin swim data in this app compared to Garmin app.,0.95448923
257,lenth-by-length instructions,It would be cool to be able to compare your performance on the same workout over time. Or just analyze your progress over time.,0.35268322
258,lenth-by-length instructions,"Amazing stats, goals and shows areas to improve. 100 % recommended!",0.37637067
259,lenth-by-length instructions,This is a great app paired with the goggles. I definitely pushed myself harder w/ the pair.,0.968608
260,lenth-by-length instructions,"Great insight to the details, however the real win is the dynamic feedback whilst swimming, happy dayz!!",0.95775
261,lenth-by-length instructions,Great analysis of my swims and the goggles are just brilliant. I feel like a swimming borg lol.,0.99977857
262,lenth-by-length instructions,Excellent information. Very easy to use. Logical setup.,0.41152495
263,lenth-by-length instructions,"After only a few days of using the goggles and the app, I am loving the amount of data that I'm getting. Now I just need to speed up.",0.3475311
264,lenth-by-length instructions,I enjoy swimming more because I can focus on listening to books to pass the time instead of trying to remember my lap number,0.34863907
265,lenth-by-length instructions,A great training tool. Finally feedback during the swim.,0.3955425
266,lenth-by-length instructions,"I am impressed how well it keeps the laps count in the pool. I'm still new to it, I'll update this review later on.",0.3759147
267,lenth-by-length instructions,Works perfectly and has all the apropiate data with pretty cool visualizations.,0.9625
268,lenth-by-length instructions,"Essential for data nerds!! Easy to use and the workouts make my ""swimming"" make sense",0.98913324
269,lenth-by-length instructions,Accurate on lengths and time. Interesting to see the breakdowns as well,0.9740363
270,lenth-by-length instructions,Amazing experience between the goggle and the app. Very highly recommended!,0.37995657
271,lenth-by-length instructions,Great app sync does take a couple of tries before it takes though.,0.98987406
272,lenth-by-length instructions,"Fantastic training aid ... coach, mentor, educator, judge, jury & hangman!! Fantastic tool to have in the toolbox.",0.95647454
273,lenth-by-length instructions,"I gave 5 star just to keep the team motivated for the start, and I am just testing the app without the googles yet. I wanna switch from my Polar watch to this google, but where is the HeartRate zone/graph section...? I wanna buy this with HR only.",0.3400938
274,lenth-by-length instructions,Great. Like to monitor rest time between repetitions.,0.7328459
275,lenth-by-length instructions,It's a great swim tool and great for doing solo workouts.,0.96495557
276,lenth-by-length instructions,"Love love love. I refuse to swim without my Form Swim Goggles. Workouts and stats, oh my!",0.37107676
277,lenth-by-length instructions,Great...had an issue connecting Garmin opened a ticket got it fixed in no time!,0.9692626
278,lenth-by-length instructions,It would be great to personalize the length of the pool in the next update because my condo pool is less than 25 metres.,0.36773998
279,lenth-by-length instructions,"Clear vision, easy to follow cues, great training plans",0.40784815
280,lenth-by-length instructions,Great Sports Tech. Waiting for the Open Water capability.,0.38743258
281,lenth-by-length instructions,"Excellent goggles, what a great device. I would highly recommend.",0.5669451
282,lenth-by-length instructions,unable to update the new googles first but it works after many trials and it is very good,0.96036416
283,lenth-by-length instructions,"What a great product, changed my swimming completely!",0.4181082
284,lenth-by-length instructions,"Works really well with the form goggles, which are great",0.969393
285,lenth-by-length instructions,"Amazing Google !! Definitely a must have for swimming lovers for training, weightloss you name it !",0.36611748
286,lenth-by-length instructions,It helps identify my weaknesses and strengths in order to make intelligent decisions about my training,0.36013943
287,lenth-by-length instructions,Great app with lots of workouts to choose from,0.96713984
288,lenth-by-length instructions,Amazing swim now that I have these goggles. I just recieved about a week ago been in pool everyday. Looking forward to tomorrow swim.,0.35062867
289,lenth-by-length instructions,Great app as stand alone or in addition to Garmin Connect,0.39311504
290,lenth-by-length instructions,This is best device ever...information is power...all right here...I am very pleased,0.37756312
291,lenth-by-length instructions,Excellent representation of swim sets,0.48004636
292,lenth-by-length instructions,Excellent and fabulous app support,0.9746304
293,lenth-by-length instructions,I only wish for Galaxy watch support.,0.408182
294,lenth-by-length instructions,Nice statistics and information,0.44390592
295,lenth-by-length instructions,I look forward to being able to create custom workouts.,0.39135182
296,lenth-by-length instructions,Works as it should everyday. It's excellent 👌,0.9666925
297,lenth-by-length instructions,By far the best fitness app ever.,0.41389617
298,lenth-by-length instructions,It's a great device and a quality app,0.968289
299,lenth-by-length instructions,I love it!! The googles and app are a game changer!!,0.9664814
300,lenth-by-length instructions,These goggles are a game changer. I love 💘 them.,0.40277538
301,lenth-by-length instructions,The googles are great for indoor swimming.,0.7331155
302,lenth-by-length instructions,Great product. Great app,0.9793414
303,lenth-by-length instructions,Excellent improve my swimming,0.5417609
304,lenth-by-length instructions,Easy to use. Accurate.,0.46923366
305,lenth-by-length instructions,Best swimming app. Hands down.,0.43269458
306,lenth-by-length instructions,A must have tool for swimmers everywhere.,0.97119266
307,lenth-by-length instructions,Awesome! Love this new toy.,0.97589904
308,lenth-by-length instructions,Great support great product,0.9778578
309,lenth-by-length instructions,best goggles and app ever,0.4905558
310,lenth-by-length instructions,If Apple ever made swimming goggles would be like this.,0.39156348
311,lenth-by-length instructions,Game. Changer. A coach in your eye.,0.4114917
312,lenth-by-length instructions,Best ever I really enjoy it,0.41651022
313,lenth-by-length instructions,"Love my goggles, now swimming is fun",0.4528549
314,lenth-by-length instructions,This app has changed my swim.,0.7512547
315,lenth-by-length instructions,It's absolutely amazing,0.8798378
316,lenth-by-length instructions,Great for talking to LS,0.47386217
317,lenth-by-length instructions,Would you like to give me a free pair of goggles? ;););),0.9613573
318,lenth-by-length instructions,Expensive but worth it.,0.4396894
319,lenth-by-length instructions,It's a great app,0.9809572
320,lenth-by-length instructions,Awesome swimming partner,0.5029757
321,lenth-by-length instructions,Love the goggles,0.9969561
322,lenth-by-length instructions,Great,0.9979612
323,lenth-by-length instructions,Love it!,0.9947216
324,lenth-by-length instructions,Excellent,0.998893
325,lenth-by-length instructions,Awesome,0.7749281
326,lenth-by-length instructions,Excellent,0.99889
327,lenth-by-length instructions,Awesome technology,0.5424941
328,lenth-by-length instructions,Awesome possum 🏊 👓,0.4440563
329,lenth-by-length instructions,Amazing,0.6098887
330,lenth-by-length instructions,Fitness swimmer,0.9643475
331,lenth-by-length instructions,Saya mimpi Mengintai tirai kamar Amira Kota Kinabalu Pantai Jerudong Specialist Centre,0.9581243
332,analyze your metrics,"I like sport gadgets, but usually 9 out of 10 times my enthusiasm ends in great disappointment. However, the Form swim goggles have by far exceeded my expectations - they simply work. All the features advertised work better than expected and the app is a solid companion of the goggles. If you want to focus on your swim and forget counting laps or looking up for your time, the Form swim goggles are the best solution. They are also for me personally one of the best fitting goggles I’ve ever used, but that might be different for others people. I am really grateful for the team having developed these goggles. I wish more people knew about them. They are now also sold in Europe, but I was able to order them from the US.
P. S. : last week I tried out the new open water feature after a firmware update. I connected my Form goggle with my Apple Watch series 4 and went for a first swim. Once again, it all worked as announced. Just as a suggestion, I really wish that the developers could use Apple Watch’s inbuilt compass to show the direction of my swim on the display too. It’s my only future feature request!",0.9865921
333,analyze your metrics,"My biggest question was if I was going to be able to read the data without my glasses and can tell you No problem as the data is easy to read and very clear in my vision. 

I have recently started running Triathlon events and was struggling with the swimming portion. I have been looking into Form goggles for a while and decided to purchase them as I do all my swimming in open water. My first impression is they were very easy to set up and connect to my Garmin 745 watch. After several swims I can already see they are helping me swim farther by knowing the distance I have covered as well as time length and pace of my swim. I set a goal of distance and/or time I want to swim and now I know when I have completed my goal. 

Another benefit to me is the fact that in open water lake swimming I can’t see the bottom so it was like swimming in the dark whenever face was in the water and now I focus on the data which is very easy to read.",0.9865921
334,analyze your metrics,"This has been a game changer in how I swim. First, the app is great and is the required companion for the Form goggles. The goggles are amazing and after almost half a year of reliable swim tracking in the mornings and at night, I love these goggles and the app. They are fast, reliable, the screen is clear underwater and gets out of the way. Most importantly it lets me enjoy my swims without counting in my head and lets me have the data to know how I am performing and set timing goals to improve. I don’t know how it knows my stroke type, but again these goggles and the app are magic and I highly recommend them both!",0.9865921
335,analyze your metrics,"This and bone conduction headphones have me swimming 2-3 times a week. The workout planner is awesome - it keeps it interesting. 

My feature request to the developer - please allow setting a critical swim pace, and allowing the workout builder to set intensity based on that, so that in the pre set instructions it can give a time per lap to shoot for. Or even allowing custom notes where I could enter that. 

Thanks for a game changing product!",0.17402063
336,analyze your metrics,"I love the product and app. Everything is done very well and I can’t imagine my life without the googles. Some reviews claim that this product should be for serious swimmers. I am a terrible form, overweight guy trying to lose 100 pounds and this app and googles have already made a big difference and I’m swimming longer. So thankful for this product. It is for everyone!",0.17481424
337,analyze your metrics,"I love these goggles so much, but when it comes to charging them the goggles won’t charge well. I’ll put them on the charger and the red light comes on. I’ve tried to fix this issue by rearranging the way the charger connects to the goggles, but the light stays red except for some spots that are green. The problem with this is that the goggles are never guaranteed to be charged when I leave them with a green light. I understand that the goggles are new and still working through updates and I really appreciate what this company has done for swimming!",0.9865921
338,analyze your metrics,I don’t understand their pricing but right now I don’t care because I like this app and my goggles so much. It was always so annoying to me to have to remember my labs. How to stop and click a clicker or write something down.  No more. I just swim. I just got the polar optical sensor I haven’t quite figured out how to connect it but when I do I may write more,0.9865921
339,analyze your metrics,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!",0.17974901
340,analyze your metrics,I love the idea behind this as it records your laps and swims and just the rest timer itself is awesome just to keep you on schedule with your workout.  What I really wish for is a current lap timer during your swim.  I have the settings to have it turned off mid lap then just flash split times after the turn.  But seeing the time of the current lap I feel would be a big motivator and helpful to keep you on pace,0.9865921
341,analyze your metrics,If a user can estimate their DPS (distance per stroke) in the settings it would be possible to calculate distance swam in open water setting without GPS since Form already calculates stroke rate. Understanding that this is all estimated... it is a motivation tool for a swimmer.  Swimming with a watch is annoying and I will never do it. That is why I bought Form. Would be cool to see an estimated distance so I don’t have to do the math myself.,0.9865921
342,analyze your metrics,"I bought the goggles for the real-time telemetry.  The true potential was the workouts.  I stay engaged and improving without boredom.  I use a plentiful variety of structured workouts that use drills, equipment and just plain fun to pour on the power!  My times are improving too.",0.98873246
343,analyze your metrics,"Form is the best in swimming metrics. The display quality and comfort of the googles are uniquely awesome, as well as the app! The only missing feature to be able set a certain distance to reach for the ability to count down and show the remaining distance. This is a base for a long distance swimmer.",0.98897237
344,analyze your metrics,These goggles are fantastic and the app is the perfect complement. It lets me dig into my swim data to track my performance improvement. The app is well laid out and intuitive and allows you to share workout data among friends.,0.18340738
345,analyze your metrics,"These puppies are amazing! The AR display helps me track my laps and splits and times and distance and calories. WHILE I swim! It’s amazing and I love them. Plus, their customer service is excellent. 10/10 thank you FORM! Legiiiiiit.",0.9896875
346,analyze your metrics,The app is good: responsive and user friendly.  It’s great to see all the stats in one place as well as all of my workouts. Video tutorials of the drills are also very helpful,0.9904096
347,analyze your metrics,"I was a bit skeptical about these goggles and did not believe the hype, then I tried them. Wow, what a remarkable change to my training and focus. I love them.",0.9896298
348,analyze your metrics,I am enjoying the glasses and app.  Joining is too expensive considering I had to buy the goggles and already pay for pool time. Will hold on that for now,0.9899702
349,analyze your metrics,"Please let me have more stats on real time like I can choose for turn and rest.

Thanks!",0.9928378
350,analyze your metrics,Cannot wait to monitor my heartbeat live. Thank you Form Team.,0.21962304
351,analyze your metrics,Form goggles are awesome.  Takes your swimming to a whole other level! And their customer service is top notch.,0.9917714
352,analyze your metrics,"Love the new graphs in the app, and excited to try out some of the new dashboard options",0.21923874
353,analyze your metrics,"So cool to get a quick in depth review of a swim. Broken down by stoke, stroke count, and interval!!!
Not to mention the exact rest interval, without ever looking at the clock!!!!",0.98950213
354,analyze your metrics,Going to have to share this with our other alumni swimmers. Great product! App is cool too.,0.20307602
355,analyze your metrics,This app is an unexpectedly amazing bonus to using the FORM Swim Goggles.  It feels like Strava for swimmers.  Nice work to all the developers who put this together.  👌,0.9910929
356,analyze your metrics,Never could keep track of laps and stats. These goggles help me know where I am at and keeps me motivated.,0.21666928
357,analyze your metrics,Paired easily with my goggles.  Syncs fairly quickly.  The data is rich and useful.  Helps round a pretty damned strong training experience with the form goggles,0.99043685
