,date,review,rating,isEdited,userName,title,developerResponse,platform
63,2023-05-25 19:57:49,"I’ve been using this app for the last two years and it’s been largely good.  Mostly right about what stroke I’m swimming (though it doesn’t understand what I think of as Breaststroke), decent on splits and intervals, ok on open water (sometimes doesn’t accurately measure a short open water course I frequently swim).  Recently improved to recognize kicking.

Yesterday and today however it fails to recognize my distances.  No that wasn’t 20x25@:40, I swam a 500 warmup.  All sets, all intervals are now 25’s. I thought one workout was anomaly, but it’s now 2 in a row.  I actually downloaded bug fixes between the two workouts.  Please fix this!",2,False,James@ansley,Great until yesterday,,AppStore
64,2023-02-16 00:50:44,"I had just started swimming again after not swimming for years and had recently became a lifeguard (again). I wanted to swim faster than my coworkers but just general fitness in general, so I took it upon myself for one of their annual sales for a year. Did it. I even had problems with the dry land part of the app syncing to my watch, CS (customer support) was more than happy to help with everything. All of you working on this app are awesome and thank you!",5,False,many_ways_to_love,Dude. Love the app and the people.,,AppStore
65,2022-06-18 16:16:18,"I took me a really long time to just log a swim workout just now and every time I clicked “save” to add a set, pops up their ad to subscribe monthly or annually, EVERY SINGLE TIME. I understand that there’s bugs and trying to fix that with even more updates, but I liked the old versions better. It’s not a one star because of the personalization and it’s awesome for that aspect, but for someone who already swims in a masters team and would like an app that can simply log a workout that has different features (equipment, intervals, effort), this app is starting to be way too much for me and I don’t like how it’s not streamline.",2,False,Jdotwu12,"Great App, updates are too much",,AppStore
66,2020-08-18 13:33:26,"As the title suggests, in theory, this would be an awesome app. However, I can’t tell you how many times this program raised my stress levels before I even started a workout.

I’m working with the “Couch to 1K” training program and more often than not, it incorrectly selects the wrong “next workout in the plan.” Also, often times a workout comes up and when I start it, it immediately ends. With the integration with Strava, I have all these workouts of 0s which of course, I waste time deleting. Similarly wasted time deleting them from the Activity app.

Also, even though my workout preferences are set to meters, my workouts show up in yards. So instead of an 800 m workout, it gets synced with Strava as 754m.

Then there’s the cost. $160 a year is a lot for such a big-ridden program.",5,False,JaaDee,"In theory great, in practice it’s so annoying","{'id': 17767771, 'body': 'Thank you for leaving us a review! We found the source of the issues you mentioned and released an update that resolves each of them. Can you please update the app and let us know at support@myswimpro.com if you are still running into the same issue? A delete + reinstall has been necessary in some cases.', 'modified': '2020-09-08T23:30:07Z'}",AppStore
67,2022-12-01 22:21:16,"Up until this summer, I was able to create a simple workout and that was good for me - I know my times, I’m not looking to win medals or meets, but just wanted something that tracks workouts and tells me when to push off the wall. Now I can’t even edit the workouts I had before the latest update and literally everything  is behind a $180/yr paywall. It’s unfortunate, really, because it was the best out there, but the new interface is a step in the wrong direction and the cost is unreasonable. Even if they’d have offered an inexpensive option to just make your own workouts, I could be on board, but this isn’t worth the hassle.",1,False,mgjw77,"Free version is useless, borderline false advertising",,AppStore
68,2019-10-06 00:34:02,"UPDATE #2: Well I guess I’ll leave at 1star. Read below if you want to read my rant. So far only 2 of 3 swims have recorded any heart rate. Tech support hasn’t responded again. Just doesn’t work. Save your money and just use Apple health. Never used coaching or other addon apps so don’t know if those work. 

UPDATE: Tech support came through with some steps to try. If all works as expected I will change my rating.

After using this app for 6mo, I purchased the analytics add-on for $60. Now my heart rate does not show. It does show in My Health, an apple program. 

Supports response was of course send me screen shots and ridiculously asking what devices I was using. My Health? Must be Microsoft...

Then I had to contact support (no contact initiated by them). Their response was of course to send more data. What a surprise! “Bring me a rock. No not that rock”. No contact again from support after 24 hrs. Next we’ll see who they try to blame.

Now I’ve paid hard earned dollars for an app that stopped functioning as soon as they got my $$. 

DON’T waste your time or money. Try other apps.",1,False,Rgacpa,Don’t waste your time or $$,,AppStore
69,2022-07-30 21:26:22,"After using for approx 3 months, 2-3 times a week I have to say, I am not happy. Around 40-45 minutes into any workout, randomly the watch app closes. And it’s not every time. Most recently I was in the middle of an 800yd set, which was the last one of the main workout I designed. When I hit the wall to check time, it was just Blank. Which means it didn’t record over to Strava or my health app on Apple. Overall I like it, which is why it got 3. But it is very frustrating to find the app closed after a workout is not quite done.",3,False,Bagworth bilbo bottoms,Random Shuts Down,,AppStore
70,2022-06-08 16:05:40,"I got this app because it looked like the perfect thing to help me keep track of complex structured workouts as I train for my first 70.3. Unfortunately it was more harm than help.

* The phone app constantly, constantly nags for a subscription when you’re inputting custom workouts
* It often looks like things you input aren’t saving and other times it just doesn’t save them.
* The watch — unlike every other app — starts your workout paused
* It doesn’t track your swims by distance, but by time, so if you don’t know your precise swim speeds, tracking is way off
* Without an interval set it forces you to unlock, swipe and tap “next set” in between every lap.
* Tapping “next set” re-locks the watch, but only sometimes.

I need a really, really good swim tracking app, and I’d be willing to pay for it (maybe not subscribe, but I’d pay). Workout content is second. This app gets it backwards and it’s been on the market long enough to suggest that won’t change.",2,True,Ry7n_,"Fiddly, Naggy and Tracks Poorly","{'id': 7973567, 'body': ""Hi there!\nThank you for taking the time to leave us a review! We're always looking for feedback to help make the app better! \nThe app is meant for all levels of swimmers! You can adjust your interval times before starting your workout to allow enough swim+rest time before the next set starts.\nYou can also pause and resume a workout without unlocking water lock by pressing the two side buttons simultaneously. If you'd like some one on one time support with the features of MySwimPro email us at support@myswimpro.com"", 'modified': '2019-03-29T20:03:46Z'}",AppStore
71,2017-12-05 11:33:22,"This is a fantastic app idea that I want to work so badly.  Unfortunately, the number of technical issues keep it from being entirely useful.

The app fails to properly transfer data between the watch and the phone so workouts are lost.

Occasionally, the premium subscription is lost and you have to navigate through a deep menu hierarchy to restore your purchase.

The app doesn’t accurately record lap times.

I have to remember to open a workout on my phone and then open the app on my watch to load a workout, if I do this in the wrong order then I can’t get to the workout I want to do.

For the longest time, it recorded double workouts, but that seems to be fixed now.

Again, it’s just too many technical issues to be something I can strongly recommend.",5,False,bwestmoreland,"Fantastic Idea, Great Plans, Way too many bugs",,AppStore
72,2022-04-20 12:09:55,"I couldn’t tell what I was supposed to do because it was too confusing. I paid for the full membership around 7 months ago, and I’m supposed to have quarterly 1:1 with a coach to help me, but aside from the first meet (which I didn’t know was video chat with the owner, my “coach” and some other guy), I’ve not received any kind of contact since. And honestly, I’ve not really used the app since either because every time I open it I’m just confused. There’s way too much information and since it’s not beginner friendly, it’s super overwhelming. I genuinely wish I hadn’t paid for it, but I definitely cancelled my subscription so I’m not charged again.",1,False,Gaby Stev,What even is it,"{'id': 29341122, 'body': ""Hi there, thank you for taking the time to leave us a review. You should have been receiving emails to set up your next calls. Could you please send us an email to support@myswimpro.com so we can help you make use of all of the features in the app? \nWe'd be happy to make the experience less overwhelming for you and get you swimming to the fullest with the app. "", 'modified': '2022-04-22T22:49:19Z'}",AppStore
73,2022-10-03 18:33:49,My improvements within 4 weeks are hard to believe.  My freestyle is consistently faster by 6% with 100 yards.  And now I swim 250 yards with ease.  I think the improvements are result of having the MySwimPro App on Apple Watch to provide structural training.  And learning about rotation by following a few different drills.  The Apps on iPhone and Apple Watch are both very well done and stable.  The paid subscription is well worth it.,5,False,EddyWong,Virtual coach that works!,,AppStore
74,2023-02-08 07:45:16,"My workout plan doesn’t sync with Apple watch at all. Workout often doesn’t register in the app. I’ve tried all of the steps recommended to remedy these bugs to no avail. It work seamlessly about four or five updates ago. I wish I could back. Even more disappointing give the coming price increase. As helpful as it is, a clunky app isnt worth a $1000 lifetime subscription. The yearly price increase (not yet announced) may be too steep without improvement in performance of the app.",3,False,introverted polyglot,much more buggy since most recent updates,,AppStore
75,2023-01-09 00:05:45,I will say that this app finally got me back to swimming after 4 years of not being able to get back in the pool. I can’t get into a swim team because of reasons so I had the worst time in making workouts for me. This app is worth its money! The way it is structured helps me ADHD brain to finally commit on doing something. My overall life has just become better because if it. I can’t thank you guys enough!,5,False,Helia5111,Life changer,,AppStore
76,2019-11-12 19:33:43,"As a former competitive swimmer getting back in the pool after 30 years, the workouts have been perfect in helping me get back up to speed. While I’ve got a long way to go, I’m not floundering around at the pool swimming junk yardage and made up sets. I’m looking forward to getting into the intermediate and advanced workouts. Plus there are multiple workouts for free, back, breast, IM, kick and sprint - really nothing short of hiring a coach to watch you. Highly recommend!",5,False,Ferrante Family,Love this app!,,AppStore
77,2020-02-28 04:03:15,"****update*****. Administrator fixed the problem within 24 hours of my post. It’s a great app and now syncs with strava automatically.  *****update*****

****original post*****. App is good for recording swimming. I got it only so I could sync data to strava. Been trying for hours to get my workouts to sync. I give up. The accounts are linked, but ok upload. Deleted and reinstalled 3 times. Nothing. So I just manually input the data that this app records.  Oh well.",5,True,Jellyfish1974,"Good for swimming, for strava not so much","{'id': 13718125, 'body': ""Thank you for taking the time to leave us a review! We are disappointed to hear that you have been encountering problems with getting your workout to sync to strava.\n\nWe are aware of an issue currently that is causing some members to not be able to sync properly with strava and we are working to get this resolved as quickly as possible.\n\nIf you send us a message at support@myswimpro.com we'd be happy to help get your trial extended so that you can give the app a proper test with the sync features once it is resolved."", 'modified': '2020-02-26T14:12:52Z'}",AppStore
78,2021-02-26 01:11:53,"With Master Swim sessions at my pool suspended, My Swim Pro has been a great help at improving the quality and focus of my workouts in the pool.  

The daily workouts keep things fresh for me  and It’s great to have the option of tweaking them to fit my needs in the APP.  I also love how MSP tracks and records my entire workout -so cool!!!

When Master Swim sessions come back to my pool I can tell you that MY Swim Pro will be with me for every stroke and kick.",5,False,ktm.2020,Great Training Partner,,AppStore
79,2020-09-15 18:17:37,I really like the ability to write my own workouts with intervals and rest times.  The cool thing is it buzzes when I need to go on the next ‘rep’.  I’m also counting challenged and sometimes forget where I am in a 400 or 500 - a quick glance can confirm where I am on that rep.  I appreciate that I have the option to sign up for a monthly subscription but am not required to to use the basic functionality of the app.  Great development and execution!,5,False,AbeWick,Great app,,AppStore
80,2018-04-09 00:20:55,"I have really given this app a try for at least 3 months.  They fixed the issue of the Apple Watch not responding to the pressure to pause resume etc; but now 50% of the time the workout does not log;  although the workout appears  in the Health app of the iPhone, (and the data comes from the My Swim Pro) but it does not appear in the My Swim Pro app. I wish they could get it to work properly and consistently. Well $75 down the drain.",4,False,Vesinet01,Disappointed,,AppStore
81,2021-07-14 14:08:23,"I'm sure this app does a lot of great things but I only wanted to use the free version to log my own workouts using the Quick Log feature. But after logging my first workout the app will no longer easily let me change the minutes (duration) of my swim--it takes 10+ tries to change the time, if it works at all. It's frustrating and hard to gauge my pace without an accurate time. Any fix for this? I do like that it connects to Strava.",3,False,hansecj,Can't set minutes in Quick Log feature,"{'id': 23952749, 'body': 'Hi there, thank you for leaving us a review we are disappointed to hear you are encountering issues with the Quick Log feature! Can you please use the ""contact us"" form to send us a message at support@myswimpro.com ? It will send us logs to help get this resolved for you!\n\nProfile > Settings > Contact Us', 'modified': '2021-07-15T20:16:50Z'}",AppStore
82,2020-01-16 14:59:53,"I downloaded this app for my Fitbit verse two. When it was installed, I was trying to figure it out; when I set it all up, I chose a workout, then I went on my Fitbit, and then I tap load work out. It said,” connect to phone, error with the connection. ” but so far, I wouldn't grade this app for a lousy star rating. I think it needs to be connected to pads and iPhones. Even I am connected to the wifi; it does it too.",5,False,love grammer,Good bad and between,,AppStore
83,2019-05-13 07:50:10,I was a seasonal competitive swimmer but during the off-season I didn’t have any coaching. This app helped me improve my swimming in the same way a coach would. It gives detailed workouts hat are made for each individual and allows people to start from any fitness level and teach their goals at their own pace. I highly recommend to everyone who’s looking to get into the pool and be productive. No matter the skill level,5,False,hamzakaakarli,Amazing app,"{'id': 9062019, 'body': ""Thank you so much for the kind review! We are super excited to have you apart of the community! We are happy to see that you have been able to improve your swimming using MySwimPro! If you haven't already, join the MySwimPro Global Community on Facebook!"", 'modified': '2019-06-07T16:11:41Z'}",AppStore
84,2019-04-19 18:32:34,"I was worried after my second back surgery that not only was my cycling race career over, but that my working out to stay healthy might be in peril, too. Thankfully, I got back in the water after a near 20 year hiatus. MySwimPro was a fundamentally significant part of my return not just to the pool and swimming, but even a bit of racing here and there. 5 medals in 5 races at my first Masters Nationals gave me the jolt to keep swimming and keep working. But, I always remember to swim happy!!",5,False,Wasabi2011,Swim Happy!,"{'id': 8296857, 'body': 'Thank you for the kind review! We are super excited and proud of all your accomplishments! Happy Swimming!', 'modified': '2019-04-20T15:57:35Z'}",AppStore
85,2019-06-27 15:52:56,"I’m not one to write reviews, but I felt that this was important for those looking for a swim app. There are no free workouts at all, and when I tried to create a workout, I couldn’t find it again in the morning. It was very upsetting for me that EVERYTHING, from technique videos to training plans, all required payment to continue. As a college student who already doesn’t have much money to spare, yet wants to be able to improve swim speed and endurance before swim season, this app has been frustrating because of the inability to use any of the workout programs without paying the $20/month or $120/year subscription fee. Very disappointed.",1,False,an0nym0us0156,There is NO FREE TRAINING MATERIAL,"{'id': 9407327, 'body': ""Hi there, thank you for taking the time to leave us a review! We greatly appreciate the feedback. The workouts you created should have been saved. We'd like to help get this taken care of for you. Can you please message support@myswimpro.com and mention this review?"", 'modified': '2019-06-28T18:42:27Z'}",AppStore
86,2023-02-16 18:18:07,"I turned 45 in the middle of the weight loss program and this app has, no joke, changed my life haven’t really lost weight but I lost inches and have improved my cardio 5 fold and am now adding running and sprinting.  Most importantly this program combined with using the “expandalung” device has eliminated my asthma in a month and I’m not even finished the program, crazy.",5,False,mongopush4life,Life changing,,AppStore
87,2019-11-08 15:26:05,"Been loving the app for months, without issue but....In the last few weeks the pause function in the workout stopped working. I updated to the newest version and the problem was resolved until midway through a workout. I just tried it again and the swim workout cannot be stopped, paused, or otherwise interrupted during a workout. It’s very frustrating.",5,False,sjxihebdusvak,New glitch,,AppStore
88,2018-10-09 13:23:35,"I have been using this app to train in the pool. My laps, strokes, time has been accurately uploaded to this app and Strava. I am also able to load the workouts. I currently have the Apple Watch 4 LTE and I’m sure it will work fine with the GPS only version. The app also automatically turns on the water lock on the phone and still lets you look at the screen when raising and looking at your wrist.",5,False,ElwingXI,Works great on Apple Watch 4,"{'id': 5511946, 'body': 'Thanks for the feedback!', 'modified': '2018-10-15T21:30:31Z'}",AppStore
89,2021-05-20 02:34:20,"I wanted to try this app out because it had great reviews and others I know use it. The signup process was tedious, the amount of emails I have received already is overwhelming, and when I tried to watch some videos through the iOS and iPadOS app, the video would try to launch, but then it would close the video immediately after trying to watch.

It was enough of a bad experience within the first 5 minutes to turn me away given the high price tag. I would hope that this money would be put to good use developing a high quality app that works.",1,False,Brannon T.,First Impression was not good,"{'id': 23115005, 'body': ""Thank you for taking the time to leave us a review. We are disappointed to hear that you didn't have a great experience and value your feedback! We are aware of the video issue and issued  an update that resolves it!\nHead to the app store > Tap the profile icon(top right) > Swipe down on the page to force a refresh > \nScroll down to MySwimPro > Tap Update. \n\nLet me know if it works at support@myswimpro.com\n\n\n"", 'modified': '2021-06-01T01:05:38Z'}",AppStore
90,2023-12-11 18:22:26,"Apparently you can’t do much in this app without either paying substantially for a subscription - would be nice if they told you that prior to wasting ur time.

Also, apparent major bug: Can’t enter current weight or target weight. You input the numbers easily, but there’s no way to hit the “Next” button because the keypad is hiding it.

If you DO find the place to tap to remove the keypad … it changes your weight to 400. Nice",3,False,DaveFer,"Apparently can’t do much without sub, and major bug",,AppStore
91,2022-06-18 11:54:49,I got this app so I can customize my workouts and swim at my own pace. After three months of creating workouts I no longer can update my workouts to increase the distance because a very expensive subscription is required. I will have to go back to index cards to create my new workouts and only go in this app to record my workouts.  I suggest you create an option where the user can only customize their workouts and log their workouts. All the other stuff on there I don’t even look at.,2,False,Mltrevi,So disappointed,,AppStore
92,2019-09-03 04:18:59,"The app on my watch works great! I swim with a team, so I don’t often load a workout, but when I do, it’s a great workout tool. Normally we have a listed workout, so I start the app, put it in drill mode if we’re only kicking and it does a good job of recording my workout and times and strokes. 

The problem comes when trying to analyze the workout on my iPhone after. Moving from screen to screen makes you want to tear your hair out with the lags and delays if not often down right freezing and often a sudden quitting of the app.

And trying to load a workout for use on the watch runs into similar lags/freezes/reboots. 

This behavior has only appeared this year and reports to support have been unable to solve the problem with each subsequent update. 

It’s frustrating because there is a lot of useful data out there. You just can’t easily access it.",2,False,wvayens,Too frustrating to recommend,,AppStore
93,2019-04-17 23:03:52,I found the description to be a bit misleading for a free app. Yes the app is free but there is nothing you can do with out the paid subscription. I’m training for a triathlon and wanted a good resource to help with swimming workouts but the 7 day trial isn’t a long enough evaluation period for me to see if I want to spend $20/month on an subscription. I can track swimming on my Apple Watch so I don’t need the app without the premium features at all.  I thought that was a too costly considering I can’t tell what I would really be getting since everything is locked down. No thanks.,2,False,kedwards1212,Subscription Required,,AppStore
94,2022-11-29 03:00:19,Have been using MySwimPro for a few weeks now and I’m really enjoying how it keeps my workouts fresh and sequences them to push me to improve. I especially love the interval tracking and haptic feedback on the Apple Watch—it takes all the set thinking out of the picture and allows me to just focus on swimming hard :),5,False,thaby,Great tool for better swimming,"{'id': 33595563, 'body': ""Thank you for taking the time to leave us a review!  If you have have questions, don't hesitate to reach out to us! Happy Swimming!"", 'modified': '2022-12-07T19:51:00Z'}",AppStore
95,2021-07-29 15:45:44,This app really helped me keep track of my swim workouts when my swim team season ended I was trying to keep swimming an hour everyday but I wouldn’t have time to right down a workout and I was so used to my coaches making the workout that without them it was hard but this app really helped me keep track of what I was doing 10/10 recommend,5,False,read percy jackson,GREAT!!!!,,AppStore
96,2021-07-27 03:57:40,I’ve been a competitive swimmer for three years i’m 16 now and my club is on a month long break. i was looking for ways to not only stay in shape but get better while away at the same time taking a break from swim. these are the perfect workouts to work on whatever you might struggle with. a complete guide showing you what to do and when do it it’s amazing.,5,False,babybaker04,MYSWIMPRO DRYLAND,,AppStore
97,2018-11-29 23:21:44,"The perfect training tool! With this app on my watch, I actually show up to the pool and get a tough workout in. I swam my whole life and played water polo in college. After college I struggled with swimming on my own, it’s just so boring! MySwimPro definitely helps with keeping me accountable. Perfect training for masters swimming and polo. Love tracking everything too, cause “numbers don’t lie!”",5,False,h2opaige,Helping this former collegiate water polo player get in shape,,AppStore
98,2018-12-27 14:15:00,"I’m a swimmer on a team who likes to track down what we do every day. We swim about 2 times a day for 6 days a week and whenever I try recording my times from meets, it doesn’t even record down the time and I have to do it all over again. It’s very buggy and it’s split recording isn’t good. The good part about this app is that it makes it easier to record our practices and times but however, with these problems it makes it nearly impossible to.",3,False,jumbosocks,It’s a good app but has some problems,"{'id': 6646973, 'body': 'Thanks for the feedback - sorry about the problems! We are working to fix a few bugs related to saving race times. We would love to hear more about your split recording - please reach out at ios-support@myswimpro.com so we can improve!', 'modified': '2019-01-02T21:46:38Z'}",AppStore
99,2022-10-20 19:01:04,"Been using for years and used to like it a lot. I understand the developers have to make money, but these days it’s quite annoying to use this app if you don’t need any to sign up for one of their paid subscriptions. It’s constantly barraging you to subscribe, make a training plain, etc. 

If you want to use this app as your coach it’s probably a good one. But if you just want to track your swimming activity, there are probably better options now.",2,False,prodrig72,Only worth if you have a paid subscription,,AppStore
100,2018-06-01 18:54:03,"I have been using this app for almost 3 months and just finished one of their training plans. It’s been a great experience both in and out of the pool as the team really listens to and welcomes feedback. 

It has a great swimming glossary built into the app to help clarify any terms you might not know. In addition to that it’s easy to use and saves you having to memorize or write down your routines.",4,False,Tytytravel,You don’t have to swim like a pro to love this app,"{'id': 3759443, 'body': 'Thanks for the feedback! Happy swimming!', 'modified': '2018-06-07T17:10:42Z'}",AppStore
101,2019-06-05 05:02:41,"As a former high school swimmer, I’ve been looking for a swim app that would not only record my stats but assist me with endurance, speed, and technique while physically in the pool. I can’t tell you how ecstatic I was after my first swim with this app. Total game changer !!! I can finally brag to my husband about all my metrics and geek out on all the analytics and swim plans!!! It’s like having your own personal coach on your wrist. Thank you!!!",5,False,thirtysomethingdino,Game changer,"{'id': 9061850, 'body': ""Thank you so much for the kind review! We are super excited to have you apart of the community! If you haven't already, join the MySwimPro Global Community on Facebook!"", 'modified': '2019-06-07T16:00:40Z'}",AppStore
102,2020-07-14 12:07:11,Have always been a swimmer. Needed some structure now that I live in an area without master swimming teams etc. Have been using this app for two years and appreciate it every time I complete a work out. Am not connected to a watch / device at this point and that is a little limiting at times.  Using Form goggles and only wish the two were connected.,5,False,Ivy Silver,Helped me get back into Seim shape,,AppStore
103,2023-06-10 02:36:22,"Freaking LOVE this app! I wish it was easier to filter the workouts by things like equipment or add dynamic adjustments to intervals when you miss some, but those are really minor gripes. I love not having to write my own workouts but being able to customize the premade ones if I want to. This app has made lap swimming so much more fun!",5,False,flurry123,"Best app, 10/10",,AppStore
104,2021-09-17 00:50:44,Having to unlock the watch just to switch the reps is very difficult because there is water on the watch and that messes with the screen heavily. Only way it’s possible is to dry your hands and the watch every time. My suggest is being able to double click the crown button or side button to switch reps. I think this is a pretty big pit fall which is why I gave 3 stars. Otherwise it’s a great app.,3,False,Maverick 044,Switching reps is less than ideal,,AppStore
105,2022-03-18 14:21:47,I love this app! As a swimmer this app is super user friendly and simple. I don’t have the premium version but the free routines they have are still good quality. I also love that you can make your own personal workout and track it. The only thing I wish for is more free routines. But besides that I love everything about this app.,5,False,catgirl959,Great App!,"{'id': 28836280, 'body': 'We are glad to hear it! Happy Swimming!', 'modified': '2022-03-28T19:49:14Z'}",AppStore
106,2022-01-27 21:19:13,"As a swimmer there are many things you need to know, watch, learn, practice and count. Having a coach was something that helped but had limitations especially if you change countries and travel. Since I started with MySwimPro I felt the best professional coach I can ask for is back with me always whenever I need it.",5,False,Vega Omar,Excellent swimming companion,"{'id': 28429878, 'body': 'Thank you for taking the time to leave us a review! Happy Swimming!', 'modified': '2022-03-07T16:19:08Z'}",AppStore
107,2023-03-22 20:49:51,"I love this app, it makes swimming fun and I look forward to using it every day. The only reason I am not giving it 5 stars is because it does not keep track of my lap times very well which in turn messes up the swolf score, my best times and lap splits, etc. That being said, I have tried the available swim apps and this is still the best swim app out there!",4,False,hx815,Very user friendly,,AppStore
108,2022-04-26 02:48:55,MySwimPro sets the ‘gold standard’.   I’ve hesitated to write a review until I really put this app thru it’s paces. It has been almost 4 years  since I started using MySwimPro.   Communication with there team is excellent.  The diversity of workouts is endless and there are training plans for every need from the beginner to the triathlete or masters swimmer.,5,False,dfree62,The one and only,,AppStore
109,2018-03-25 02:56:13,"This app looked like a promising way to make my swim sessions more interesting but instead I got:

* A “free” trial that ended in 30minutes (as soon as I cancelled auto renew). Apple still says my subscription should be valid for a week but the app suggests otherwise and keeps prompting me to sign up for premium again. This is in the best case a bug and most probably against apples terms of use.

* Their companion Garmin app for the 735xt simply doesn’t work. It asks me to login via Garmin connect but in Garmin connect, under the app settings page it doesn’t provide any interface to enter your credentials like other Garmin connect apps do. Hopefully that’s a bug that can be fixed.

* Initially Garmin sync would reset itself every time I entered “Account Settings”. I had to uninstall and reinstall the app to get that working as expected.

It’s a real pity as pool swimming can be quite monotonous without a coaching aspect.",1,False,Abhi666,Shady trial structure and Garmin 735 issues,,AppStore
110,2023-06-10 16:18:33,"I have been using the app since it was launched. Today I use it to measure pace, etc. I utilize the sync/import my workouts feature for the most part. However since the last couple of updates, they have come through broken. My 200s come through as 25s, 75s…even though when I look at them in the iOS Fitness app they are tracking together. Please take a look. Thx",3,False,MDW537368,Please fix swim import feature,"{'id': 37254988, 'body': 'Hi there, thank you for taking the time to review. This issue should now be fully resolved! Please reach out to support@myswimpro.com if you are still encountering issues!', 'modified': '2023-06-21T15:34:25Z'}",AppStore
111,2021-02-08 23:00:25,"I encountered some issues that stopped the app from working at one point.  Thankfully, installing the most recent version fixed them.

The app makes it reasonably easy to write up and execute your own workouts.  Times recorded are not very accurate, but that may be more a function of the Apple watch than the app - each swim may be off by several seconds.",4,True,Lebo2k,Issues fixed with new version,"{'id': 20936612, 'body': 'Hi there, thank you for leaving us a review. We are disappointed to hear about these issues!\n\nWe have not made any changes to free and paid versions in the timeline you listed. Can you please send us a message at support@myswimpro.com so that we get everything working as it should be for you? \n', 'modified': '2021-02-08T19:10:40Z'}",AppStore
112,2022-01-29 00:42:11,"It is a good app with good plans. I use it most every day. The biggest issue is it doesn’t work with high end Garmin watches to export swim plans although it sells this as a feature. I have the MK1 and integrating between the app and devices is so complicated and never works. Even their customer service team could t figure it out.  

This also isn’t a product for people on a budget. You can find so many free workouts online. So it’s good but could be great. Just do your research.",2,False,Christoph Thomp.,Poor Integration for Garmin Swimming,,AppStore
113,2020-05-06 01:35:48,"I switched from Apple Watch app because I’m looking to get more accurate info on my work out. I’m having trouble to connect to Facebook to connect with people, it keeps on kicking me back out. Now on my Facebook page it shows I have the app connected and it gave me my work out notification. But I’m not able to connect on MySwimPro. I didn’t upgrade, is that why it’s not working?? Please help.",4,False,Lynnandy,Facebook bugs,"{'id': 15138271, 'body': 'Hi there! We are disappointed to hear about the issues! Could you please send us a message at support@myswimpro.com so we can get this taken care of for you?', 'modified': '2020-05-06T17:54:02Z'}",AppStore
114,2020-11-20 11:38:21,"I have a Garmin watch and I can’t see any benefits of using the free app, the info appears to be about the same you get for free with your watch app. It seems the Apple Watch features are great for doing workouts in the pool. However, there are no free workouts, everything has to be paid for, even stuff that is free on their website and the price is really ridiculous if you just want the workouts. May be worth it if there is actually a proper coaching strategy but not sure that’s the case, didn’t even go for their free trial. Deleted.",1,False,teiamanu,Only makes sense if you have an Apple Watch and lots of money,,AppStore
115,2018-08-07 17:45:13,"I was in the process of completing one of the training plans when I took a 6 week break for vacation. I needed to restart the program and no matter what I did on the app, I wasn’t able to go back to the first set of workouts. I emailed support through the app and received instantaneous responses fixing the issue in a matter of moments. Love this app!!!",5,False,am84622n,Great customer service!,,AppStore
116,2017-12-07 01:08:34,I have been using the app a few months and have actually switched to an annual subscription due to the value I gained from it. It is the next best thing to having a live coach and their customer service is the best I have seen from any app developer. Definitely a smart investment for any level swimmer.,5,False,Ena iMac,Fantastic app that actually works well on your watch,,AppStore
117,2022-11-22 08:30:27,"I love all the features of this app and it truly is top notch. Unfortunately, the cost of subscription is unreasonably high. I understand the amount of work and the excellence that went into this, but it doesn’t serve people who need an app like this that is reasonably affordable. I already pay a gym membership premium. Having this would be excellent for training, but would be like adding an additional gym membership to my budget. 
If the subscription is ever lowered substantially, count me in!",2,False,Wilbacca,Great app! Too expensive,,AppStore
118,2021-01-25 14:08:58,The workouts are not challenging or tailored to my performance—annoying since the app has spent nearly 2 years collecting my data. The videos and various workouts can all be found (better) on the internet. Hardly worth $119. You’ll also receive all sorts of emails and “training” videos that are essentially advertisements pushing some product they’re in a partnership with—like a $200 device to build lung capacity. This may be helpful for beginners but if you’re an intermediate or above swimmer it’s not worth the money.,2,False,french docteur,Why bother,,AppStore
119,2019-12-03 17:31:56,"I downloaded this app with high hopes. Unfortunately I encountered multiple issues right from the start, and eventually gave up and deleted it. 

After downloading the app to my phone and registering, I tried to open the app on my watch. It didn’t recognize that I had registered on my phone and wouldn’t move past the login screen. I had to restart my watch for it to log in. 

Once I got past the login screen and tried to start a workout, the app froze on a screen telling me to spin the crown and force push the screen before I could move on to the workout screen... and I ended up having to restart again. 

Finally I got back in and started a workout. When it was time to end the workout, I spun the crown to unlock it... and then the app locked up again. I couldn’t end the workout. 

3 restarts in the first 10 min of using the app. Don’t waste your time.",1,False,CrackerJack77,Don’t waste your time,,AppStore
120,2021-05-10 23:48:02,"When using Garmin watch, it does not record distance for kick sets and distance is off on other intervals occasionally.  Also, it does not recognize your rest time for each interval, pace per 100 recorded in Strava includes rest, which is inconsistent with my previous workouts so makes progress monitoring challenging.",4,False,333carrie,Does not record distance correctly,,AppStore
