,review,rating,title,keywords_by_method1,keywords_by_method2
42,"This isn’t really a critique it’s more me asking if a feature could be added. I’m currently training my surfing and I need an app that can train my paddling and record distances, etc.. There are surf apps for tracking but those are mostly for surfing not training the paddling endurance. I was wondering if paddling could be added to the type since I’m sure it could be tracked as if it was free styling. Everything about the app would work with it, I’m planning on testing it out with free style stroke and see if it works well. 

Thank you.",5,Paddling Feature Request,"['paddling', 'n’t', 'critique', 'feature', 'added', 'record distances', 'training', 'surfing', 'app', 'free']","['training paddling', 'paddling endurance', 'paddling added', 'paddling', 'wondering paddling', 'paddling record', 'train paddling', 'training surfing', 'surfing training', 'tracking surfing']"
43,Getting back in the water after being out for two years because of surgery and Covid. Right now I am using the app as a structured way to stay focused and not get overwhelmed from the thousands of yards to train. So far it has really helped in slowly getting back into the groove of everything. Utilizing The Apple Watch has been a great way to see and track heart rate during the work out as well as yardage and the intervals to stay focused on what’s in front of me and not what’s to come.,5,Getting back in water from being out for 2 years,"['surgery and Covid', 'stay focused', 'Covid', 'Apple Watch', 'yards to train', 'back', 'slowly getting back', 'water', 'years', 'surgery']","['app', 'apple watch', 'using app', 'track heart', 'utilizing apple', 'stay focused', 'way track', 'track', 'work yardage', 'heart rate']"
44,My very first time using it I swam 1600 yards in open water. I went to stop my workout and save it but it wouldn’t let me. The time showed 20 minutes but after changing out of my wetsuit I checked to see if I could try and save my workout and it was now showing 2600 yards but still 20 minutes. Every time I tried to save my swim it would give me an error. Nothing would work. It then drained my battery so fast that my battery didn’t even last half the day when usually I can go two full days before battery dying. It must have been stuck and still using GPS functions and killed the battery. I was very hopeful for this app as it was supposed to sync with Strava. I guess now I will just wait and hope that Strava comes out with a swim workout feature on the Apple Watch soon.,1,Freezes on Apple Watch,"['open water', 'workout', 'save', 'yards in open', 'battery', 'time', 'yards', 'swam', 'water', 'Strava']","['apple watch', 'swam 1600', 'save swim', 'sync strava', 'workout feature', 'workout save', 'save workout', 'battery didn', 'swim error', 'swim workout']"
45,"I began training and racing in triathlons last year. Previously I had been a college rugby player with very very little swimming experience. Using the MySwim app has helped me so much. The main thing has been the ease and convenience that comes with using it on my apple watch. Prior to using the app on my watch I was struggling to improve on my swim, all I had was a Nixon surf watch that I used as a stop watch. Now I can measure my length speed, work in drills, and reps all on the watch app, then I can go look up stats on the mobile app. I love this app and will continue to use it in the future.",5,Great App,"['triathlons last year', 'began training', 'training and racing', 'racing in triathlons', 'watch', 'app', 'year', 'college rugby player', 'began', 'training']","['myswim app', 'app watch', 'watch app', 'apple watch', 'improve swim', 'racing triathlons', 'triathlons', 'swimming experience', 'using myswim', 'triathlons year']"
46,"When I first download the app they had an update, and none of the tutorials videos works. Upon contacting customer support they were more than helpful and provided working links to all the video within a timely manner. In addition, you can download all the swim workout as a pdf and print it out. However, It a bit of a bum but understandable that the garmin sync for easy workout transfer doesn’t work. However I was surprised they even offered the feature they also have it for Fitbit and Apple Watch.",5,Review,"['tutorials videos works', 'tutorials videos', 'videos works', 'contacting customer support', 'provided working links', 'Apple Watch', 'download the app', 'update', 'Fitbit and Apple', 'timely manner']","['garmin sync', 'fitbit apple', 'workout pdf', 'download swim', 'understandable garmin', 'videos works', 'garmin', 'fitbit', 'apple watch', 'feature fitbit']"
47,I have been using My Swim Pro for about two months and I am truly amazed at the ability of the app to create bespoke training plans for me.   Time seems to fly by now in the pool.  My technique and fitness are very clearly improving and I am enjoying the global MSP community tremendously.   I have contacted the support team with questions twice and had immediate responses and quick solutions.  This is such an incredible deal for what truly feels like one on one coaching and support.  Thank you SO much My Swim Pro!,5,"So grateful, and feel really lucky to have found MSP!","['create bespoke training', 'bespoke training plans', 'app to create', 'create bespoke', 'bespoke training', 'training plans', 'Swim Pro', 'MSP community tremendously', 'global MSP community', 'Swim']","['swim pro', 'using swim', 'thank swim', 'coaching support', 'training plans', 'ability app', 'pro months', 'pool technique', 'swim', 'bespoke training']"
48,"when you open the app, it presents all this cool stuff, like workouts, videos, but absolutely none of it is included in the free version. this is what other reviewers are commenting on, and the developers don’t seem to get that. the effect is that the free version feels like little more than an advertisement for the $30/month paid version.

let’s take the workouts, for example. you can save custom workouts, great! but where are you going to get these custom workouts? for a casual user like me, i can get all kinds of dry land workouts from the nike app—which is genuinely free and excellent. i can get pool workouts on the internet. if this app would include even one beginner and one intermediate app in the free version, it would have some value for casual fitness swimmers. i’d even pay $5/month for a modest selection of workouts and videos. i don’t need coaching support or video feedback. i just want to swim better, not necessarily faster.

tl;dr. this app is only for swimmers who are primarily concerned with lap times and who don’t have a team and are willing to pay for a pretty expensive app.",1,"no value to free version, paid is too expensive","['cool stuff', 'free version', 'workouts', 'app', 'version', 'free', 'n’t', 'free version feels', 'stuff', 'custom workouts']","['app swimmers', 'expensive app', 'nike app', 'paid version', 'app free', 'free version', 'swimmers pay', 'pool workouts', 'fitness swimmers', 'custom workouts']"
49,"I’ve been using the app for over two years and love the app, the coaching, and the people behind the app. I have dropped significant time across all strokes and with that confidence I’ve been competing over the last couple of years. It’s a coach on my watch. 

The latest innovation around test sets will push you to your limits and i love it! It pushes me way outside of my comfort zone and gives me motivation to improve. 

No matter what level of swimmer you are, this app can help you!",5,Continuous Improvement on an Already AMAZING APP,"['confidence I ’ve', '’ve been competing', '’ve', 'app', 'dropped significant time', 'years', 'coaching', 'people', 'love', 'dropped significant']","['swimmer app', 'app coaching', 'app help', 'app', 'level swimmer', 'app years', 'love app', 'using app', 'people app', 'swimmer']"
50,"This is one of the few applications that totally enhance your workouts, and that I cannot live without. I was not great at creating my own workouts, and after swimming competitively in high school, was missing the structure that a coach would provide in a season. This app’s workout structure is varied, purposeful, and expertly crafted - couldn’t ask for better. Also, in general, one of the best UI/UX designs in a fitness app I’ve ever used. If you swim or previously swam competitively in high school/college, get this app.",5,"If you swim, get this app.","['applications that totally', 'totally enhance', 'high school', 'competitively in high', 'school', 'app', 'applications', 'totally', 'enhance', 'live']","['app workout', 'fitness app', 'creating workouts', 'workout structure', 'enhance workouts', 'workouts swimming', 'workouts live', 'designs fitness', 'fitness', 'workout']"
51,"I’m done with this app. Don’t get me wrong this app is great and I’ve loved using it as I’ve gotten back into swimming. However somehow I got logged out of my account and couldn’t remember the password I used when I first set up the app. I’ve requested several password resets over the course of a week and have not received one in my inbox, spam, or junk folders. I’ve reached out to MySwimPro through their support site and social media and have heard nothing. From this experience it’s evident to me that this team could care less about their customers and is more concerned with getting your money and funding than helping current users with issues. Oh well at least I can save $100 a year now when I cancel my subscription because I can’t even use the app anymore.",1,Poor customer support,"['app', '’ve', 'n’t', '’ve loved', 'back into swimming', 'app anymore', 'password', '’ve requested', 'n’t remember', '’ve reached']","['myswimpro support', 'myswimpro', 'reached myswimpro', 'cancel subscription', 'password resets', 'use app', 'app anymore', 'app', 'wrong app', 'app great']"
52,"First off I’m just starting off swimming and have used the app once with my watch and it seems to have done what I was hoping it would do.  I’m not a sophisticated swimmer so I can’t comment on all the analytics etc. 

My frustration is with being billed for a yearly subscription.  There are 15 different subscription options all different, I thought when I downloaded the app that I would have 7 days to try it and then would go month to month.  Instead I wake up to a one year bill and a note from Apple saying I can’t change my subscription. 

Well you have me know and I will use the product but 15 different subscription options seems deceptive and overly complicated.",2,Frustrating Subscription Options,"['starting off swimming', 'subscription', 'subscription options', 'starting', 'swimming', 'watch', 'hoping', 'app', 'n’t comment', 'sophisticated swimmer']","['subscription options', 'yearly subscription', 'different subscription', 'change subscription', 'subscription', 'app watch', 'subscription know', 'subscription 15', 'billed yearly', 'app days']"
53,"Meh. It’s ok. Downloaded it for the drill/kick set mode. That part is fine. I saw there was a custom workout feature that let you program in your workouts. Disaster. Requires constant messing around with my watch to move to the next set. Also thought the option to program a dry land workout was nice except it only lets you choose from a library of pre determined movements AND a simple pull up isn’t one of them (along with a lot of other basic, common movements). Lots of great potential here but a lot to be desired…maybe in time it’ll improve. At least I didn’t spend money on it.",3,Meh. Ok. Lots of room for improvement,"['Meh', 'lot', 'kick set mode', 'set', 'program', 'workout', 'n’t', 'movements', 'kick set', 'set mode']","['workout feature', 'custom workout', 'program workouts', 'workouts disaster', 'downloaded drill', 'land workout', 'kick set', 'program', 'watch set', 'option program']"
54,"Recently got a series 3 AppleWatch and was looking for a good swim workout app. Most of the reviews were positive for MSP so I thought I’d give it a shot. Prior to the recent update it was great, I’m not a pro swimmer so the basic features do just fine. Love that it posts to Strava & I have the ability to share on social media (I’ve got support people around the country that like to see my progress). Now with the 07/22 update the app doesn’t recognize my strokes or distance and often asks me if I am still swimming. I cleared the cache on my phone & watch, restarted the watch and it still doesn’t work right. I would have given it a higher mark because I like the app but it is now broken & virtually unusable to me...",2,Recent Update Issues,"['good swim workout', 'swim workout app', 'good swim', 'swim workout', 'workout app', 'positive for MSP', 'Recently', 'series', 'AppleWatch', 'app']","['series applewatch', 'applewatch', 'watch restarted', 'app broken', 'applewatch looking', 'workout app', 'restarted watch', 'swimming cleared', 'phone watch', 'msp']"
55,"Having some problems with the app recording my pool sets, I reached out to Myswimpro and Charlie Brown replied. We were able to set up a WebCam meeting where Charlie successfully diagnosed the problems, walked me through the fix and everything works now as it should. I highly recommend the app and Charlie was both professional, friendly and very helpful. I would highly recommend this product and the company. Great product and great customer service, five stars.",5,Help with app in Apple series 6 watch,"['Charlie Brown replied', 'Brown replied', 'Charlie Brown', 'Myswimpro and Charlie', 'recording my pool', 'Charlie successfully diagnosed', 'pool sets', 'Charlie', 'app recording', 'Myswimpro']","['recording pool', 'app recording', 'recording', 'problems app', 'webcam', 'app charlie', 'set webcam', 'myswimpro charlie', 'webcam meeting', 'app']"
56,"I had just started swimming again after not swimming for years and had recently became a lifeguard (again). I wanted to swim faster than my coworkers but just general fitness in general, so I took it upon myself for one of their annual sales for a year. Did it. I even had problems with the dry land part of the app syncing to my watch, CS (customer support) was more than happy to help with everything. All of you working on this app are awesome and thank you!",5,Dude. Love the app and the people.,"['started swimming', 'swimming', 'lifeguard', 'started', 'recently', 'swimming for years', 'general', 'wanted to swim', 'swim faster', 'annual sales']","['started swimming', 'wanted swim', 'swimming', 'recently lifeguard', 'lifeguard wanted', 'swim', 'swimming swimming', 'fitness general', 'app awesome', 'swim faster']"
57,"Decided to use this app for the first time to go for the world swim day event. It did not sync with the apple activity app so none of my previous workout showed up. I then started a new workout in the MySwimPro Watch app on my AW2. From the start it was good. Laps got recorded. Approaching the end of my 1 mile swim, I wanted to check how I went and how much I got left, turned my wrist and found the app spinning. Stopped and waited for it to load and only to find that eventually NOTHING got recorded!!! I was outrageous. Such bad UX. Why not just let people use the Apple activity app to log?! Now my activity app also did not log anything. Because this app blocks it to do so. Really upset and probably won’t use again for something I even need to pay to use.",1,Crashed and nothing logged,"['swim day event', 'world swim day', 'day event', 'app', 'apple activity app', 'activity app', 'apple activity', 'world swim', 'swim day', 'MySwimPro Watch app']","['watch app', 'log app', 'activity app', 'myswimpro watch', 'app log', 'wrist app', 'apple activity', 'app spinning', 'use app', 'app did']"
58,"I’ve been using this app for the last two years and it’s been largely good.  Mostly right about what stroke I’m swimming (though it doesn’t understand what I think of as Breaststroke), decent on splits and intervals, ok on open water (sometimes doesn’t accurately measure a short open water course I frequently swim).  Recently improved to recognize kicking.

Yesterday and today however it fails to recognize my distances.  No that wasn’t 20x25@:40, I swam a 500 warmup.  All sets, all intervals are now 25’s. I thought one workout was anomaly, but it’s now 2 in a row.  I actually downloaded bug fixes between the two workouts.  Please fix this!",2,Great until yesterday,"['largely good', 'open water', 'short open water', 'n’t accurately measure', 'n’t', 'good', 'short open', 'open', 'water', '’ve']","['workouts fix', 'workout anomaly', 'fixes workouts', 'recognize distances', 'fails recognize', 'swam 500', 'accurately measure', 'improved recognize', '500 warmup', 'swimming doesn']"
59,"I took me a really long time to just log a swim workout just now and every time I clicked “save” to add a set, pops up their ad to subscribe monthly or annually, EVERY SINGLE TIME. I understand that there’s bugs and trying to fix that with even more updates, but I liked the old versions better. It’s not a one star because of the personalization and it’s awesome for that aspect, but for someone who already swims in a masters team and would like an app that can simply log a workout that has different features (equipment, intervals, effort), this app is starting to be way too much for me and I don’t like how it’s not streamline.",2,"Great App, updates are too much","['SINGLE TIME', 'long time', 'add a set', 'monthly or annually', 'subscribe monthly', 'time', 'time I clicked', 'SINGLE', 'save', 'swim workout']","['ad subscribe', 'log workout', 'subscribe monthly', 'app', 'app simply', 'effort app', 'just log', 'simply log', 'personalization', 'log swim']"
60,So far I like the app. There are a few issues I have with it. One is that you have to have the membership to do any of the dry land workouts. Another is all the ads for the membership (most apps do that and I get why but it is still bothersome). I will definitely use this app but am disappointed that I have to look for land workouts elsewhere when it seemed like I was going to have both land and water workouts in the same place.,4,Great but Limited,"['land', 'workouts', 'land workouts', 'membership', 'app', 'dry land workouts', 'dry land', 'issues', 'apps', 'bothersome']","['membership apps', 'app disappointed', 'land workouts', 'use app', 'workouts ads', 'app', 'app issues', 'like app', 'apps', 'workouts place']"
61,"As the title suggests, in theory, this would be an awesome app. However, I can’t tell you how many times this program raised my stress levels before I even started a workout.

I’m working with the “Couch to 1K” training program and more often than not, it incorrectly selects the wrong “next workout in the plan.” Also, often times a workout comes up and when I start it, it immediately ends. With the integration with Strava, I have all these workouts of 0s which of course, I waste time deleting. Similarly wasted time deleting them from the Activity app.

Also, even though my workout preferences are set to meters, my workouts show up in yards. So instead of an 800 m workout, it gets synced with Strava as 754m.

Then there’s the cost. $160 a year is a lot for such a big-ridden program.",5,"In theory great, in practice it’s so annoying","['title suggests', 'workout', 'awesome app', 'program', 'Strava', 'suggests', 'theory', 'Activity app', 'app', 'title']","['app workout', 'strava workouts', 'activity app', 'synced strava', 'awesome app', 'workouts 0s', 'workout gets', 'workout preferences', 'times workout', '800 workout']"
62,"Up until this summer, I was able to create a simple workout and that was good for me - I know my times, I’m not looking to win medals or meets, but just wanted something that tracks workouts and tells me when to push off the wall. Now I can’t even edit the workouts I had before the latest update and literally everything  is behind a $180/yr paywall. It’s unfortunate, really, because it was the best out there, but the new interface is a step in the wrong direction and the cost is unreasonable. Even if they’d have offered an inexpensive option to just make your own workouts, I could be on board, but this isn’t worth the hassle.",1,"Free version is useless, borderline false advertising","['medals or meets', 'create a simple', 'win medals', 'simple workout', 'tracks workouts', 'workouts', 'summer', 'times', 'meets', 'wall']","['edit workouts', 'workouts board', 'tracks workouts', 'workouts latest', 'simple workout', 'make workouts', 'workouts tells', 'workouts', 'workout', 'new interface']"
63,"UPDATE #2: Well I guess I’ll leave at 1star. Read below if you want to read my rant. So far only 2 of 3 swims have recorded any heart rate. Tech support hasn’t responded again. Just doesn’t work. Save your money and just use Apple health. Never used coaching or other addon apps so don’t know if those work. 

UPDATE: Tech support came through with some steps to try. If all works as expected I will change my rating.

After using this app for 6mo, I purchased the analytics add-on for $60. Now my heart rate does not show. It does show in My Health, an apple program. 

Supports response was of course send me screen shots and ridiculously asking what devices I was using. My Health? Must be Microsoft...

Then I had to contact support (no contact initiated by them). Their response was of course to send more data. What a surprise! “Bring me a rock. No not that rock”. No contact again from support after 24 hrs. Next we’ll see who they try to blame.

Now I’ve paid hard earned dollars for an app that stopped functioning as soon as they got my $$. 

DON’T waste your time or money. Try other apps.",1,Don’t waste your time or $$,"['UPDATE', 'health', 'Tech support', 'support', 'Tech', 'n’t', '’ll leave', 'contact', 'Read', 'guess']","['swims recorded', 'recorded heart', 'heart rate', 'apple health', 'analytics add', 'health apple', 'health microsoft', 'coaching addon', 'swims', 'using health']"
64,"After using for approx 3 months, 2-3 times a week I have to say, I am not happy. Around 40-45 minutes into any workout, randomly the watch app closes. And it’s not every time. Most recently I was in the middle of an 800yd set, which was the last one of the main workout I designed. When I hit the wall to check time, it was just Blank. Which means it didn’t record over to Strava or my health app on Apple. Overall I like it, which is why it got 3. But it is very frustrating to find the app closed after a workout is not quite done.",3,Random Shuts Down,"['months', 'approx', 'happy', 'workout', 'app', 'week', 'watch app closes', 'randomly the watch', 'time', 'times a week']","['watch app', 'health app', 'app closes', 'minutes workout', 'closed workout', 'strava health', 'app closed', 'main workout', 'record strava', 'frustrating app']"
65,"I got this app because it looked like the perfect thing to help me keep track of complex structured workouts as I train for my first 70.3. Unfortunately it was more harm than help.

* The phone app constantly, constantly nags for a subscription when you’re inputting custom workouts
* It often looks like things you input aren’t saving and other times it just doesn’t save them.
* The watch — unlike every other app — starts your workout paused
* It doesn’t track your swims by distance, but by time, so if you don’t know your precise swim speeds, tracking is way off
* Without an interval set it forces you to unlock, swipe and tap “next set” in between every lap.
* Tapping “next set” re-locks the watch, but only sometimes.

I need a really, really good swim tracking app, and I’d be willing to pay for it (maybe not subscribe, but I’d pay). Workout content is second. This app gets it backwards and it’s been on the market long enough to suggest that won’t change.",2,"Fiddly, Naggy and Tracks Poorly","['complex structured workouts', 'complex structured', 'perfect thing', 'app', 'n’t', 'structured workouts', 'set', 'track of complex', 'looked', 'perfect']","['tracking app', 'swim tracking', 'workout content', 'phone app', 'custom workouts', 'app', 'track swims', 'precise swim', 'watch need', 'second app']"
66,"This is a fantastic app idea that I want to work so badly.  Unfortunately, the number of technical issues keep it from being entirely useful.

The app fails to properly transfer data between the watch and the phone so workouts are lost.

Occasionally, the premium subscription is lost and you have to navigate through a deep menu hierarchy to restore your purchase.

The app doesn’t accurately record lap times.

I have to remember to open a workout on my phone and then open the app on my watch to load a workout, if I do this in the wrong order then I can’t get to the workout I want to do.

For the longest time, it recorded double workouts, but that seems to be fixed now.

Again, it’s just too many technical issues to be something I can strongly recommend.",5,"Fantastic Idea, Great Plans, Way too many bugs","['fantastic app idea', 'work so badly', 'fantastic app', 'app idea', 'app', 'technical issues', 'workout', 'badly', 'fantastic', 'idea']","['app watch', 'workout phone', 'phone workouts', 'watch phone', 'fantastic app', 'workouts fixed', 'order workout', 'app idea', 'app', 'data watch']"
67,"I couldn’t tell what I was supposed to do because it was too confusing. I paid for the full membership around 7 months ago, and I’m supposed to have quarterly 1:1 with a coach to help me, but aside from the first meet (which I didn’t know was video chat with the owner, my “coach” and some other guy), I’ve not received any kind of contact since. And honestly, I’ve not really used the app since either because every time I open it I’m just confused. There’s way too much information and since it’s not beginner friendly, it’s super overwhelming. I genuinely wish I hadn’t paid for it, but I definitely cancelled my subscription so I’m not charged again.",1,What even is it,"['n’t', 'n’t paid', 'supposed', '’ve not received', 'months ago', 'confusing', '’ve', 'full membership', 'video chat', 'received any kind']","['cancelled subscription', 'quarterly coach', 'beginner friendly', 'contact honestly', 'subscription', 'used app', 'app', 'subscription charged', 'paid membership', 'coach help']"
68,My improvements within 4 weeks are hard to believe.  My freestyle is consistently faster by 6% with 100 yards.  And now I swim 250 yards with ease.  I think the improvements are result of having the MySwimPro App on Apple Watch to provide structural training.  And learning about rotation by following a few different drills.  The Apps on iPhone and Apple Watch are both very well done and stable.  The paid subscription is well worth it.,5,Virtual coach that works!,"['weeks are hard', 'Apple Watch', 'weeks', 'Apple', 'Watch', 'yards', 'hard', 'improvements', 'MySwimPro App', 'App on Apple']","['improvements weeks', 'freestyle consistently', 'swim 250', 'consistently faster', 'yards swim', 'improvements result', 'swim', 'training', 'faster 100', 'myswimpro app']"
69,"My workout plan doesn’t sync with Apple watch at all. Workout often doesn’t register in the app. I’ve tried all of the steps recommended to remedy these bugs to no avail. It work seamlessly about four or five updates ago. I wish I could back. Even more disappointing give the coming price increase. As helpful as it is, a clunky app isnt worth a $1000 lifetime subscription. The yearly price increase (not yet announced) may be too steep without improvement in performance of the app.",3,much more buggy since most recent updates,"['sync with Apple', 'Apple watch', 'plan does n’t', 'n’t sync', 'workout plan', 'Apple', 'n’t', 'n’t register', 'workout', 'price increase']","['apple watch', 'watch workout', 'doesn sync', 'sync', 'sync apple', 'workout plan', 'workout doesn', 'workout', 'app isnt', 'plan doesn']"
70,I will say that this app finally got me back to swimming after 4 years of not being able to get back in the pool. I can’t get into a swim team because of reasons so I had the worst time in making workouts for me. This app is worth its money! The way it is structured helps me ADHD brain to finally commit on doing something. My overall life has just become better because if it. I can’t thank you guys enough!,5,Life changer,"['back to swimming', 'back', 'years', 'pool', 'app', 'swimming', 'app finally', 'finally', 'n’t', 'ADHD brain']","['workouts app', 'app worth', 'app', 'app finally', 'helps adhd', 'say app', 'making workouts', 'pool swim', 'swim', 'swim team']"
71,"As a former competitive swimmer getting back in the pool after 30 years, the workouts have been perfect in helping me get back up to speed. While I’ve got a long way to go, I’m not floundering around at the pool swimming junk yardage and made up sets. I’m looking forward to getting into the intermediate and advanced workouts. Plus there are multiple workouts for free, back, breast, IM, kick and sprint - really nothing short of hiring a coach to watch you. Highly recommend!",5,Love this app!,"['competitive swimmer', 'perfect in helping', 'years', 'pool swimming junk', 'pool', 'speed', 'pool swimming', 'back', 'workouts', 'swimming junk yardage']","['advanced workouts', 'swimming junk', 'multiple workouts', 'swimmer getting', 'workouts free', 'pool swimming', 'swimming', 'getting pool', 'workouts perfect', 'years workouts']"
72,"****update*****. Administrator fixed the problem within 24 hours of my post. It’s a great app and now syncs with strava automatically.  *****update*****

****original post*****. App is good for recording swimming. I got it only so I could sync data to strava. Been trying for hours to get my workouts to sync. I give up. The accounts are linked, but ok upload. Deleted and reinstalled 3 times. Nothing. So I just manually input the data that this app records.  Oh well.",5,"Good for swimming, for strava not so much","['update', 'app', 'post', 'hours', 'strava', 'Administrator fixed', 'sync', 'data', 'original post', 'fixed the problem']","['syncs strava', 'app syncs', 'strava', 'workouts sync', 'got sync', 'strava automatically', 'app records', 'strava trying', 'syncs', 'data strava']"
73,"With Master Swim sessions at my pool suspended, My Swim Pro has been a great help at improving the quality and focus of my workouts in the pool.  

The daily workouts keep things fresh for me  and It’s great to have the option of tweaking them to fit my needs in the APP.  I also love how MSP tracks and records my entire workout -so cool!!!

When Master Swim sessions come back to my pool I can tell you that MY Swim Pro will be with me for every stroke and kick.",5,Great Training Partner,"['Master Swim sessions', 'Master Swim', 'Swim Pro', 'Swim sessions', 'improving the quality', 'quality and focus', 'Swim', 'pool suspended', 'Master', 'Pro']","['swim pro', 'workouts pool', 'master swim', 'swim sessions', 'msp tracks', 'suspended swim', 'pool daily', 'tell swim', 'pool suspended', 'pool tell']"
74,I really like the ability to write my own workouts with intervals and rest times.  The cool thing is it buzzes when I need to go on the next ‘rep’.  I’m also counting challenged and sometimes forget where I am in a 400 or 500 - a quick glance can confirm where I am on that rep.  I appreciate that I have the option to sign up for a monthly subscription but am not required to to use the basic functionality of the app.  Great development and execution!,5,Great app,"['rest times', 'ability to write', 'workouts with intervals', 'intervals and rest', 'times', 'cool thing', 'ability', 'write', 'workouts', 'intervals']","['functionality app', 'write workouts', 'workouts intervals', 'app', 'app great', 'rep counting', 'functionality', 'workouts', 'intervals rest', 'rep']"
75,"I downloaded this app for my Fitbit verse two. When it was installed, I was trying to figure it out; when I set it all up, I chose a workout, then I went on my Fitbit, and then I tap load work out. It said,” connect to phone, error with the connection. ” but so far, I wouldn't grade this app for a lousy star rating. I think it needs to be connected to pads and iPhones. Even I am connected to the wifi; it does it too.",5,Good bad and between,"['Fitbit verse', 'downloaded this app', 'Fitbit', 'tap load work', 'app', 'chose a workout', 'downloaded', 'verse', 'tap load', 'load work']","['app fitbit', 'fitbit verse', 'fitbit tap', 'fitbit', 'went fitbit', 'app lousy', 'downloaded app', 'app', 'connect phone', 'phone error']"
76,"I'm sure this app does a lot of great things but I only wanted to use the free version to log my own workouts using the Quick Log feature. But after logging my first workout the app will no longer easily let me change the minutes (duration) of my swim--it takes 10+ tries to change the time, if it works at all. It's frustrating and hard to gauge my pace without an accurate time. Any fix for this? I do like that it connects to Strava.",3,Can't set minutes in Quick Log feature,"['Quick Log feature', 'Quick Log', 'Log feature', 'lot of great', 'great things', 'free version', 'version to log', 'log', 'Quick', 'feature']","['change minutes', 'logging workout', 'change time', 'workout app', 'time fix', 'app longer', 'duration swim', 'log workouts', 'minutes duration', 'time works']"
77,I was a seasonal competitive swimmer but during the off-season I didn’t have any coaching. This app helped me improve my swimming in the same way a coach would. It gives detailed workouts hat are made for each individual and allows people to start from any fitness level and teach their goals at their own pace. I highly recommend to everyone who’s looking to get into the pool and be productive. No matter the skill level,5,Amazing app,"['seasonal competitive swimmer', 'seasonal competitive', 'competitive swimmer', 'coaching', 'seasonal', 'competitive', 'swimmer', 'off-season', 'n’t', 'app helped']","['coaching app', 'improve swimming', 'swimmer season', 'competitive swimmer', 'swimming', 'detailed workouts', 'swimmer', 'pool productive', 'swimming way', 'start fitness']"
78,"I’m not one to write reviews, but I felt that this was important for those looking for a swim app. There are no free workouts at all, and when I tried to create a workout, I couldn’t find it again in the morning. It was very upsetting for me that EVERYTHING, from technique videos to training plans, all required payment to continue. As a college student who already doesn’t have much money to spare, yet wants to be able to improve swim speed and endurance before swim season, this app has been frustrating because of the inability to use any of the workout programs without paying the $20/month or $120/year subscription fee. Very disappointed.",1,There is NO FREE TRAINING MATERIAL,"['write reviews', 'swim', 'reviews', 'swim app', 'write', 'felt', 'important', 'free workouts', 'app', 'n’t find']","['swim app', 'free workouts', 'use workout', 'create workout', 'workout programs', 'app free', 'subscription fee', 'improve swim', 'endurance swim', 'subscription']"
79,"I was worried after my second back surgery that not only was my cycling race career over, but that my working out to stay healthy might be in peril, too. Thankfully, I got back in the water after a near 20 year hiatus. MySwimPro was a fundamentally significant part of my return not just to the pool and swimming, but even a bit of racing here and there. 5 medals in 5 races at my first Masters Nationals gave me the jolt to keep swimming and keep working. But, I always remember to swim happy!!",5,Swim Happy!,"['cycling race career', 'stay healthy', 'back surgery', 'cycling race', 'race career', 'Masters Nationals gave', 'Masters Nationals', 'peril', 'year hiatus', 'back']","['myswimpro fundamentally', 'swimming working', 'hiatus myswimpro', 'myswimpro', 'surgery cycling', 'remember swim', 'swim happy', 'swimming bit', 'swimming', 'cycling']"
80,"I have really given this app a try for at least 3 months.  They fixed the issue of the Apple Watch not responding to the pressure to pause resume etc; but now 50% of the time the workout does not log;  although the workout appears  in the Health app of the iPhone, (and the data comes from the My Swim Pro) but it does not appear in the My Swim Pro app. I wish they could get it to work properly and consistently. Well $75 down the drain.",4,Disappointed,"['Swim Pro app', 'Swim Pro', 'Pro app', 'Apple Watch', 'Health app', 'app', 'Watch not responding', 'Swim', 'Pro', 'months']","['health app', 'apple watch', 'workout appears', 'app iphone', 'swim pro', 'log workout', 'pro app', 'app try', 'time workout', 'app']"
81,"I turned 45 in the middle of the weight loss program and this app has, no joke, changed my life haven’t really lost weight but I lost inches and have improved my cardio 5 fold and am now adding running and sprinting.  Most importantly this program combined with using the “expandalung” device has eliminated my asthma in a month and I’m not even finished the program, crazy.",5,Life changing,"['weight loss program', 'changed my life', 'improved my cardio', 'running and sprinting', 'life have n’t', 'adding running', 'weight loss', 'lost inches', 'lost weight', 'loss program']","['improved cardio', 'weight lost', 'lost weight', 'weight loss', 'cardio', 'loss program', 'program app', 'app', 'importantly program', 'turned 45']"
82,"Been loving the app for months, without issue but....In the last few weeks the pause function in the workout stopped working. I updated to the newest version and the problem was resolved until midway through a workout. I just tried it again and the swim workout cannot be stopped, paused, or otherwise interrupted during a workout. It’s very frustrating.",5,New glitch,"['workout stopped working', 'app for months', 'loving the app', 'weeks the pause', 'pause function', 'stopped working', 'workout', 'workout stopped', 'months', 'working']","['workout stopped', 'interrupted workout', 'tried swim', 'workout frustrating', 'swim workout', 'stopped paused', 'pause function', 'paused interrupted', 'swim', 'midway workout']"
