,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,platform
81,c056cc2c-daf8-43a3-b5a3-caea02d4bfca,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It took a little while to get used to it, and I don't think it's always accurate, but it's still really handy and fun to use. At first it didn't recognize my breast consistently, but I got more careful with technique and it works!",5,1,2.5.5,2019-09-22 02:45:04,,,2.5.5,GooglePlayStore
82,792007fd-5d2f-435c-a8b4-3cd8817247c5,DtRWoS,https://play-lh.googleusercontent.com/a-/ALV-UjXy_GizJp2xhARfXmTSY_QzAZosNemy1z2cAak2I2Mi-F2b,"Best of the available options, but can randomly loose an entire swimming session as I interact with it on the watch, and there is no way to export record's to CSV etc.",3,1,5.3.0,2023-02-16 22:14:38,,,5.3.0,GooglePlayStore
83,246aa7bd-e2a8-4a99-aa00-719c67805733,Christi Upton,https://play-lh.googleusercontent.com/a-/ALV-UjUoTRdKPqglIyFhoUlh44EL1AyS0SbKrZ4BWCL_wqle-XY,No settings tab. Cannot add my wearable - menu is greyed out.,1,0,5.4.3,2023-07-20 06:36:25,,,5.4.3,GooglePlayStore
84,024c4d1f-3095-4b52-8ac8-0c0bdb04cb79,Andra Oprisan,https://play-lh.googleusercontent.com/a-/ALV-UjXKYb2Lhbdbqg5M3aOkpgFBS0aa0UmMNwvg6wg38H2Y3-g,"The update messed up the data vizualisation, which was not great to begin with, but now it's shown somehow reversed. Please fix.",2,1,5.2.6,2023-01-14 05:27:20,,,5.2.6,GooglePlayStore
85,1f175e5f-0bdb-4bcc-bd00-4851107e0764,Alan Bentley,https://play-lh.googleusercontent.com/a/ACg8ocKCs2h68hbq6PoohBLcf_hBt4mYtQLAy3s2V6JQddfl=mo,This app is fantastic...I love being able to edit my swims. My galaxy watch 3 is not the most accurate but I can merge my lengths easily..gives good overall swim info.,5,0,5.0.0,2022-01-14 10:09:59,,,5.0.0,GooglePlayStore
86,aaef704f-b883-414b-8ddb-9df7f7b2b0c5,Jack Vanson,https://play-lh.googleusercontent.com/a-/ALV-UjXbvTmaW9a8vL3n92BnIg9lFgxTAdiUdgbHBWlc3aB52Lx1,I'm using swimming to get fit and lose weight. This app and the app for the galaxy watch really helps push me to my max and makes me want to do better each time I swim. Without it I would have given up by now. So thank you!,5,0,3.9.4,2020-09-29 20:46:29,,,3.9.4,GooglePlayStore
87,832425f1-fa5e-4b58-b131-a1662e459895,Ariel Gronau,https://play-lh.googleusercontent.com/a-/ALV-UjVunqjyKhEG-h-HdyxJv_-Vk62Ew18mo49rOW3nCI1ZsKzp,"Tracks swim well on watch, but functionality there is very limited - can't upload some activities and no way to delete them (and clean up) on watch.",3,2,4.9.1,2021-11-21 20:51:17,,,4.9.1,GooglePlayStore
88,faefa0e7-097c-4ab9-864b-9d4e12915f37,Jon Brabbs,https://play-lh.googleusercontent.com/a/ACg8ocJBeSQzajArzq6NLoA61NLHVtnMrC1M1Pj2_T4pKz58=mo,"Doesn't track workout on galaxy watch 4. Difficult to get workouts to sync to watch, then deletes them when you turn off the water lock.",1,3,4.9.1,2021-11-16 16:56:57,,,4.9.1,GooglePlayStore
89,00fc3c65-e286-4e99-82ac-87940f45f5df,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I log a swim (no watch) and change the time and the app changes my distance. I can either have correct time or correct distance not both.,1,1,2.5.8,2019-10-30 19:20:19,,,2.5.8,GooglePlayStore
90,540b3fe4-78c1-46f2-8d6e-e5ac840a3e21,Olena Ruth,https://play-lh.googleusercontent.com/a/ACg8ocL-Ah8tVUKNUWao78AYNHzUB-edY6CZDRADBol3P3sc=mo,"I love the app. Beautiful design, useful stats that give needed info for a workout analysis, interesting challenges. I recommend this app to my friends.",5,0,4.3.0,2021-02-24 22:00:06,,,4.3.0,GooglePlayStore
91,87bc5fc4-4013-4379-8f20-aef9d6aa09ec,Cristian Viveros,https://play-lh.googleusercontent.com/a-/ALV-UjWK9SAbh-WXzWVpQHR1MTXcKbLS-pi4xpS7lQoShg4-0EDq,"The app works and measure the strokes, but I have an issue with the meters. It remain counting meters although I am resting o still floating in the same place.",4,2,5.0.4,2022-01-27 00:22:35,,,5.0.4,GooglePlayStore
92,a4cf14a1-92ea-4c15-8691-301bddc10e27,Destix Destix,https://play-lh.googleusercontent.com/a-/ALV-UjXmqGUwdMe04BpTZEYe0nUY0_p97GdaTl1PAaoLZ3Jxfne_,"To hard to use. You can't just track your stroke on any pool, and you can't add a new one coz location option is broken.",1,0,4.8.3,2021-10-07 19:51:53,,,4.8.3,GooglePlayStore
93,c0e68312-2d85-4fb7-8eb2-c77ab17a4ea1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This just doesn't work on my Fossil Gen 5. Installed on my phone and watch, but could NOT get them to communicate. Though I was logged into the App, the watch just kept saying to Log In or Join. Tried multiple times before giving up.",1,0,,2020-02-10 06:48:43,,,,GooglePlayStore
94,f355f5bb-02ba-4646-a14e-cfede0c1fa2b,Neil Cullum,https://play-lh.googleusercontent.com/a/ACg8ocKtmivrXKDXB-gvT1VlHqrvxdxB8eBxplVCMYIQlUaB=mo,Didnt even get to use it. Once installed it took over the screen on my watch. Only way I could stop it was to restart my watch. I opened up the app and it did exactly the same this. I have unstalled it,1,0,3.9.5,2020-10-22 16:22:37,,,3.9.5,GooglePlayStore
95,5b7364f0-e93b-413b-9204-affb96fa8a15,Richard Wade,https://play-lh.googleusercontent.com/a/ACg8ocK1pvWjHzC48GHQ1YIZQ883sjzRgiL9dYFerd47RHI1=mo,"Terrible, When attempting to sign up - you have to enter your age, the only way to do it is by moving one month at a time, I am 50 - 2010-1973=37x12= 444 - tap the screen 444x just to enter my age, you've got to be kidding me 🤷🏻 I uninstalled the app",1,2,5.2.5,2023-01-03 22:45:21,,,5.2.5,GooglePlayStore
96,8fa4031d-4e1e-43b9-bbcf-3d4970996a2a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I really like the metrics of the app. And I find it more reliable for stroke counts and ease of use than the native swimming app in the Galaxy Watch.,4,1,2.3.8.1,2019-01-26 19:12:06,Very happy to hear you are making use of the stoke typing!,2019-01-29 04:47:16,2.3.8.1,GooglePlayStore
97,ec44de67-5f0b-4611-96e3-00cd847d522c,Trevor Mark,https://play-lh.googleusercontent.com/a-/ALV-UjVtci5mPn0OJoaZL-EgmQ5p-keNx3-JjMWcnXYUAshULR_v,"Update March 14/22: the WearOS app on the Galaxy Watch 4 Classic is now working just fine. Needed to turn on ""Allow Background Activity"" for the app in the Wear app on your phone. I'm back to loving this app!",5,1,5.0.7,2022-03-15 22:28:14,"We're always working hard to improve the app. Thanks for your download and feedback.
",2022-03-17 09:07:04,5.0.7,GooglePlayStore
98,341e4f66-25f5-4e3f-94ce-8b52dc6524db,jimi adams,https://play-lh.googleusercontent.com/a-/ALV-UjXxuoetLZq27MF7257BL-Jg-N4g8MWa5FLjjxikMx7iMtI,Works well for sustained swims. Seems confused by intervals with varying effort. Ignores kick sets altogether.,3,1,5.2.7,2023-01-30 12:43:24,,,5.2.7,GooglePlayStore
99,7039909c-9e10-4ca0-9d2f-bce3f18066ae,Anthony Kim,https://play-lh.googleusercontent.com/a/ACg8ocId_dtMZc5MfmAHv8ZJJ2GRsfC8sJkiavs8sOBq5yGeFeE=mo,I have a galaxy watch 5 pro and the latest swim apps installed. Swam 1375 yards then the app crashed the wearOS and lost all my workout data. Did the same thing yesterday after 500 yards. It happened during swimming,1,0,5.3.5,2023-05-09 22:32:32,"Hi Anthony, sorry for the issue with the swim app on watch. We'll investigate and try to reproduce it. Please tell us if the problem occurred while swimming or when ending the swim, and if anything unusual happened during your swim. You can send us feedback via the Support feature in the swim.com app's Settings for additional assistance. Thank you.",2023-05-09 15:19:37,5.3.5,GooglePlayStore
100,bebfb123-597f-46c4-8197-4dbf9f7d1c6c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Will not pair with the galaxy watch. You enter the code and it just hangs before taking you back to the same screen asking for the code, and the watch says pairing failed. useless.",1,7,2.3.10,2019-04-01 11:17:18,,,2.3.10,GooglePlayStore
101,92da05dc-7d09-4935-b0cb-00773085be9f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,great app which is for free and have all features as the commercial apps. Counts the laps very accuratly (25m and 50m pools) and recognisizes the swim stlyle. Im using Samsung Gear Fit2,5,2,2.5.7,2019-10-05 18:57:20,,,2.5.7,GooglePlayStore
102,76909dde-a24b-4c28-a076-2cea23d6ffd5,Steve B,https://play-lh.googleusercontent.com/a/ACg8ocJhnAlQDRRtF7XLzNeSZSyp22g5u0UU_aC_u6VuaIDB=mo,"After Speedo shut down, I have been looking for a decent open water swim app. This one is hopeless on the Gear S3. It keeps recording my open water swims as 1 or two laps of a pool.",1,2,3.9.3,2020-09-17 13:31:22,,,3.9.3,GooglePlayStore
103,13445527-52ec-4fc9-a609-99117bd4f2d1,Anita Byrne,https://play-lh.googleusercontent.com/a-/ALV-UjUMrkALsRPnFjH5qIvcAjfsQmUw4NJyFKd7a4KU3wWbdemX,"Does not record the lengths properly. Sometimes records I have completed 2 when I infact swam 1, use to be fine but lately not good at all .",3,4,4.6.5,2021-08-04 15:23:11,,,4.6.5,GooglePlayStore
104,1d3f3b4d-330c-4510-a896-744d8a02c441,Nick,https://play-lh.googleusercontent.com/a-/ALV-UjV6sTE4JS_oihFLCRJahQ_BaEYSIHBBrCbznK__DJgl5A,Ii have used this app for years and it's never missed a lap. Upgraded to new Samsung 4 classic and today's swim was out by about 15 laps! Not sure if watch or app to blame :),3,4,4.8.1,2021-09-28 05:35:20,,,4.8.1,GooglePlayStore
105,bb6e45f2-fd9e-4e1c-a9fa-b12d4dd38759,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love the accuracy and stats. now if there is a way to get a workout loaded it would be perfect.,5,0,2.3.6,2019-01-04 10:47:59,,,2.3.6,GooglePlayStore
106,86ff8f36-7213-4663-9d89-25f371fbcff1,Florin Dascalescu,https://play-lh.googleusercontent.com/a-/ALV-UjVxg2n17KG72PQ3C3XSD4O1uQLj6n0Zmlr9Kkxn-FZTzLw,"The app need to optimised in order to record the real distance. In my case, 10% to 15 % of the recorded distance is not real. Comparation made with Form Googles.",3,3,4.9.1,2021-11-03 10:44:59,,,4.9.1,GooglePlayStore
107,3dd9eebb-f745-433e-b11f-6c0b1ef1457f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very user unfriendly. Since it's the only app I can find that tracks my laps while swimming I stick for now.,1,1,2.6.6,2020-01-03 12:22:25,"Hi Rick - sorry to hear that your experience is not what you expected. We'd love to hear more about what's not working or what we can improve. Can you drop us a line at support@swim.com or (even better), join our Facebook community and share your ideas?

https://www.facebook.com/groups/439159653325158/?source_id=324703174336998",2020-01-11 21:55:39,2.6.6,GooglePlayStore
108,3013af88-7535-41d5-9576-d5140d15a62e,John Anderson,https://play-lh.googleusercontent.com/a/ACg8ocIQlS5j2lo3gejuARKSR8s_J3lqTw1_fr5oMT0PfnaU=mo,"Very difficult to end App. Lost all my info on 1 swim. Did 20m and showed I did 120m very frustrating try to end swim, do much do, I am deleting.",2,0,,2020-10-02 13:05:54,,,,GooglePlayStore
109,3ca4cb39-90c9-4786-973a-3d0bcc58b9f6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App is pretty good. Functional but a bit clunky w/ sync between watches and app on phone.,3,0,2.6.8,2020-02-06 20:58:25,,,2.6.8,GooglePlayStore
110,ff77d5a9-2d17-49d0-9edd-5ec116f3e87e,Richard Frock,https://play-lh.googleusercontent.com/a/ACg8ocKpcjxEmJF9N7PII4zNbanC-6VFyrErkZVPXPlvSCA=mo,Great concept if it worked. App will freeze around 1000 yd and you'll lose your swim workout. Happened with my galaxy watch 4,2,4,4.9.5,2021-12-31 02:25:24,,,4.9.5,GooglePlayStore
111,0e469cd1-1331-4d33-91c7-b3038dafb67e,Mike Koenig,https://play-lh.googleusercontent.com/a-/ALV-UjW_9NmwfmkhCgT3l3nfHQEciYgdvDwFoc1RYQSegJ_xtEtN,"Really happy to find this app. Just getting back to swimming after 40 years and needed something to keep me from getting bored and setting some goals. And, it's free!",4,1,4.9.2,2021-12-09 11:07:16,,,4.9.2,GooglePlayStore
112,7d3fc9fa-ba40-4ce0-9ca1-0cf5e8e95a4f,Bobby Anderson,https://play-lh.googleusercontent.com/a-/ALV-UjUQnjao8RNq7s8D2H-UOxeiN6ENK3l53Kr1rF-J7b4nZOU,Wear OS app is fantastic! Thanks for providing Strava integration and ability to specify smaller pool sizes (14 yards).,5,3,4.8.1,2021-09-23 03:17:46,,,4.8.1,GooglePlayStore
113,98303826-aee6-41fb-81d6-46d2802438c6,Zachary Meiners,https://play-lh.googleusercontent.com/a-/ALV-UjWJQGKHnwSk8dn6uIyqbaWvz2ACMYOkJwEcuYJiCSbw3ZrE,"Probably an issue with wear os or my watch, but it rarely counts the distance correctly and always needs to get resynced with Google fit",3,0,3.9.5,2020-10-25 07:15:42,,,3.9.5,GooglePlayStore
114,9bab0d96-22de-4d0b-8247-f2938458f2e0,Jon P.,https://play-lh.googleusercontent.com/a-/ALV-UjUUvgYVC9HfNhA-0076W-ZngDiED2hSiX06m2fSUddJmWY,"Really nice to have a stroke log, and it seamlessly ties in with Garmin Connect app, so it's nice to have for post swim eval.",5,3,4.1.0,2020-12-09 22:12:48,Awesome! Thanks for the review Jon!,2020-12-22 20:39:15,4.1.0,GooglePlayStore
115,88463a0d-6cc9-406d-a8ae-63ce945ad736,Richard Harris,https://play-lh.googleusercontent.com/a-/ALV-UjUGjCBp6HWDFBW9WUr8CW9IGp94uM2lX2MgWZiP6ApUF_WU,Is the best swim app I've tried . Only 8issue 8s after I have finished swim and stopped app it remains on my samsung gear screen so I have to turn watch off and on .,4,0,3.9.4,2020-09-24 00:54:08,,,3.9.4,GooglePlayStore
116,0c62c9aa-a4dd-4968-bef6-84cb96e77302,Ronald,https://play-lh.googleusercontent.com/a-/ALV-UjW5ZIoCzA22rOyjPILL5j7ldeT_-KxGciClPzGQsEJI_Ic,"1. The pool location is only show for pool in hotel. It should show outside hotel as well for example in the arena. 2. Can't edit title 3. Can't add province/address ( fyi : I'm in Jakarta Indonesia) Hope you can tell me if i'm wrong thanks, Ronald",3,0,5.1.9,2022-08-16 15:19:41,,,5.1.9,GooglePlayStore
117,cdb5df15-f764-48ab-ba4d-3522e59af606,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"great app, but often incorrectly measures distance. Over the course of 2km app can be up to 3 laps out (150m)",3,0,2.3.5,2019-01-10 19:35:26,Hi Jared - thanks for the feedback and we are always looking for ways to improve our algorithms. Could you submit a ticket to support@swim.com so we can check out the swim and see what's going on?,2019-01-13 23:31:54,2.3.5,GooglePlayStore
118,21cfe389-240b-42b0-ae25-bf37bbfb333e,Lamia MJ,https://play-lh.googleusercontent.com/a-/ALV-UjVR9wV71HaxJxseRIrNR6eimeBRsQE9j495Ha90hcJJOko,"GOOD App..Captures Every Lap...Great Grafics..connected to Goggle & FB account..Records my swimming like January to December.. Every day is Sunday (it's Commplement)..I Feel Motivated to exel & Go Further..,Honestly Google Play Achievement point Motivate extra..so 👉👈 Overall Enjoyable & Worth Trying..& Exprinceing it..",4,0,,2021-08-18 01:40:08,,,,GooglePlayStore
119,2ccabd48-57da-4778-bfe2-68cd03e9391e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,A lot to improve features. More facile app and of course supporting unicode characters.,3,1,2.5.8,2019-10-27 16:57:46,,,2.5.8,GooglePlayStore
120,bf93da20-dc59-4a5d-bbd4-a2d99a610e59,Ato Lawrence,https://play-lh.googleusercontent.com/a-/ALV-UjUKACx4_hVau3V1e_OXk6Bair3wOlwGwghMtTse-R2FigQP,This app is amazing. Using the workouts in the app has helped me really focus on improving various parts of my swim.,5,1,4.6.5,2021-08-06 11:59:12,,,4.6.5,GooglePlayStore
121,5a5a3b08-58f6-483d-9736-dbc4f461f3b6,C.J. Rushman,https://play-lh.googleusercontent.com/a-/ALV-UjURxxyfnh-cdeOnhcFdwm1lXavOSf3DMn8cRsexY5-tyas,This app works great with my Garmin. It takes very little effort and I know that it's accurate when it uploads to the system.,5,1,3.8.1,2020-08-13 02:32:22,We're always working hard to improve the app. Thanks for your download and feedback.,2020-08-27 21:34:36,3.8.1,GooglePlayStore
122,c4c93e21-dd16-404a-ab3c-48c13652d2d7,Will Reeves,https://play-lh.googleusercontent.com/a/ACg8ocITRHX-t1GdqIBQt9w-UKbdKhUmPv26cLiMsdvk1RJu=mo,"Tracks and stores pool swim practice info. Tracks and stores open water swim info. Join groups and participate in virtual competition. Compare to other swimmers by age, gender and type. Filter results by pool, group, time period. Distance total and timed swims by stroke and distance. Download and follow practice sets from device during swims.",5,4,3.4.0,2020-07-08 09:34:38,Thanks Will! Glad to see you are such a great advocate and user of Swim.com!,2020-08-07 20:47:01,3.4.0,GooglePlayStore
123,bf3c02f4-c54e-4f85-973a-e234a13237b8,C ZP,https://play-lh.googleusercontent.com/a-/ALV-UjVbh2QXKxZurfS5nFOqr21ug2AQrHGzouXBy3YZVKknfCk,"this is a great app dont get me wrong, but if i accidently add a set to a workout im creating, i cant delete that set, or maybe you can and i dont know how",3,0,5.2.7,2023-01-20 11:53:33,,,5.2.7,GooglePlayStore
124,48f6301d-2696-4d0f-ac14-491e71f752bf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Swam for 30 minutes, but the app only recorded 175 meters. Wildly inaccurate (Fossil Explorist gen4), and therefore useless.",1,3,2.5.2,2019-08-06 11:23:39,,,2.5.2,GooglePlayStore
125,aea16cbf-7409-4a0e-aa83-427fbcc523f8,Linh Hoang,https://play-lh.googleusercontent.com/a-/ALV-UjWlyfBQz8J-zV_6vebzpG-zJVDLjtU-Y5gx9u-UEzLjdtfW,"The best app to follow the sport activities. Besides swimming, it also log on more activities: Running, cycling, yoga.... Great!",5,0,5.1.9,2022-08-19 16:03:11,,,5.1.9,GooglePlayStore
126,459f15b4-4618-424d-acd5-29fd498b57ae,Carlos Vinhas,https://play-lh.googleusercontent.com/a-/ALV-UjUFTG5rSqJwL8zfSO6aS1TErJqMjo6E5CU7KHSVdkkdtmq8,The Strava integration stopped working! Works perfectly on my Galaxy Active. It gets the meters and strokes very accurate as any garmin or suunto,5,2,4.3.0,2021-03-09 06:52:02,Hi Carlos - thanks for the great review!,2020-12-22 20:38:35,4.3.0,GooglePlayStore
127,3143c351-0db0-41f8-944f-f02d324931f6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Best swim app providing meaningful metrics. Pity they do not support Fitbit Versa watch, had to buy Galaxy Gear Sport to use and scrap my Versa.",5,1,2.3.7,2019-01-04 14:02:27,,,2.3.7,GooglePlayStore
128,75a4e08b-7363-4d59-b7cc-e43fa8833c91,Matthew Bickley,https://play-lh.googleusercontent.com/a-/ALV-UjV8POu_tGKoaKEo4J65ui0R-VrYa9zGAS-kbdLJ5_279tDP,"Disastrously designed. No way to ask for help, or figure out how to solve problems yourself. Don't be like me, wasting hours trying to get USMS challenges to work when they didn't work right away.",1,5,4.6.1,2021-05-05 17:59:24,,,4.6.1,GooglePlayStore
129,59f6c386-495a-4fb5-9d65-d61a0890a16e,Mosh Wing,https://play-lh.googleusercontent.com/a-/ALV-UjWxzQuDBC81j73Gmi1poz1gZ6MDPPM_TkRscyCNLTs_EFE,It's a good attempt but very off on the actual distance completed. I swam a 200yds and it recorded 75yds,2,0,,2021-12-20 12:35:28,,,,GooglePlayStore
130,b6157794-a6b0-4169-9fdd-a423c466d0d3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this has worked really well for me. it counys my laps and measures my swolf. i had some issues but the delevoper helped me righy away. great service!,5,3,2.3.9.2,2019-02-27 02:13:50,,,2.3.9.2,GooglePlayStore
131,0becbc79-df61-490c-b3bd-b75a646a75c3,Jun,https://play-lh.googleusercontent.com/a-/ALV-UjXWVQsd09-DiyTG3W6yWbJTtTj-tH212_BNGbZuHUTadCc,I am giving this three star because I cannot track my swim. when I finished it says 0 yards and put zeros on everything please improve this it's very disappointing,3,1,4.8.3,2021-10-03 14:46:19,,,4.8.3,GooglePlayStore
132,3047e1cb-43d5-495f-a452-52519d88bd3c,Reece Hulse,https://play-lh.googleusercontent.com/a-/ALV-UjUCAyqUyVfrp1xm0DyOBv0dKnARtrsLbIgv4CaUKJbmXQ,Doesn't save swims - says they upload then are nowhere to be found. Cannot even see them in history of swims.,1,0,5.3.2,2023-03-10 04:23:27,"Hello Reece, we investigate and discover that your feed list has already imported 3 swims in March. (2, 5, 9, 10, 11). Removing the app in this situation is not workable because doing so will result in the loss of all associated data. Please use the mobile app to submit your feedback: Go to Settings > Support > Write a message. Thank you.",2023-04-03 11:48:41,5.3.2,GooglePlayStore
133,5e380efc-4eba-4cfe-ab38-6072327ad78a,Michael Stevenson,https://play-lh.googleusercontent.com/a-/ALV-UjUJ4Ygd8KtZBLFj-V6h201QKn75NLY4R46OYMlO_BaeFw,Has worked well. No criticisms.,5,0,5.4.7,2023-11-11 22:24:48,,,5.4.7,GooglePlayStore
134,68da2fd4-6ae6-487f-8193-9800cd73966c,Lee Rimmer,https://play-lh.googleusercontent.com/a-/ALV-UjXGs2nocrQ3HQzR78VUBViHwgdSucss1GL8FhtobmYE9hk,Great but sometimes loses or gains a lap,5,0,5.4.5,2023-09-28 03:26:05,,,5.4.5,GooglePlayStore
135,7225c1ce-9c66-4f8a-8fc8-6a0f6ee247d0,Bryan Marsden,https://play-lh.googleusercontent.com/a-/ALV-UjUx5J-6E8dEw_DrKF6KtgzmrEvYLKSlKK7JVReER6YBl2M,"The watch app on Samsung Active2, crashing continually. I love the app when it works properly",2,2,3.8.1,2020-09-10 11:16:26,,,3.8.1,GooglePlayStore
136,49f5b358-46ed-4dda-96f7-369bf5d832c9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good app. It would be great if the data transferred on to samsung health automatically!,5,0,2.6.8,2020-01-20 23:52:03,Hi Nick - thanks for the review. We agree and will be working on direct integration with S Health.,2020-02-06 23:51:38,2.6.8,GooglePlayStore
137,38097fe1-d831-4199-871f-382a9f60e50d,Vitali Vitali,https://play-lh.googleusercontent.com/a-/ALV-UjXbDwW803kacBcAJkN7LS8-FqmrmDq7taFp5wEwgObKPe6T,"Can't connect watch app to mobile app, it keeps sending me to play store even though latest app installed on watch and phone",1,1,5.1.5,2022-08-02 19:05:15,,,5.1.5,GooglePlayStore
138,ffabf8c1-55f1-4c47-8544-b72153f55bc9,E R,https://play-lh.googleusercontent.com/a-/ALV-UjXxV1yA3IjCf1hjlNv7IzsImBCSZ8aAsFtMcd5eHY3tPqox,Couldn't get past the sign up page. Just tweaked out over and over tried reload etc. Android Phone 2022 moto g stylus 5g,1,0,,2023-01-13 07:15:03,,,,GooglePlayStore
139,23a4fdee-63da-41e1-8274-623adacee679,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Connected with gear fit2 pro. lap count, distance, duration, pace, strokes, HR etc. but where is the start time and end time, calorie burned?",4,0,2.4.4,2019-06-05 19:55:24,,,2.4.4,GooglePlayStore
140,e9a0e35d-76ff-42e8-9d15-86475a22070f,Juan Alford,https://play-lh.googleusercontent.com/a-/ALV-UjVlw4qxOeX8yyzSfZL0QxeKMYKSXGMdods4X28rgMeyFw,Great app to track your own swimming workouts and excellent user interface on smartwatch Galaxy 4,5,0,5.4.0,2023-06-12 14:33:18,"Hello Juan. It's wonderful to know that you're finding our app effective for your swimming workout tracking, and that the interface on your Galaxy 4 smartwatch meets your expectations. We're committed to providing the best user experience. Thank you for the valuable time you've devoted and for the support you've provided.",2023-06-16 10:18:02,5.4.0,GooglePlayStore
141,e23ac361-ff8c-44ae-92a5-f273d0e0bd8b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I use the app with the Galaxy Watch. it awesome and seems to be accurate to 50m over 1500m.,5,1,2.3.10,2019-03-19 10:38:21,,,2.3.10,GooglePlayStore
142,62b87e6a-ea65-4de5-a196-1591d3fefc85,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This seems pretty accurate but can this be paired with Samsung health so the workouts are added to others on there ?,3,0,2.4.5,2019-06-11 23:14:27,,,2.4.5,GooglePlayStore
143,08878c53-fd55-4423-a746-78d1f0f5d87c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The pebble app still works great, but the android app has dropped the ability to upload swims.",1,1,2.6.2,2019-11-22 11:03:35,"Unfortunately we can no longer support Pebble watches. While we did support them for nearly a year and a half after Pebble ceased ops, with Pebble itself no longer providing legacy support to developers, the data transfer process is broken and cannot be fixed. If you have more questions about this, please reach out to us @ support@swim.com",2019-11-27 04:15:01,2.6.2,GooglePlayStore
