Unnamed: 0,date,review,rating,title,platform,thumbs_up_count,review_version,app_version,app
1365,2020-04-05 09:43:34,Unable to connect Gear Fit2 pro. Frustrating.,1,,GooglePlayStore,3.0,3.0.0,3.0.0,swim-com
1366,2022-10-07 20:34:18,Works great. Helps me transfer my swim data from garmin to google fit.,5,,GooglePlayStore,0.0,5.2.0,5.2.0,swim-com
1367,2019-02-13 17:43:57,simple to use and good interface,4,,GooglePlayStore,0.0,,,swim-com
1368,2019-09-08 00:10:01,Great for tracking my swims even without a GPS watch,5,,GooglePlayStore,1.0,2.5.5,2.5.5,swim-com
1369,2020-01-26 04:31:31,Great tracking app with a Samsung Gear Fit Pro 2.,4,,GooglePlayStore,0.0,2.6.8,2.6.8,swim-com
1370,2020-01-06 03:41:57,Accurately records laps. Data is great,4,,GooglePlayStore,0.0,2.6.6,2.6.6,swim-com
1371,2021-08-05 10:02:32,Good app for workouts and challenges,4,,GooglePlayStore,0.0,4.6.5,4.6.5,swim-com
1372,2022-03-15 22:00:56,"Easy to use app and navigate, keeps me in check on my progress",5,,GooglePlayStore,0.0,5.0.2,5.0.2,swim-com
1373,2019-04-24 01:31:20,Love the app... Finally an app that tracks my swims accurately,5,,GooglePlayStore,0.0,2.4.3,2.4.3,swim-com
1374,2018-11-23 01:33:16,This app is pretty accurate in detecting my swim workout,5,,GooglePlayStore,0.0,2.3.2,2.3.2,swim-com
1375,2023-09-06 21:29:09,Superb app thanks,5,,GooglePlayStore,0.0,5.4.3,5.4.3,swim-com
1376,2023-07-14 00:46:41,Downloading issues with Samsung Gear Sport watch.,3,,GooglePlayStore,0.0,5.4.2,5.4.2,swim-com
1377,2021-10-27 17:33:48,Accurate lap counts. Good interface,5,,GooglePlayStore,0.0,4.9.1,4.9.1,swim-com
1378,2019-06-03 18:57:57,"works well, almost no missed laps",4,,GooglePlayStore,0.0,2.4.4,2.4.4,swim-com
1379,2019-10-24 23:18:38,Amazing display of all stats! 😍,5,,GooglePlayStore,1.0,2.5.8,2.5.8,swim-com
1380,2019-12-22 22:16:51,Workouts are not working. I did everything that I could do but it doesn't work,1,,GooglePlayStore,1.0,2.6.3,2.6.3,swim-com
1381,2023-02-18 18:56:27,Cannot change to metres Too complicated to use app with Syrava,1,,GooglePlayStore,0.0,,,swim-com
1382,2021-12-08 06:31:21,Great app better than garmin 1 for swimming,5,,GooglePlayStore,0.0,4.9.2,4.9.2,swim-com
1383,2020-10-10 21:40:26,Suddenly cant pair watch app to phone app,1,,GooglePlayStore,0.0,3.9.5,3.9.5,swim-com
1384,2019-11-19 09:43:10,Reliable and interesting results,4,,GooglePlayStore,0.0,2.6.2,2.6.2,swim-com
1385,2020-05-30 04:25:18,Won't let you log a swim at some point. - useless,1,,GooglePlayStore,0.0,,,swim-com
1386,2019-02-07 20:31:24,Doesn's work on Wear OS 3.2 (Fossil sport),1,,GooglePlayStore,0.0,2.3.9,2.3.9,swim-com
1387,2019-02-17 19:39:05,not user friendly. no provisions for open water swimming.,1,,GooglePlayStore,0.0,,,swim-com
1388,2020-03-07 07:22:57,Sometimes doesn't sink swims from watch.,4,,GooglePlayStore,0.0,2.6.11,2.6.11,swim-com
1389,2023-02-27 03:50:16,Works great in pixel watch!,5,,GooglePlayStore,0.0,5.3.0,5.3.0,swim-com
1390,2022-01-03 01:52:56,As a beginner this is easy App to use.,4,,GooglePlayStore,0.0,4.9.5,4.9.5,swim-com
1391,2018-11-10 17:53:56,I have 1 prob i dont have a smartwatch can i still use the app?,4,,GooglePlayStore,0.0,,,swim-com
1392,2019-02-07 11:00:06,good app. accurate swims.,4,,GooglePlayStore,0.0,2.3.9,2.3.9,swim-com
1393,2020-10-28 15:54:22,why is my Surname (that I've had for 50 years) not accepted on my profile? i find this offencive! Unlike my surname which is NOT offencive! It means taking the Helm or Protective!!,5,,GooglePlayStore,3.0,3.9.5,3.9.5,swim-com
1394,2019-11-06 12:26:11,With Galaxy Watch.. Love it!,5,,GooglePlayStore,1.0,2.5.9,2.5.9,swim-com
1395,2020-09-08 12:18:37,Battery runs low fast Application crashes frequently.,2,,GooglePlayStore,1.0,3.8.1,3.8.1,swim-com
1396,2022-06-26 15:57:18,Absolutely inaccurate. 300m counted of 500m.,1,,GooglePlayStore,0.0,5.1.4,5.1.4,swim-com
1397,2021-12-17 05:58:44,Crashes every time.,1,,GooglePlayStore,0.0,,,swim-com
1398,2019-07-22 07:08:46,One of the best fitness apps I have used!,5,,GooglePlayStore,0.0,2.4.7,2.4.7,swim-com
1399,2019-02-12 20:10:44,I have a couple of comments but generally it's better than inbuilt Samsung app.,4,,GooglePlayStore,0.0,2.3.9.1,2.3.9.1,swim-com
1400,2019-10-04 22:24:52,Love the automatic syncing from my Garmin watch,5,,GooglePlayStore,1.0,2.5.7,2.5.7,swim-com
1401,2023-06-14 06:27:13,is not accurate at all!,3,,GooglePlayStore,0.0,5.4.0,5.4.0,swim-com
1402,2019-07-13 14:05:43,tried and tried to record a swim... wouldnt let me.,1,,GooglePlayStore,1.0,,,swim-com
1403,2021-02-18 10:31:38,Very helpful for virtual coaching,5,,GooglePlayStore,0.0,4.3.0,4.3.0,swim-com
1404,2020-09-25 02:52:18,Why cant i screenshot my swim any more due to a privacy policy Spoiled it for me,1,,GooglePlayStore,0.0,3.9.4,3.9.4,swim-com
1405,2022-02-11 05:12:50,Doesn't work with Fitbit sense... Sad,1,,GooglePlayStore,0.0,5.0.4,5.0.4,swim-com
1406,2018-12-29 16:05:44,Why is my Fossil Gen 4 smartwatch not campatible for this app?,1,,GooglePlayStore,3.0,2.3.5,2.3.5,swim-com
1407,2019-08-04 16:50:28,doesn't work with pebble and uses rediculous retarded measuring system,1,,GooglePlayStore,0.0,2.5.2,2.5.2,swim-com
1408,2021-09-15 07:29:05,Very compreensive statistics,5,,GooglePlayStore,0.0,4.8.1,4.8.1,swim-com
1409,2019-07-29 03:21:57,Can't even open app,1,,GooglePlayStore,0.0,2.5.0,2.5.0,swim-com
1410,2021-02-06 02:32:06,Can't live without this app!,4,,GooglePlayStore,0.0,4.3.0,4.3.0,swim-com
1411,2019-07-09 16:30:46,"great app, very accurate",5,,GooglePlayStore,0.0,2.4.7,2.4.7,swim-com
1412,2022-02-20 17:47:27,Send notices to them..never reply...wont work as they say...don't bother,1,,GooglePlayStore,1.0,5.0.4,5.0.4,swim-com
1413,2022-04-29 02:30:40,Google fit integration is broken,1,,GooglePlayStore,1.0,5.1.0,5.1.0,swim-com
1414,2019-03-12 07:25:16,Great app for swimmers!,5,,GooglePlayStore,0.0,2.3.10,2.3.10,swim-com
1415,2019-07-23 12:41:55,Best swim tracking app,5,,GooglePlayStore,0.0,2.4.7,2.4.7,swim-com
1416,2020-03-03 01:48:41,Needs a little tweaking.,5,,GooglePlayStore,0.0,2.6.9,2.6.9,swim-com
1417,2018-12-03 23:35:55,Will not send my swim history back from galaxy watch,1,,GooglePlayStore,0.0,2.3.2,2.3.2,swim-com
1418,2018-11-15 23:20:10,Not compatible with Vapor 2.,1,,GooglePlayStore,0.0,,,swim-com
1419,2018-12-15 00:24:58,Very good package,4,,GooglePlayStore,0.0,2.3.5,2.3.5,swim-com
1420,2021-10-07 19:23:26,Rubbish when used with samsung watch 4,1,,GooglePlayStore,0.0,4.8.1,4.8.1,swim-com
1421,2022-02-16 04:26:07,A great app!,5,,GooglePlayStore,0.0,5.0.2,5.0.2,swim-com
1422,2022-07-03 01:00:55,I am glad with this App,5,,GooglePlayStore,0.0,5.1.5,5.1.5,swim-com
1423,2021-09-05 00:18:28,New things for me. Honest distance.,5,,GooglePlayStore,0.0,4.8.1,4.8.1,swim-com
1424,2020-10-20 04:08:57,Great swimming app,5,,GooglePlayStore,0.0,3.9.5,3.9.5,swim-com
1425,2019-03-22 02:51:52,Much better than speedon,4,,GooglePlayStore,0.0,2.3.10,2.3.10,swim-com
1426,2022-01-17 15:11:23,Doesn't work on fossil wear,1,,GooglePlayStore,0.0,5.0.2,5.0.2,swim-com
1427,2020-02-06 00:29:32,Best swim app,5,,GooglePlayStore,0.0,2.6.8,2.6.8,swim-com
1428,2022-11-20 17:48:54,No place with pool,2,,GooglePlayStore,0.0,,,swim-com
1429,2019-02-06 02:08:46,great so far,4,,GooglePlayStore,1.0,2.3.9,2.3.9,swim-com
1430,2019-06-15 09:41:21,My go to swimming app,4,,GooglePlayStore,0.0,2.4.5,2.4.5,swim-com
1431,2022-10-21 16:38:24,very good!!,5,,GooglePlayStore,0.0,5.2.1,5.2.1,swim-com
1432,2022-07-21 19:09:14,Para nada intuitiva.,1,,GooglePlayStore,1.0,5.1.5,5.1.5,swim-com
1433,2021-09-05 01:53:33,Great App!,5,,GooglePlayStore,0.0,4.8.1,4.8.1,swim-com
1434,2021-08-13 19:48:59,🙂🙂👌👌,4,,GooglePlayStore,0.0,4.7.1,4.7.1,swim-com
1435,2021-06-28 02:44:59,Great!!,5,,GooglePlayStore,0.0,4.6.4,4.6.4,swim-com
1436,2021-03-09 17:40:16,not working,1,,GooglePlayStore,0.0,4.3.0,4.3.0,swim-com
1437,2021-01-08 12:57:12,I used to love this app now it freezes at the end of my workout and then all my workout info disappears,2,,GooglePlayStore,0.0,4.1.3,4.1.3,swim-com
1438,2020-09-28 23:10:16,Cool,5,,GooglePlayStore,0.0,3.9.4,3.9.4,swim-com
1439,2020-09-11 18:26:08,Great app,5,,GooglePlayStore,0.0,3.9.2,3.9.2,swim-com
1440,2020-09-02 11:14:10,Prompt feedback,5,,GooglePlayStore,0.0,3.8.1,3.8.1,swim-com
1441,2020-01-03 20:07:39,Nice app,5,,GooglePlayStore,0.0,2.6.6,2.6.6,swim-com
1442,2019-10-28 15:06:18,Great app,5,,GooglePlayStore,0.0,2.5.8,2.5.8,swim-com
1443,2019-10-30 08:37:34,Good,5,,GooglePlayStore,0.0,2.5.8,2.5.8,swim-com
1444,2019-10-25 16:54:48,Great,5,,GooglePlayStore,0.0,2.5.8,2.5.8,swim-com
1445,2019-09-30 02:49:16,"Given Android Wear compatibility with Fossil Sport is advertised, I'm disappointed with the current version. It doesn't know where I'm swimming despite GPS and a database of pools. The watch is incredibly inaccurate at tracking my swim, tonight's 2km was only recorded as 1.5km. I'm hoping these are just small software problems that can be rectified soon, it has so much promise! App lacks material design and any link to Google Fit that provides any accurate/meaningful data to my workout journal.",1,,GooglePlayStore,1.0,2.5.5,2.5.5,swim-com
1446,2019-09-28 07:40:51,Very good,5,,GooglePlayStore,0.0,2.5.5,2.5.5,swim-com
1447,2019-09-07 00:30:32,Excellent,5,,GooglePlayStore,0.0,2.5.5,2.5.5,swim-com
1448,2019-07-06 17:55:14,great,4,,GooglePlayStore,0.0,2.4.7,2.4.7,swim-com
1449,2019-06-14 06:57:15,Love it!!,5,,GooglePlayStore,0.0,2.4.5,2.4.5,swim-com
1450,2019-05-22 04:39:24,good,4,,GooglePlayStore,0.0,2.4.4,2.4.4,swim-com
1451,2019-05-30 02:05:23,great app,5,,GooglePlayStore,0.0,2.4.4,2.4.4,swim-com
1452,2019-03-14 04:28:18,"Just started using it again after two years, looks like some nice updates have been done.",4,,GooglePlayStore,0.0,2.3.10,2.3.10,swim-com
1453,2019-03-28 05:56:53,excellent app with my smart watch,5,,GooglePlayStore,1.0,2.3.10,2.3.10,swim-com
1454,2019-02-17 08:05:12,This app has improved greatly over the years. It could still be better at the social side.,4,,GooglePlayStore,3.0,2.3.9.2,2.3.9.2,swim-com
1455,2019-01-11 09:13:01,Awesome app that keeps me motivated. Connected to my Pebble. Hopefully they keep up their support of the Pebble. Update 1/10/19: sadly support for Pebble has ended. Hopefully the developers can add it back because it was working non-stop for me. I don't understand why they would remove a working feature. I even uploaded my last workout on 1/8/19. It's such a shame! This truly is a great app and maybe the developers will take pity on me and other Pebblers and support Pebble again.,5,,GooglePlayStore,0.0,2.3.7,2.3.7,swim-com
1456,2019-01-09 21:24:58,Could better support Pebble watch at least save the watch type settings... 2019 despite the fact that that the application does not support them as much anymore I have been surprised to see my latest uploaded automatically this morning so I give it back out five star,5,,GooglePlayStore,0.0,2.3.7,2.3.7,swim-com
1457,2018-11-16 22:00:11,Does not work with Samsung Galaxy Watch. Will not pair. Have a fully waterproof watch that I want to swim with. Used to think that app was great. Please update asap. Thanks,3,,GooglePlayStore,0.0,2.3.2,2.3.2,swim-com
1458,2018-09-11 15:56:35,The app is working as intended now on Sony Smartwatch 3. Thanks for the fix,5,,GooglePlayStore,6.0,2.2.1,2.2.1,swim-com
1459,2018-08-02 03:26:54,"This is the best app at mostly accurately counting my laps. Terrible at 
breaking up intervals. Example: Even though I flip at each turn it will 
show I swam 4x25 instead of 200. Does not distinguish between strokes. I 
like that i can force it to count drills so kick sets aren't lost. Overall, 
I have to spend a lot of time editing my workouts after it uploads. It also 
takes a long time before it uploads on my phone. Sometimes half a day. I 
use this with Gear Sport.",3,,GooglePlayStore,1.0,2.2.0,2.2.0,swim-com
1460,2018-08-16 19:21:59,No longer installs into Sony smartwatch 3.,1,,GooglePlayStore,1.0,2.2.0,2.2.0,swim-com
1461,2018-09-06 10:01:47,Latest version crashes on SmartWatch 3,1,,GooglePlayStore,0.0,2.2.0,2.2.0,swim-com
1462,2018-08-24 06:35:59,Ok,4,,GooglePlayStore,0.0,2.2.0,2.2.0,swim-com
1463,2018-07-18 03:35:35,"Tried this app with three Casio WSD-F20 smart watch. Useless, the developer 
promised it would work after updates but it's probably worse. All I want is 
an app that can accurately track my lengths, this one doesn't do that.",2,,GooglePlayStore,0.0,2.1.1,2.1.1,swim-com
1464,2018-07-18 03:16:24,"Works ok with the pebble time. Doesn't recognise breast-stroke or drills. 
Otherwise works great",4,,GooglePlayStore,0.0,2.1.1,2.1.1,swim-com
1465,2018-07-07 06:00:23,"With Samsung Gear Sport. This is the best of the swimming apps I've tried 
in terms of accuracy.",4,,GooglePlayStore,0.0,2.1.1,2.1.1,swim-com
1466,2018-07-03 19:27:56,Works great with Sony smart watch 3,5,,GooglePlayStore,1.0,2.1.1,2.1.1,swim-com
1467,2018-06-14 00:44:54,"Works well now. Sometimes inaccurate, seems you need to avoid moving your 
watch hand when approaching pool edge",4,,GooglePlayStore,1.0,2.1.0,2.1.0,swim-com
1468,2018-03-19 10:23:02,Awesome well designed app. Does it sync with new Samsung Gear?,4,,GooglePlayStore,3.0,2.0.4,2.0.4,swim-com
1469,2018-03-04 17:38:15,"Great idea. Needs sync with Samsung Health and Map My Run. So far it gets the distance correct most of the time, unlike Speedo On or S Health, but it does not always detect my strokes correctly (Samsung Gear Sport). I get freestyle or unknown. At least I can edit this on the website and in the app (took me a while to find out how). Also the app is very slow to load each section. Looking forward to updates.",3,,GooglePlayStore,3.0,2.0.3,2.0.3,swim-com
1470,2018-01-19 12:48:47,"I was really excited to start using this off-season. I opened the app and creates my account, but it won't let my last name contain the word ""ecchi"" in it. My last name is Carnesecchi. I'm not going to change my last name, this is very aggravating",1,,GooglePlayStore,3.0,2.0.3,2.0.3,swim-com
1471,2017-12-13 16:02:04,This app is great,5,,GooglePlayStore,1.0,2.0.2,2.0.2,swim-com
1472,2017-12-02 04:17:26,This app seems to not work with the new the misfit vapor or fossil q sport control. It requires you to press the only physical button and the watches already have prebuilt functions for it that make it impossible to use,1,,GooglePlayStore,3.0,2.0.1,2.0.1,swim-com
1473,2017-11-29 15:28:26,At last it works for me v2.0.1  good job,5,,GooglePlayStore,0.0,2.0.1,2.0.1,swim-com
1474,2017-11-17 06:25:29,"The latest version has a completely new interface, but no added functionality pre-swim - it is in fact less intuitive to use. I can't figure out how to change the pool anymore, unless this feature has been removed altogether?  More data & analysis are now available after a swim, and although it may take getting used to the new interface, I think that's a nice addition. Using Sony Smartwatch 3.",3,,GooglePlayStore,1.0,2.0,2.0,swim-com
1475,2017-11-08 13:33:10,The New version sucks.  Bring back the old one.  Editing is too hard.  Rest periods are now counted as a lap.  The visual appeal is completely gone.   I would give the old version 5 stars.  Really a giant step backwards.,1,,GooglePlayStore,2.0,2.0,2.0,swim-com
1476,2017-11-11 02:59:43,New version sucks battery now.,3,,GooglePlayStore,1.0,2.0,2.0,swim-com
1477,2017-10-18 07:08:00,"Overall it is a good application considering it is free, it still has few problems. I am using a Nixon Mission with android wear 2.0, my hardware button works for theater mode but the app does not start if the display setting is not at always on. I can not change the yards to meters on the watch but can fix this with phone app. Still it is anoying. I tried it in 4 different day none count the whole labs the best was 10% off, it counts the srokes etc. but miss a turn and adds all the remaining turns as a single lap. Finaly ftom a computer I managed to add my watch to phone app but now I have nixon and android watch saperetly and only the android watch works if I try the nixon icon it opens a web describing how to transfer data from a germin watch. Hope some of these can be fixed in upcoming updates. I especially need an accurate lap count and meter option selectable on the watch.",4,,GooglePlayStore,0.0,1.28,1.28,swim-com
1478,2017-09-15 11:49:55,"Used this on a Pebble Steel for about 2 years with weird synchronisation problems. EDIT 23/8 - Am now using a Nixon Mission on Android Wear 2.0. Surprisingly I can still put the watch into theater mode despite what official support site says - with two presses of the button. I've done three swims so far. Sad to say, the tracking's been a total mess. Using the app to merge intervals and laps, I've managed to fix one workout, but was forced to delete two workouts which were unfixable (where I swam the speed of an Olympic champion, or across the lap in 3 strokes).  EDIT 15/9 - Discovered that the previous problems was due to swimming with hand paddles. If I swim without hand paddles, the tracking seems to detect the laps and strokes pretty accurately (tested across 3 swim sessions), and only gets the intervals wrong which is fixable in the app later. So now I am forced to swim without hand paddles in order to get my tracking data correctly.",3,,GooglePlayStore,1.0,1.28,1.28,swim-com
1479,2017-04-11 09:40:56,"The app was working mostly with my Sony smartwatch 3 until late Jan, now it just won't upload my workout at all.  Not sure what's going on as it was working fine before.  I hope they can fix it soon as it is totally useless now  Update:. I have to uninstall and reinstall to get upload to work and I have to do it every 2 to 3 days.  It is also crashing a lot more during swim so it lost all my current swim data",3,,GooglePlayStore,9.0,1.28,1.28,swim-com
1480,2017-07-31 20:02:52,"Indeed unusable with Android 2. It does not make sene to wait for an update from Android. There is already a theater mode, although it is not triggered by double tap. Currently, you need to swiping down, but it is impossible to do this when the swim app is open.",1,,GooglePlayStore,0.0,1.28,1.28,swim-com
1481,2017-06-28 12:52:57,"Works well with my Pebble, and gives me fairly accurate stroke/lap counts and times. Occasionally takes a little while to sync but the in-app explanation is pretty clear!",4,,GooglePlayStore,1.0,1.28,1.28,swim-com
1482,2017-04-30 21:27:09,"So buggy. Editing a manually entered workout is almost impossible, defaults to a random pool I've never heard of then cannot be changed, and deleting a workout is completely impossible, have to go to desktop to do it",2,,GooglePlayStore,4.0,1.28,1.28,swim-com
1483,2017-05-03 14:31:40,"The app has always been a bit slow to use, but it looks like the new versions of this and the Pebble app have broken the connection so I can't synchronise my swims from my watch. I fear Pebble will no longer be a supported device though.",3,,GooglePlayStore,1.0,1.28,1.28,swim-com
1484,2017-05-05 12:53:20,Love this app. Keeps track of what I do. Syncs with Garmin Connect easy,5,,GooglePlayStore,0.0,1.28,1.28,swim-com
1485,2017-04-08 22:53:17,Incompatible with Android Wear 2.0 because it depends on the removed double-tap to enter theater mode gesture.,1,,GooglePlayStore,2.0,1.28,1.28,swim-com
1486,2017-05-30 09:44:24,"Asks the length of the pool, but cannot calculate distance by lengths of laps you swam.",1,,GooglePlayStore,0.0,1.28,1.28,swim-com
1487,2017-06-22 06:45:21,"Not accurate at tracking distance, which makes it pretty useless.",2,,GooglePlayStore,1.0,1.28,1.28,swim-com
1488,2017-10-03 03:01:42,"What is an *achievement* for, if you don't tell me how fast I was?",3,,GooglePlayStore,0.0,1.28,1.28,swim-com
1489,2017-06-20 06:38:25,"Unable to login, fail.",1,,GooglePlayStore,1.0,1.28,1.28,swim-com
1490,2017-09-14 21:23:54,Very good and reliable app,5,,GooglePlayStore,0.0,1.28,1.28,swim-com
1491,2017-03-08 23:40:38,"Really good app, latest couple of updates have fixed a couple of the bugs and it no longer seems to ""drop"" any sessions. Would be good to have the number of lengths displayed rather than total distance swam (my pool is 43 yrds so going of distance swam is hard). Works well with my SM3 and Huawei p9. Would be great if it could remember my default pool again, it remembers the default length but not the venue. Thanks for the continued development, its saved me buying a garmin for pool training!",5,,GooglePlayStore,0.0,1.27,1.27,swim-com
1492,2017-02-18 17:35:23,Works again with smartwatch after update. Nice app. The home pool should be default. Everytime I have to set my home pool from yards to meters.,4,,GooglePlayStore,1.0,1.27,1.27,swim-com
1493,2017-03-09 15:46:40,Kind of works for me. Pebble is a bit inaccurate as a lap counter etc.,4,,GooglePlayStore,2.0,1.27,1.27,swim-com
1494,2017-02-16 18:48:28,"Support fixed my pixel xl and Nixon issue, thanks. Round watchfaces next?",3,,GooglePlayStore,2.0,1.27,1.27,swim-com
1495,2017-03-10 20:40:23,"Good app. Suggestion, add All swim personal best",4,,GooglePlayStore,0.0,1.27,1.27,swim-com
1496,2017-03-08 17:19:12,Intriguing app. All you need to do is swim and everything comes alive,5,,GooglePlayStore,0.0,1.27,1.27,swim-com
1497,2017-02-14 01:08:36,"I used this on my Oneplus 3 with Sony Smartwatch 3. This app keeps crashing consistently on my phone, whenever I open ""Deivces"" submenu to upload my swimming data from Sony Smartwatch 3. I have also noticed crashes on my watch some times while swimming. I created a support ticket. Initially it was dealt by some support guy, later no response from them.  Good app, only if it works :(",2,,GooglePlayStore,0.0,1.26,1.26,swim-com
1498,2017-01-23 03:41:02,"Overall I like it. There are some missing features like integration with Google fit. It also stop working during workout, but as I said overall it does job good. Just continue to work on the app. There are still a lot to be done.",4,,GooglePlayStore,1.0,1.25,1.25,swim-com
1499,2017-02-04 00:02:38,Functional but does not play nice with my pebble. I lose workouts in the ether and it's annoying.,4,,GooglePlayStore,0.0,1.25,1.25,swim-com
1500,2016-11-30 20:57:00,At first I had difficulty to correct my location and change from yard to meter. Figured out can do it thru web. Suggestion: integration with Google Fit; add the session start and end time to the logs.  Update: very inaccurate lap counting with my smart watch 2. That makes it useless.,2,,GooglePlayStore,5.0,1.23,1.23,swim-com
1501,2016-12-20 22:29:14,"Lately beginning to see bugs here folks. On Sony Smart Watch 3, 1. Time will start but no meters clocking up. 2. Look again meters have added on after 300m. 3. All good back to normal, then boom, all current data lost, and default back to zero on the watch whilst swimming.4 Sync data hoping my previous 800m swim is there, no sync, data lost. 5. Did test on water for 5 secs,when syncing shows all, zeros on app. Any on else same dramas? Software issue? Watch issue?",3,,GooglePlayStore,0.0,1.23,1.23,swim-com
1502,2016-11-25 10:31:21,"The app is greatly designed on the phone but once on my android wear watch (Nixon Mission) the design doesn't work it isn't optimised for circular displays, won't sync with my phone and can't change from yards to meters. I really need a swim tracking app the foundation is there PLEASE, PLEASE, PLEASE try to fix this asap",1,,GooglePlayStore,1.0,1.23,1.23,swim-com
1503,2016-11-22 03:53:57,"The accompanying app on my Pebble Time tracks workouts pretty well, but too often, they just disappear when I attempt to sync (25-50% of the time).  I need to memorize the details after every swim just in case.  Very annoying.",4,,GooglePlayStore,4.0,1.23,1.23,swim-com
1504,2017-01-17 02:18:31,"Doesn't work with Sony SmartWatch 3. The watch and the app connects fine, but then... Nothing. It registers a couple of meters, then just idles. The SmartWatch app is so fiddley and non-intuitive to use that it's best to keep away from it. Too bad it's a free app, otherwise I would definitely demand a refund!",1,,GooglePlayStore,0.0,1.23,1.23,swim-com
1505,2016-10-10 21:56:17,"Cannot select meters when starting a workout on my SWR50. Also, for some reason, lap detection didn't work - is there a specific setting that might block this (e.g. wrist gestures and location turned off)?",3,,GooglePlayStore,1.0,1.23,1.23,swim-com
1506,2016-10-15 01:18:07,Use this loads on my Pebble classic and it's great but recently bought the latest polar M600 android wear watch and it won't connect to the watch.  Such a shame,2,,GooglePlayStore,6.0,1.23,1.23,swim-com
1507,2016-12-26 03:20:36,"Very useful to keep track of swim sessions and follow process. The smartwatch app however is sort of complicated,  needs getting used especially when selecting the pool,  pool length and restarting with the brakes while swimming",4,,GooglePlayStore,0.0,1.23,1.23,swim-com
1508,2016-11-05 03:59:26,Lacks Google Fit sync * Only syncs to watch when I tap watch picture * Ignores Material Design guidelines * Doesn't show calories * Support ignore all emails,2,,GooglePlayStore,2.0,1.23,1.23,swim-com
1509,2017-01-04 02:37:16,I have a sony smart watch and I have tried 3 times in the pool to get it to track my swim but nothing????? Really frustrating as one of reasons bought watch 😠,1,,GooglePlayStore,1.0,1.23,1.23,swim-com
1510,2016-11-17 03:09:11,Keeps tracks when I swim laps so I dont have to.  Syncs with my pebble watch. I know exactly how far Ive gone.,5,,GooglePlayStore,0.0,1.23,1.23,swim-com
1511,2017-01-14 11:04:37,Most of the screen is cut off on my Nixon Mission (one of the few waterproof Android wear watches),2,,GooglePlayStore,0.0,1.23,1.23,swim-com
1512,2016-11-11 01:01:34,no work out upload by pebble2,3,,GooglePlayStore,0.0,1.23,1.23,swim-com
1513,2016-11-17 23:23:53,I absolutely love this app!,5,,GooglePlayStore,0.0,1.23,1.23,swim-com
1514,2016-12-23 05:08:27,Works great with garmin 920 xt,5,,GooglePlayStore,0.0,1.23,1.23,swim-com
1515,2016-10-15 10:47:24,😭,2,,GooglePlayStore,2.0,1.23,1.23,swim-com
1516,2016-12-04 10:02:32,Great program,5,,GooglePlayStore,0.0,1.23,1.23,swim-com
1517,2017-01-30 01:07:45,Ok app,5,,GooglePlayStore,0.0,1.23,1.23,swim-com
1518,2016-10-07 21:02:23,Use this with a Pebble Time. Stats are completely off. One lap I can do in 12 seconds and then the next in 43. Sometimes it captures my swims; sometimes it doesn't. Sometimes it just stops tracking. Support was useless the first time I contacted them so why do I even bother. I feel I am just a beta tester who never gets an app update that really works.,1,,GooglePlayStore,3.0,1.22,1.22,swim-com
1519,2016-10-04 15:27:18,"Does not automatically sync and no way to delete swims. So if you accidentally start the phone app, there is a 0m swim in your time line.",2,,GooglePlayStore,0.0,1.21,1.21,swim-com
1520,2016-09-30 06:30:36,"I have lost a few swims...no indication that it was successful our crashed or intentionally deleted :)   I use a SW3, and it is VERY difficult to navigate after the swim...due to it being wet (duh), so a simpler and safe exit would be great, preferably using the physical button rather than relying on the touch screen, at least for the most common case.",2,,GooglePlayStore,1.0,1.21,1.21,swim-com
1521,2016-09-14 04:47:27,Tried the app out with my sw3. Seems to work on but cant change the to pool length to yards.,4,,GooglePlayStore,1.0,1.20,1.20,swim-com
1522,2016-09-09 19:47:51,Great app to track my lap swimming. It even syncs with devices like Garmin or Pebble,5,,GooglePlayStore,1.0,1.20,1.20,swim-com
1523,2016-09-06 05:37:57,Not so good for p.time,3,,GooglePlayStore,1.0,1.20,1.20,swim-com
1524,2016-08-01 18:34:26,"Awkward to use. Sometimes works and uploads but often crashes losing results on the device. Frequently fails to recognise a lap in the pool, especially in the first few laps. Suggest a calibration feature.",1,,GooglePlayStore,4.0,1.18,1.18,swim-com
1525,2016-08-26 09:10:16,"I downloaded the app. It setup straight away on my pebble. I chose, ""sign up with Google"" And Huston we have a problem! First it asks me to now sign in manually. Then it tells me that's not my password. Umm ¡¡YES IT IS!! Then in ""reset password"" it tells me ""there's no account with that email"" then in new setup it tells me I ""can't use that address as an account already exists with that (#fffffing!!) email address"" :-[ And 'yards'!!! What is this the 1700s",1,,GooglePlayStore,0.0,1.18,1.18,swim-com
1526,2016-08-22 04:09:30,This app works well with my Garmin bioactive and Garmin connect.   I wish it was a bit more like strava with challenges,4,,GooglePlayStore,0.0,1.18,1.18,swim-com
1527,2016-08-11 18:32:44,It's a great app to record your swimming distance. Very easy to use. Great to look at the weekly patterns,5,,GooglePlayStore,0.0,1.18,1.18,swim-com
1528,2016-08-17 22:00:58,Stops tracking mid swim on the pebble time. This issue needs to be fixed.,1,,GooglePlayStore,0.0,1.18,1.18,swim-com
1529,2016-08-17 21:23:33,When it syncs with my pebble it's fantastic.......It doesn't always sync😐,3,,GooglePlayStore,3.0,1.18,1.18,swim-com
