Unnamed: 0,date,review,rating,title,platform,thumbs_up_count,review_version,app_version,app
525,2020-04-23 06:02:33,Malware,1,,GooglePlayStore,0.0,5.3.2,5.3.2,myswimpro
526,2020-01-12 14:57:33,Very good,5,,GooglePlayStore,1.0,5.2.2,5.2.2,myswimpro
527,2019-08-05 01:30:52,parece q está bien pero cuando te la instalar prácticamente estás obligado a pagar,3,,GooglePlayStore,0.0,5.0.56,5.0.56,myswimpro
528,2019-08-24 23:54:27,تمارين مختلفة تناسب السباحين المبتدئين و المحترفين و سهولة في الاستخدام بالإضافة انه يمكن تحميل التمرين علي ساعتي الجارمن فينكس ٥,5,,GooglePlayStore,0.0,5.0.56,5.0.56,myswimpro
529,2019-06-05 03:24:43,paid services,1,,GooglePlayStore,0.0,5.0.41,5.0.41,myswimpro
530,2019-03-19 18:44:38,Good enough,5,,GooglePlayStore,0.0,5.0.30,5.0.30,myswimpro
531,2018-11-15 08:20:16,Great idea!,5,,GooglePlayStore,4.0,4.8.0,4.8.0,myswimpro
532,2018-11-30 12:40:15,Spierdalaj,5,,GooglePlayStore,0.0,4.8.0,4.8.0,myswimpro
533,2018-10-09 23:50:47,Loading forever,1,,GooglePlayStore,0.0,4.7.7,4.7.7,myswimpro
534,2018-08-31 18:59:27,I would like to request a refund but there is no advice on this on your app,1,,GooglePlayStore,1.0,4.7.6,4.7.6,myswimpro
535,2018-08-22 05:07:16,"Rubbish app, expected some sort of swimming metrics or history from garmin but nothing. Also all workouts don't load as a free user. Great in principal, money sponge in practice.",1,,GooglePlayStore,4.0,4.7.6,4.7.6,myswimpro
536,2018-08-21 03:47:55,"I have no idea how to access any of the free features of this app or how to 
get it to connect to my fitbit. It does not seem to want to help me log my 
swims. I have access to Swimtag for free at my pool which is far more use.",2,,GooglePlayStore,2.0,4.7.6,4.7.6,myswimpro
537,2018-08-16 04:07:32,"Cannot choose a program.  Keeps telling me ""error subscribing to training plan"" when I click Start Plan.",1,,GooglePlayStore,2.0,4.7.6,4.7.6,myswimpro
538,2018-08-16 05:42:49,Famtastic! Stupendous!,5,,GooglePlayStore,0.0,4.7.6,4.7.6,myswimpro
539,2018-08-15 19:16:39,"Ok edited my one star. It does sync with Strava and also Garmin Connect 
buried in Settings. Fairly crippled without an $8 per month membership. 
That what I pay per year for my Sailing Association and 37 races, a cruise 
program and meetings with 115 families??? Dont see that value here 
buddies???",2,,GooglePlayStore,2.0,4.7.6,4.7.6,myswimpro
540,2018-08-15 15:23:49,"Was written that it could sync between strava. Wanted to sync my garmin 
workouts TO the app but you can't.",1,,GooglePlayStore,1.0,4.7.6,4.7.6,myswimpro
541,2018-08-12 19:47:02,"There's an application for the Fitbit versa, but the mobile app is 
confusing, and it doesn't connect to Fitbit app or directly to the versa, 
making it pretty useless for now",1,,GooglePlayStore,0.0,4.7.6,4.7.6,myswimpro
542,2018-07-27 21:15:24,"Could not login through fb or Twitter. Why can't we use it without login? 
Useless. Just displays ""error signing up"" alert",1,,GooglePlayStore,3.0,4.7.1,4.7.1,myswimpro
543,2018-05-27 03:58:33,"I just started swimming and I love this app! I have improved so much with 
MySwimPro, really happy I picked up swimming, this app makes it easy.",5,,GooglePlayStore,4.0,4.7.1,4.7.1,myswimpro
544,2018-06-07 15:03:33,"What an amazing job this application really does cover everything you can 
network with other people and monitor your swimming calories distances and 
the duration which you choose to accomplish your goals everything is 
monitored and logged I love this app",5,,GooglePlayStore,2.0,4.7.1,4.7.1,myswimpro
545,2018-07-20 20:23:49,doesn't work with Apple,1,,GooglePlayStore,0.0,1.5.1,1.5.1,myswimpro
546,2018-06-12 09:27:06,...go premium...waste of time!,1,,GooglePlayStore,4.0,4.7.1,4.7.1,myswimpro
547,2018-04-29 04:32:15,"Maybe it is the best app for swimmers. I use as diary of trains, source of 
ideas for workouts (and completely workouts), swimming lessons and much 
more! Highly recommend!",5,,GooglePlayStore,2.0,4.7.0,4.7.0,myswimpro
548,2018-04-28 05:07:12,"Just wish there was another stroke available in the free app to really 
decide if it's worth purchasing. Enjoying the freestyle workouts so far tho",4,,GooglePlayStore,4.0,4.7.0,4.7.0,myswimpro
549,2018-04-28 13:51:47,"Free trial doesn't last long enough to be able to actually use. Monthly fee 
is also too high. Half that and I would subscribe.",3,,GooglePlayStore,7.0,4.7.0,4.7.0,myswimpro
550,2018-04-23 15:52:50,Can't access without paying. Wasted my time.,1,,GooglePlayStore,6.0,4.6.3,4.6.3,myswimpro
551,2018-04-12 02:33:56,"You have to pay for everything, not worth it.",1,,GooglePlayStore,4.0,4.6.3,4.6.3,myswimpro
552,2018-04-13 01:18:41,I couldn't access anything without paying,1,,GooglePlayStore,3.0,4.6.3,4.6.3,myswimpro
553,2018-07-28 01:00:28,It's great,5,,GooglePlayStore,0.0,4.6.3,4.6.3,myswimpro
554,2018-04-12 07:10:21,Checking it out!,5,,GooglePlayStore,1.0,4.6.3,4.6.3,myswimpro
555,2018-02-22 21:18:34,"This would be a great app if it had a few more training options that were free. You have to pay for everything. This is an app for serious swimmers that compete, not those of us who like to swim to stay fit and don't want to pay $15 per month to do so.",2,,GooglePlayStore,5.0,4.6.2,4.6.2,myswimpro
556,2018-03-18 02:46:39,I love the simplicity and the structure of the workouts for beginnings in MySwimPro. I have improved my fitness goals by adding new exercises throughout my freestyle routine. I enjoy having the option to manual adjust the workouts depending on my ability. I've improved my freestyle time and will be training for a 70.3 triathlon.,5,,GooglePlayStore,4.0,4.6.2,4.6.2,myswimpro
557,2018-02-06 09:31:53,Pretty good tool. Great swim programmes.ability to add own programmes.  Join the Facebook group and get added benefits,5,,GooglePlayStore,13.0,4.6.2,4.6.2,myswimpro
558,2018-02-18 22:13:53,"I didn't like how I had to pay for additional resources. They offered basic information, anything more I would had to pay.",3,,GooglePlayStore,3.0,4.6.2,4.6.2,myswimpro
559,2018-02-05 21:12:02,Lots of content here. Fun tips and serious training.,4,,GooglePlayStore,1.0,4.6.2,4.6.2,myswimpro
560,2018-07-12 21:55:02,"I would happily pay for premium if the app was even half as good as the 
iPhone version.",1,,GooglePlayStore,4.0,4.6.2,4.6.2,myswimpro
561,2018-03-20 04:50:32,Im really grateful for this app it has made me know alot about swimming & everyday is a nee adventure plus challenge ...i love it,5,,GooglePlayStore,0.0,4.6.2,4.6.2,myswimpro
562,2018-03-06 16:21:58,Best swimming app in the world ;) a must for every swimmer out there!,5,,GooglePlayStore,0.0,4.6.2,4.6.2,myswimpro
563,2018-01-14 19:48:25,"First, the best way to get better is with a team and or coach. I was not able to get any refund after I decided to cancel my subscription on the first day after the free trial ended. So now I have paid $100 for a year, and not the app will not allow me to access any of the workouts.",1,,GooglePlayStore,8.0,4.6.1,4.6.1,myswimpro
564,2017-12-23 20:33:49,It says error loading data when I open the app,4,,GooglePlayStore,2.0,4.6.1,4.6.1,myswimpro
565,2018-01-10 20:31:50,Amazing,5,,GooglePlayStore,1.0,4.6.1,4.6.1,myswimpro
566,2018-01-18 03:09:48,Free is useless,1,,GooglePlayStore,2.0,4.6.1,4.6.1,myswimpro
567,2017-11-18 20:35:35,Had some chances to try it. Logging is easy and quite convenient. I'm missing some options though. For instance it's impossible to log a combined set like kick-drill or kick-drill-swim. Or 100 free/50 stroke. The only option remains to write description. Also sync with USMS times doesn't work on my device (pixel xl) - gives me an error.,4,,GooglePlayStore,6.0,4.5.5,4.5.5,myswimpro
568,2017-12-09 08:34:31,Some great workouts and variety.  I'd like to be able to change the measurement from yards to metres I'm not sure how to do that?,4,,GooglePlayStore,0.0,4.5.5,4.5.5,myswimpro
569,2017-12-17 00:00:47,Its pretty cool so far but the tip videos won't play.,2,,GooglePlayStore,0.0,4.5.5,4.5.5,myswimpro
570,2017-10-13 15:48:28,Great app. Also great and fast customer service. Had an issue and it was sorted very quickly.,5,,GooglePlayStore,4.0,4.5.0,4.5.0,myswimpro
571,2017-09-22 15:45:57,Could even get it to launch on my device,1,,GooglePlayStore,1.0,4.4.7,4.4.7,myswimpro
572,2017-08-05 09:06:24,"Don't advertise yourself as free in the app store if you are not free. For those who are reading this the app is $7.99 a month.  The app doesn't tell you until you create an account and custom your profile.  It's a huge waste of time. You do all this only for it to tell you... Now the next step is to select what kind of membership you want.  The cheapest option is $7.99 a month.  NO PHONE APP SHOULD COST THAT MUCH!  Responding to your comment: HA! That's a scam if I ever saw one.  I'm willing to bet your ""free trial"" required a credit card... And that it's next to impossible to end, thus, you end up getting charged. Does that sound about right.",1,,GooglePlayStore,13.0,4.4.5,4.4.5,myswimpro
573,2017-05-24 01:36:44,Good but hard to cancel.  Signed up for the free month.  Tried to cancel and reach out to customer service.  It seems like this company is one guy on a WordPress site with awesome and helpful videos,2,,GooglePlayStore,11.0,4.4.2,4.4.2,myswimpro
574,2017-06-23 13:19:49,Horrible couldn't figure out how stop being a member. And it doesn't work without internet,1,,GooglePlayStore,3.0,4.4.2,4.4.2,myswimpro
575,2017-07-07 11:54:00,Its not joing me in the one month free demo.,1,,GooglePlayStore,3.0,4.4.2,4.4.2,myswimpro
576,2017-04-28 12:49:03,"I think it's a good idea, decent app. I  believe it's too expensive to see the trainings tho! 100$ a year is too much. Maybe if I had a watch and could benefit better from the app (like logging in times, for example, which I always forget by the time I get out of the pool). I do think, however, that there should be a level in between intermediate and advanced. The intermediate trainings are just the right amount of distance I can take, but the times are huge! 4:00 for a sprint 100 is too much! But if I try the advanced trainings, the times are just right, but they're too long! I understand you can edit them but if you plan on paying for this it'd be nice to have something better.   I'd suggest asking for times or usual swimming trainings and then the app could actually suggest times/distances according to that? Now that I'd pay for.",3,,GooglePlayStore,4.0,4.4.0,4.4.0,myswimpro
577,2017-05-11 12:38:12,"I used to love this app, but it's been 2 months that I've been unable to use it, despite bug reports and updating the app whenever available. Please keep the all from crashing. I loved this app.",2,,GooglePlayStore,2.0,4.4.0,4.4.0,myswimpro
578,2017-05-13 15:54:44,Awesome for tracking your progress,5,,GooglePlayStore,0.0,4.4.0,4.4.0,myswimpro
579,2017-04-08 08:07:12,Easy to use and helpful I'm keeping track of workouts,5,,GooglePlayStore,1.0,4.3.2,4.3.2,myswimpro
580,2017-04-11 07:44:02,Awesome!!! Good for jr.National sets,5,,GooglePlayStore,0.0,4.3.2,4.3.2,myswimpro
581,2017-03-23 05:56:43,"I just want to track my swimming workouts.  This app looks like it can't let me do this simple task.  Clunky app with lots of colour and stupid words of encouragement.   I don't need an app to convince me to swim or tell me swimming's ""hidden"" benefits.  Deleting it now.",1,,GooglePlayStore,5.0,4.3.2,4.3.2,myswimpro
582,2017-03-01 04:33:12,You have to pay for watching videos? Common. .,1,,GooglePlayStore,3.0,4.3.2,4.3.2,myswimpro
583,2017-02-16 08:41:35,This app really motivates you to swim as hard as you can.,5,,GooglePlayStore,6.0,4.2.4,4.2.4,myswimpro
584,2017-01-10 18:58:56,Best app for swimmers,5,,GooglePlayStore,7.0,4.2.2,4.2.2,myswimpro
585,2017-01-12 03:00:04,Love,5,,GooglePlayStore,5.0,4.2.2,4.2.2,myswimpro
586,2016-11-24 08:56:23,"I also would like a weight tracker with graph, km or Miles and to modify the time it takes to swim a workout. No beginner can swim that fast, even a former competitive swimmer like me. It would also be nice to log other types of workouts like yoga etc. Pros: the videos I watched were pretty good, not always the right video in the right place. Easy to use and learn. Like the custom workout feature. Give it a try but be prepared it may cost you for the features you want.",3,,GooglePlayStore,13.0,4.1.2,4.1.2,myswimpro
587,2017-03-23 22:55:27,"This app is a must for any swimmer, its the best it has video's, and tips that can really help a swimmer on thier game a d also we can log in our time and work out.",5,,GooglePlayStore,0.0,4.1.2,4.1.2,myswimpro
588,2016-11-30 02:23:12,Easy to use and great routines. Totally worth the $10 upgrade.,5,,GooglePlayStore,7.0,4.1.2,4.1.2,myswimpro
589,2016-10-16 07:36:32,"After more than 9 months of use, all of my data - all of my logged swims - are gone. Very upsetting. Update: The developers were able to find and restore my data.I'm really impressed with their customer service for a free app. Great guys. Based on the incredible effort they made to get my swim data back, I've added 2 stars to my review.",3,,GooglePlayStore,11.0,4.0.3,4.0.3,myswimpro
590,2016-09-12 04:43:38,I love it!,5,,GooglePlayStore,6.0,3.3.1,3.3.1,myswimpro
591,2016-07-14 18:02:53,It say signup failed after it took my subscription and there is no way to cancel it from google app store,1,,GooglePlayStore,10.0,3.2.0,3.2.0,myswimpro
592,2016-07-15 00:59:45,I love the design of this app. One of the best fitness apps I've ever used!,5,,GooglePlayStore,2.0,3.2.0,3.2.0,myswimpro
593,2016-08-01 00:24:02,Very good workout,5,,GooglePlayStore,0.0,3.2.0,3.2.0,myswimpro
594,2016-07-28 07:33:41,I really enjoy the refresh button. I can spend hours poolside refreshing the tabbed fragments. It's definitely my favorite feature in any app I've ever encountered. How did you make that? Did you build that with any parts from Android's sdk? Anyway I'm stoked about that refresh water drop. I feel I must clone it. Excellent work.,5,,GooglePlayStore,1.0,3.1.3,3.1.3,myswimpro
595,2016-07-10 05:13:39,The best swimming app in the google play store by far.  Very user friendly.  Just keep swimming.,5,,GooglePlayStore,0.0,3.1.3,3.1.3,myswimpro
596,2016-09-22 20:39:15,Excellent,5,,GooglePlayStore,1.0,3.1.3,3.1.3,myswimpro
597,2016-06-24 04:53:28,Been using it since it came out and it has really become an amazing app.,5,,GooglePlayStore,3.0,3.1.2,3.1.2,myswimpro
598,2016-06-04 10:02:34,Is there anyway to get longer distances or have it so you can pick a distance and it calculates a work out. There are times where I swim 7 or 8 miles at a time.  Thanks,4,,GooglePlayStore,5.0,3.0.1,3.0.1,myswimpro
599,2016-05-29 15:01:25,"The app is great for taking a record of your training, too bad need pay to premium and have a little problems in the resume of your trainings nothing too bad it is OK",4,,GooglePlayStore,4.0,3.0.1,3.0.1,myswimpro
600,2016-05-15 15:56:16,I think it will be more usefull if can add callories gain.,5,,GooglePlayStore,4.0,3.0.1,3.0.1,myswimpro
601,2016-04-16 22:49:26,Why ask people to pay for membership for this king of features? Everyone would much prefer a single in app purchase to unlock the pro version of this app. It's a shame because the app itself is great.,3,,GooglePlayStore,11.0,3.0.0,3.0.0,myswimpro
602,2016-03-25 21:16:15,Fancy and handy. Just improve statistics and then it's perfect!,4,,GooglePlayStore,5.0,2.3.1,2.3.1,myswimpro
603,2016-03-31 21:23:39,"Awesome app, the only missing part is stop watch so i have to manually log in but otherwise great great app :)",5,,GooglePlayStore,5.0,2.3.1,2.3.1,myswimpro
604,2016-08-11 00:19:05,Very good boi,5,,GooglePlayStore,0.0,2.3.1,2.3.1,myswimpro
605,2016-01-22 19:22:46,Just started using this app properly and was surprised by the calibre of information available. The videos are very informative and the drills have really helped develop my technique. Overall great app for improving your swimming,5,,GooglePlayStore,4.0,2.2.0,2.2.0,myswimpro
606,2016-01-28 11:24:57,Been using this app for a couple weeks now. Having a set workout everyday is a great motivator and all the organization aspects are a excellent plus.,5,,GooglePlayStore,4.0,2.2.0,2.2.0,myswimpro
607,2016-02-09 00:12:49,The best coaching available ...  this is what i have been looking for ... !! U should really download it ...,5,,GooglePlayStore,4.0,2.2.0,2.2.0,myswimpro
608,2016-02-18 01:31:55,Use full,5,,GooglePlayStore,0.0,2.2.0,2.2.0,myswimpro
609,2015-12-21 09:07:58,Hundreds of workouts for everybody,5,,GooglePlayStore,0.0,2.1.1,2.1.1,myswimpro
610,2015-10-12 04:10:20,It's like your own personal coach in your pocket. Great workouts and I can't wait to start using this to get back into shape. I've swam for years and even at the college level but I have been out of it for a while now so having an app full of workouts will make it easy to get back in the water with so many great practices to pick from.,5,,GooglePlayStore,0.0,2.0.1,2.0.1,myswimpro
611,2015-09-30 08:59:16,"I'm a huge fan of this well designed app! I've been able to keep better track of my swimming workouts, even motivating myself to swim more! Highly recommended!",5,,GooglePlayStore,0.0,2.0.1,2.0.1,myswimpro
612,2015-11-04 06:48:16,If you go to the pool and sometimes can't figure out a workout on the top of your head. This app is for you. Just pick your swimming  level pick what you want to work on and your workout and you are off to the races. The best part is they give you links to YouTube videos of the drills you should be doing in the workout. :),5,,GooglePlayStore,0.0,2.0.1,2.0.1,myswimpro
613,2015-10-29 07:41:57,"Hello guys, first of all your app is sick, thanks! I am a beginner and I am not aware of ""pull"" term in the workouts. Is it refering to ""pull-outs""? Thanks in advance for your assistance.",4,,GooglePlayStore,0.0,2.0.1,2.0.1,myswimpro
614,2015-09-30 21:58:27,Hi just installed the app(looks pretty slick :) ) but what does drill mean? I mean I am familiar with the concept kf a drill but which particular drill is meant??,4,,GooglePlayStore,0.0,2.0.1,2.0.1,myswimpro
615,2015-11-16 03:04:04,This app made it easy for me to keep track of my training. The layout is also very cool and made me excited about fitness.,5,,GooglePlayStore,0.0,2.0.1,2.0.1,myswimpro
616,2015-10-11 12:00:15,I love this app! I've tried a few apps before and the simplicity of this amazing,5,,GooglePlayStore,0.0,2.0.1,2.0.1,myswimpro
617,2015-10-26 09:59:57,Offers a variety of structured swimming sets to help keep you in shape and on track to reaching your goals.,5,,GooglePlayStore,1.0,2.0.1,2.0.1,myswimpro
618,2015-11-28 02:40:14,It only need one thing... Google fit integration...,5,,GooglePlayStore,1.0,2.0.1,2.0.1,myswimpro
619,2015-11-19 03:18:58,"I can swim way ,way much better now",5,,GooglePlayStore,0.0,2.0.1,2.0.1,myswimpro
620,2015-09-29 23:50:08,I don't understand the numbers is that the estimated time to complete the set or the rest time ???,5,,GooglePlayStore,1.0,2.0.1,2.0.1,myswimpro
621,2015-10-24 00:59:50,Awesome sauce!,5,,GooglePlayStore,1.0,2.0.1,2.0.1,myswimpro
622,2015-09-27 21:37:01,"This app has a great, easy-to-use interface. Whether you are a seasoned veteran swimmer, or relatively a novice, this app can help you improve your swimming abilities by allowing you to track your own workout performance.",5,,GooglePlayStore,1.0,2.0.0,2.0.0,myswimpro
623,2015-09-26 21:07:51,Dedicated swimmer here and this is just what I have been looking for to help me organize and track my workouts. Love how easy it is to use.,5,,GooglePlayStore,1.0,2.0.0,2.0.0,myswimpro
624,2015-09-26 03:46:32,Simple and easy. Nothing too fancy and it does exactly what I need. Thanks to this group for understanding their user,5,,GooglePlayStore,1.0,2.0.0,2.0.0,myswimpro
625,2015-09-06 23:17:07,"It has great potential. I like the training videos, there needs to be more of these. I'm not sure what 'descend 1-4' etc means, or 'just make'? You should also be able to select a workout based solely on strokes, distance or time, as sometimes you're time or stroke restricted. Breaststroke hurts my knee, so an option to auto design a workout based on stroke preference would be good. I like other users idea of a user database. It would definitely extend the usability of this app 10 fold.",3,,GooglePlayStore,0.0,1.1.1,1.1.1,myswimpro
626,2015-09-16 19:37:16,As a swimmer I find this app very useful and very easy to understand. However it would be awesome if the app could also give you dryland work outs to help strength your stroke.,4,,GooglePlayStore,0.0,1.1.1,1.1.1,myswimpro
627,2015-09-15 22:37:15,What is IM? What is 'KICK'? Descriptions please!!!  Unusable otherwise!!!,1,,GooglePlayStore,0.0,1.1.1,1.1.1,myswimpro
628,2015-07-10 02:16:26,"Great and fast support, and an. amazing app overall!",5,,GooglePlayStore,0.0,1.1.0,1.1.0,myswimpro
629,2015-07-06 06:27:23,"There are so few swimming apps out there, this is definitely one of the best. I feel like it will just get better over time, can't wait for the updates.",5,,GooglePlayStore,1.0,1.0.2,1.0.2,myswimpro
630,2015-06-14 08:48:34,Makes it easy to track laps and different kinds of swimming techniques,5,,GooglePlayStore,0.0,1.0.2,1.0.2,myswimpro
631,2015-04-18 09:29:04,Great for swim coaches!,5,,GooglePlayStore,1.0,1.0.2,1.0.2,myswimpro
632,2015-02-04 03:24:29,Awesome app. I agree with having a section to submit your own workouts. A database of user submitted workouts and category tags would be awesome.,5,,GooglePlayStore,1.0,1.0.1,1.0.1,myswimpro
633,2015-02-03 10:51:46,"It is a fantastic app, I just wish you were able to submit your own workouts. Essentially making a database for younger coaches.",5,,GooglePlayStore,2.0,1.0.1,1.0.1,myswimpro
634,2015-02-16 12:37:56,"I would like to see even more levels of customization (workouts by stroke focus, sprinter vs distance, etc)",5,,GooglePlayStore,1.0,1.0.1,1.0.1,myswimpro
635,2018-03-15 00:40:55,"I got this app to use with my Fitbit Iconic (which SUCKS). However, this app advertises it's available but it doesn't actually sync. Only the daily workouts are available on the Iconic. ALSO, the videos never open and it constantly freezes my phone. I've restarted, uninstalled and reinstalled. For $15.00/this app is ridiculous and a waste.",2,,GooglePlayStore,0.0,,,myswimpro
636,2016-06-13 23:17:21,"This is the best swimming app I've downloaded by far. The workouts are clear, the interface is easy to use, and it allows me to keep track of all my swimming workouts! I just upgraded to premium and I'm really excited about the new content and advanced analytics. 10 out of 10 would download!",5,,GooglePlayStore,0.0,,,myswimpro
637,2017-04-30 01:17:47,"Love this app, I used to swim competitively (actually with / against the creator), and this has been a great tool for getting back in shape. Keep up the good work guys!",5,,GooglePlayStore,0.0,,,myswimpro
638,2016-10-01 06:30:01,"I like it, it has excellent trainings, but it could explain more some of the exercises. For example in back technique, 15 underwater per wall, i can imagine what it's, but it has no video or explanation.",4,,GooglePlayStore,0.0,,,myswimpro
639,2015-12-10 14:25:27,"Its the best app for FREE, for swim sets around. I cant wait until you guys come up with a large variety of sets, maybe some submitted by other people? But so far, its great!!!",5,,GooglePlayStore,0.0,,,myswimpro
640,2016-09-16 00:26:17,Too complicated.  I just wanted to keep record of lengths swum  calories burned etc . Could not work it out .,1,,GooglePlayStore,0.0,,,myswimpro
641,2018-08-15 13:38:57,"So unhappy all my PB's are in here and I can not log in thanks to the 
Twitter bit on the login working on my iPhone and Android, however when 
this app works it is a great app please fix soon as I need my times 😣😞😤",1,,GooglePlayStore,0.0,,,myswimpro
642,2016-07-21 19:11:22,Most of the functions are locked unless you pay money. The advanced setting is too easy if you're a regional or national level competitive swimmer.,2,,GooglePlayStore,1.0,,,myswimpro
643,2021-07-25 00:27:41,Zero the only reason I gave you zero one because of your polite reply is because I don't use applications but I feel like you deserve a five for your prompt response,5,,GooglePlayStore,0.0,,,myswimpro
644,2015-12-30 03:52:43,Looks like a great app but could not test without signing in... the skip button not working...,1,,GooglePlayStore,0.0,,,myswimpro
645,2015-08-17 21:45:54,Couldn't get past  swim ability. On my gs3,1,,GooglePlayStore,0.0,,,myswimpro
646,2017-12-29 08:26:31,There's only a few things free but you have to pay for the majority of it,2,,GooglePlayStore,0.0,,,myswimpro
647,2015-08-05 09:48:17,App got stuck on first screen and would never do ANYTHING whatsoever,1,,GooglePlayStore,0.0,,,myswimpro
648,2018-08-19 23:50:49,Only see data if on premium. No thanks.,1,,GooglePlayStore,1.0,,,myswimpro
649,2017-11-17 03:06:28,I loved this app the program is already calculated with time and also the burn of calories,5,,GooglePlayStore,0.0,,,myswimpro
650,2017-06-11 10:11:14,Haven't used it yet but I felt like doing this lol,5,,GooglePlayStore,0.0,,,myswimpro
651,2017-08-13 21:24:44,Not free. More confusion,1,,GooglePlayStore,0.0,,,myswimpro
652,2017-03-04 00:47:25,Idiots asking money for fly workout.,1,,GooglePlayStore,0.0,,,myswimpro
653,2018-05-30 11:39:02,Not compatible with fenix 3 HR?,2,,GooglePlayStore,0.0,,,myswimpro
654,2017-02-16 14:49:27,This is A good Log workout  Love it,1,,GooglePlayStore,0.0,,,myswimpro
655,2017-03-15 00:59:03,Not useful at all.,1,,GooglePlayStore,0.0,,,myswimpro
656,2015-09-30 14:49:46,Very Good app.,5,,GooglePlayStore,0.0,,,myswimpro
657,2015-09-22 22:58:27,Great swimming work out app,5,,GooglePlayStore,0.0,,,myswimpro
658,2016-01-05 07:19:43,guess its just fantastic to use,5,,GooglePlayStore,0.0,,,myswimpro
659,2016-02-11 20:54:14,I finally reached my goals from this app,5,,GooglePlayStore,0.0,,,myswimpro
660,2016-04-30 09:27:45,I love it so much,5,,GooglePlayStore,0.0,,,myswimpro
661,2017-07-24 11:47:54,Very nice app,5,,GooglePlayStore,0.0,,,myswimpro
662,2016-09-16 08:45:29,LOVE THIS APP AND SWIMMING,5,,GooglePlayStore,0.0,,,myswimpro
663,2017-03-23 03:53:24,Best app for workout,5,,GooglePlayStore,1.0,,,myswimpro
664,2017-07-11 00:09:46,Nice and awesome aap,5,,GooglePlayStore,0.0,,,myswimpro
665,2023-03-18 09:45:41,great app,4,,GooglePlayStore,0.0,,,myswimpro
666,2016-10-15 02:55:05,Just what I needed!,5,,GooglePlayStore,0.0,,,myswimpro
667,2016-02-21 22:00:14,Do not download this app,5,,GooglePlayStore,0.0,,,myswimpro
668,2016-12-16 00:27:58,Good,4,,GooglePlayStore,0.0,,,myswimpro
669,2017-06-28 19:09:13,Nice,4,,GooglePlayStore,0.0,,,myswimpro
670,2020-09-18 14:49:06,Excellent app,5,,GooglePlayStore,0.0,7.1.1,7.1.1,myswimpro
671,2021-09-13 07:41:45,Good,5,,GooglePlayStore,0.0,,,myswimpro
672,2017-01-21 04:30:14,Awesome,5,,GooglePlayStore,0.0,,,myswimpro
673,2023-03-07 03:30:47,Expensive,2,,GooglePlayStore,1.0,,,myswimpro
674,2018-08-25 00:56:06,Refund me.,1,,GooglePlayStore,0.0,,,myswimpro
675,2018-05-08 23:12:24,Everything requires pro,3,,GooglePlayStore,0.0,,,myswimpro
676,2022-03-15 18:56:10,Gooodddddd✌️❤️💫😇❤️✌️💫❤️😇,5,,GooglePlayStore,0.0,,,myswimpro
677,2023-11-22 21:35:57,👍,5,,GooglePlayStore,0.0,,,myswimpro
678,2016-04-04 06:19:27,عالی,5,,GooglePlayStore,0.0,,,myswimpro
679,2015-03-06 09:56:04,Works well,5,,GooglePlayStore,0.0,,,myswimpro
680,2016-05-30 13:23:20,,5,,GooglePlayStore,0.0,,,myswimpro
681,2023-01-27 22:31:43,"Got the app 5 weeks ago and I have made more progress in that time than the whole 1.5 years of swimming on my own before. The customized coaching is great and the app certainly pushes you but never has unreasonably high expectations of you. The ability to customize what goals you are working towards, how often you swim, how fast you swim, and what strokes you swim are all excellent features. Only negative I’ve experienced is minor bugs with sync issues between the app and my smartwatch. This hasn’t impacted my ability to use all the features just needed to use work arounds with how the workout is accessed by the watch. Minor bugs stop me from giving it a 5* but I am still loving the app. If I could see some additional features the biggest would be the ability to go back a set/split in a workout. Sometimes I can’t keep up with the times it says and I fall behind so this would help keep me on track. Also, the ability to toggle which swim equipment you have access to. My pool offers kick boards and pullbouys but no fins or paddles and I’d imagine it varies for everyone.",4,My Swim Pro Review,AppStore,,,,myswimpro
682,2023-08-29 11:46:37,"I am not a competíos swimmer but I enjoy it and wanted to push myself. I have been using this app for almost 6 months and it has been great! It’s so worth the fee. It has helped me continue to improve my technique and swim faster (my top two goals). It gives you weeks long plans based on your goals (which you can adjust) and the times for each workout are based on your past swim times. You can also make each workout shorter or longer in duration based on your needs for that day. It also has a library of swimming workouts that you can do as you choose. They also have videos on tips for how to improve form and drills. It has helped me begin to learn a new stroke (I’m leaning breaststroke). I also like that they offer dry land workouts! They can be done at home with minimum equipment (or none in lost cases). I also love the option to chat with employees when I have questions. This can a question about a note in a workout or swimming tips. Since I’m not part of a team, it feels really good to have that human contact! The app is compatible with Apple and Garmin watches. If you have one, you get to see what’s next while in the water and or records your time and more. If you don’t have one of these (I didn’t at first), you can take note of four times and the add the manually.",5,Great investment,AppStore,,,,myswimpro
